Symbol,Date,Open,High,Low,Close,Volume,ATDRY SMA,ATDRY spanTwelveEMA,ATDRY spanTwntySixEMA,ATDRY_x,ATDRY_y
ATDRY,2020-12-14,1.93,1.93,1.92,1.92,7181,1.92,1.8782954843346136,1.8753095520054883,0.002985932329125029,-0.0029757187291681426
ATDRY,2020-12-11,1.865,1.87,1.865,1.87,3491,1.87,1.870712845122725,1.871734316165928,-0.0010214710432026044,-0.004466131493741491
ATDRY,2020-12-10,1.8608,1.8608,1.8608,1.8608,3816,1.8608,1.8708424533268568,1.8718730614592016,-0.0010306081323450123,-0.005327296606376156
ATDRY,2020-12-09,1.89,1.89,1.89,1.89,235,1.89,1.87266835393174,1.8727589063759384,-9.055244419808872e-05,-0.006401468724883997
ATDRY,2020-12-08,1.87,1.89,1.87,1.88,21339,1.88,1.8695171455556927,1.8713796188860128,-0.0018624733303205245,-0.007979197795055362
ATDRY,2020-12-07,1.83,1.8419999999999999,1.83,1.8419999999999999,5173,1.8419999999999999,1.867611172020364,1.8706899883968944,-0.003078816376530291,-0.009508378911239183
ATDRY,2020-12-04,1.91,1.91,1.895,1.91,4006,1.91,1.8722677487513395,1.8729851874686458,-0.0007174387173065622,-0.011115769544916406
ATDRY,2020-12-03,1.91,1.92,1.91,1.92,1400,1.92,1.8654073394334008,1.8700240024661376,-0.004616663032736446,-0.013715352251818922
ATDRY,2020-12-02,1.88,1.88,1.88,1.88,946,1.88,1.8554814011485647,1.8660259226634288,-0.010544521514863405,-0.01599002455658943
ATDRY,2020-12-01,1.8892,1.8892,1.8892,1.8892,1500,1.8892,1.851023474084668,1.8649079964765034,-0.013884522391834908,-0.017351400317020767
ATDRY,2020-11-30,1.92,1.92,1.86,1.86,15130,1.86,1.8440822875546083,1.8629646361946235,-0.018882348640015367,-0.01821811979831712
ATDRY,2020-11-27,1.8,1.83,1.7965,1.82,154503,1.82,1.8411881580190816,1.8632018070901928,-0.02201364907111114,-0.01805206258789261
ATDRY,2020-11-27,1.8,1.83,1.7965,1.82,154503,1.82,1.8450405503861884,1.8666579516574089,-0.02161740127122069,-0.017061665967087976
ATDRY,2020-11-25,1.82,1.82,1.82,1.82,34500,1.82,1.8495933777291311,1.8703905877900011,-0.020797210060870208,-0.01592273214105485
ATDRY,2020-11-24,1.83,1.83,1.8292,1.8292,6227,1.8292,1.8549739918617003,1.8744218348132016,-0.01944784295150104,-0.014704112661101065
ATDRY,2020-11-23,1.83,1.84,1.83,1.83,8286,1.8300000000000003,1.8596601722001915,1.8780395815982576,-0.01837940939806626,-0.013518180088501015
ATDRY,2020-11-20,1.845,1.85,1.845,1.85,6035,1.8500000000000003,1.8650529307820445,1.8818827481261184,-0.016829817344073742,-0.012302872761109758
ATDRY,2020-11-19,1.85,1.85,1.85,1.85,1363,1.8500000000000003,1.8677898272878704,1.8844333679762075,-0.016643540688336955,-0.011171136615368707
ATDRY,2020-11-18,1.87,1.87,1.85,1.86,2821,1.8600000000000008,1.8710243413402103,1.887188037414304,-0.016163696074093625,-0.009803035597126588
ATDRY,2020-11-17,1.82,1.84,1.82,1.84,4701,1.840000000000001,1.873028767038431,1.8893630804074488,-0.016334313369017917,-0.008212870477884828
ATDRY,2020-11-16,1.84,1.84,1.84,1.84,12727,1.840000000000001,1.8790339974090544,1.8933121268400444,-0.014278129430990159,-0.006182509755101554
ATDRY,2020-11-13,1.8430000000000002,1.86,1.8430000000000002,1.845,6231,1.8450000000000009,1.8861310878470638,1.897577096987248,-0.011446009140183788,-0.004158604836129458
ATDRY,2020-11-12,1.851,1.86,1.85,1.85,57473,1.8500000000000008,1.8936094674556208,1.901783264746228,-0.008173797290606409,-0.002336753760115764
ATDRY,2020-11-11,1.855,1.855,1.855,1.855,1905,1.8550000000000009,1.9015384615384612,1.9059259259259256,-0.0043874643874644015,-0.0008774928774928803
ATDRY,2020-11-10,1.9084,1.91,1.9084,1.91,6953,1.9100000000000008,1.91,1.91,0.0,0.0
ATDRY,2020-11-09,1.9084,1.91,1.9084,1.91,590,1.9100000000000004,1.91,1.91,0.0,0.0
