Symbol,Date,Open,High,Low,Close,Volume,NCTY SMA,NCTY spanTwelveEMA,NCTY spanTwntySixEMA,NCTY_x,NCTY_y
NCTY,2020-12-14,2.69,2.8,2.65,2.765,58861,2.765,3.083158064857506,2.9562594996311273,0.1268985652263792,0.17405475924542593
NCTY,2020-12-11,3.21,3.34,3.13,3.21,139620,3.2099999999999995,3.1410049857406888,2.971560259601617,0.1694447261390719,0.18584380775018772
NCTY,2020-12-10,3.12,3.15,3.02,3.125,58309,3.1249999999999987,3.128460437693541,2.952485080369746,0.17597535732379474,0.18994357815296667
NCTY,2020-12-09,3.31,3.42,3.2601,3.364,113533,3.363999999999999,3.129089608183276,2.938683886799326,0.1904057213839496,0.19343563336025965
NCTY,2020-12-08,3.34,3.37,3.2,3.2345,38298,3.2345,3.0863786278529624,2.904658597743272,0.18172003010969015,0.19419311135433703
NCTY,2020-12-07,3.1,3.14,2.99,3.06,19558,3.0599999999999987,3.059447469280774,2.878271285562734,0.18117618371803967,0.19731138166549872
NCTY,2020-12-04,3.29,3.31,3.1,3.15,65641,3.149999999999999,3.059347009150005,2.863732988407753,0.19561402074225187,0.20134518115236347
NCTY,2020-12-03,3.07,3.15,3.0476,3.14,54404,3.1399999999999992,3.0428646471772787,2.840831627480373,0.20203301969690515,0.20277797125489136
NCTY,2020-12-02,3.02,3.02,2.85,2.8688,50966,2.868799999999999,3.0252036739367836,2.8168981576788035,0.20830551625798052,0.20296420914438779
NCTY,2020-12-01,2.98,3.0,2.91,2.93,31961,2.93,3.053640705561654,2.8127460102931074,0.24089469526854626,0.2016288823659897
NCTY,2020-11-30,3.27,3.27,2.93,3.0,270459,3.0,3.0761208338455908,2.8033656911165568,0.272755142729034,0.1918124291403504
NCTY,2020-11-27,3.56,3.67,3.43,3.5691,314616,3.5691,3.08996098545388,2.7876349464058814,0.3023260390479985,0.17157675074317946
NCTY,2020-11-27,3.56,3.67,3.43,3.5691,314616,3.5691,3.0028448009909487,2.725117742118352,0.2777270588725971,0.13888942866697468
NCTY,2020-11-25,3.57,3.6899,3.51,3.67,110863,3.6699999999999986,2.89988931026203,2.65759916148782,0.24229014877421,0.10418002111556918
NCTY,2020-11-24,3.96,3.96,3.28,3.5298,569989,3.529799999999998,2.759869184855126,2.576607094406845,0.1832620904482809,0.06965248920090897
NCTY,2020-11-23,3.55,4.09,3.5,3.5798,2294035,3.5797999999999988,2.6198817639196945,2.500351661959393,0.11953010196030167,0.04125008888906598
NCTY,2020-11-20,2.63,2.74,2.61,2.6369,231276,2.6368999999999985,2.445351175541457,2.4139957949161444,0.031355380625312616,0.021680085621257048
NCTY,2020-11-19,2.42,2.42,2.38,2.38,20864,2.379999999999998,2.4105241165489946,2.396163458509436,0.014360658039558771,0.019261261870243154
NCTY,2020-11-18,2.31,2.3798,2.31,2.31,21831,2.309999999999998,2.416073955921539,2.397456535190191,0.01861742073134831,0.020486412827914247
NCTY,2020-11-17,2.34,2.42,2.2827,2.37,122625,2.369999999999998,2.435360129725456,2.4044530580054055,0.03090707172004992,0.02095366085205573
NCTY,2020-11-16,2.55,2.58,2.36,2.4376,103608,2.437599999999998,2.447243789675539,2.4072093026458385,0.04003448702970047,0.01846530813505707
NCTY,2020-11-13,2.74,2.82,2.6,2.69,260364,2.6899999999999973,2.4489972059801826,2.4047780468575057,0.04421915912267682,0.013073013411396215
NCTY,2020-11-12,2.4746,2.59,2.4746,2.5643,38477,2.564299999999997,2.4051785161583976,2.3819602906061066,0.023218225552291027,0.005286476983576063
NCTY,2020-11-11,2.41,2.55,2.405,2.53,107873,2.529999999999997,2.376247337278106,2.3673731138545953,0.008874223423511296,0.0008035398413973203
NCTY,2020-11-10,2.3,2.32,2.255,2.2839,24669,2.283899999999997,2.3482923076923075,2.3543629629629628,-0.006070655270655312,-0.0012141310541310625
NCTY,2020-11-09,2.25,2.38,2.24,2.36,42855,2.3599999999999968,2.36,2.36,0.0,0.0
