Symbol,Date,Open,High,Low,Close,Volume,NBRV SMA,NBRV spanTwelveEMA,NBRV spanTwntySixEMA,NBRV_x,NBRV_y
NBRV,2020-12-14,2.58,2.58,2.4466,2.5,506761,2.5,3.5135715498902114,3.883960799792632,-0.3703892499024208,-0.19538806307257764
NBRV,2020-12-11,2.44,2.5,2.31,2.4734,1328513,2.4734,3.6978572862338863,3.9946776637760415,-0.2968203775421565,-0.15163776636511683
NBRV,2020-12-10,3.42,3.5,3.39,3.49,48869,3.49,3.920485883730956,4.116379876878126,-0.1958939931471697,-0.11534211357085725
NBRV,2020-12-09,3.68,3.7,3.61,3.64,70323,3.640000000000001,3.998756044409312,4.166490267028377,-0.16773422261906434,-0.09520414367677912
NBRV,2020-12-08,3.85,3.85,3.75,3.76,74696,3.76,4.063984416120095,4.208609488390646,-0.14462507227055088,-0.0770716239412077
NBRV,2020-12-07,3.85,3.97,3.8,3.8299,76545,3.8299,4.1192543099601115,4.244498247461897,-0.12524393750178486,-0.06018326185887189
NBRV,2020-12-04,3.75,3.84,3.75,3.8,71547,3.8,4.171864184498315,4.277666107258849,-0.10580192276053424,-0.04391809294814343
NBRV,2020-12-03,3.88,4.2299,3.72,3.88,147695,3.88,4.2394758544070985,4.3158793958395565,-0.07640354143245709,-0.028447135495045718
NBRV,2020-12-02,3.7,3.998,3.64,3.943,225702,3.9430000000000014,4.304835100662936,4.350749747506721,-0.04591464684378544,-0.01645803401069265
NBRV,2020-12-01,4.303,4.3999,4.291,4.356,14557,4.356,4.3706233007834685,4.383369727307258,-0.012746426523788656,-0.009093880802419678
NBRV,2020-11-30,4.34,4.34,4.211,4.274,34474,4.273999999999999,4.3732820827441,4.385559305491839,-0.01227722274773857,-0.00818074437207721
NBRV,2020-11-27,4.39,4.468999999999999,4.355,4.428999999999999,17584,4.428999999999999,4.3913333705157545,4.394484049931186,-0.0031506794154312345,-0.007156624778161869
NBRV,2020-11-27,4.39,4.468999999999999,4.355,4.428999999999999,17584,4.428999999999999,4.38448489242771,4.3917227739256814,-0.007237881497970554,-0.008158111118844527
NBRV,2020-11-25,4.413,4.5089999999999995,4.35,4.35,31327,4.3500000000000005,4.3763912365054765,4.388740595839734,-0.012349359334259624,-0.008388168524062796
NBRV,2020-11-24,4.499,4.5,4.301,4.466,54892,4.466000000000001,4.381189643142835,4.391839843506914,-0.010650200364079154,-0.007397870821514033
NBRV,2020-11-23,4.16,4.2,4.066,4.091,28119,4.091000000000002,4.365769578259713,4.385907030987466,-0.02013745272775314,-0.006584788435872753
NBRV,2020-11-20,4.4,4.431,4.303999999999999,4.353,11059,4.3530000000000015,4.415727683397844,4.409499593466465,0.006228089931378911,-0.0031966223629026572
NBRV,2020-11-19,4.51,4.51,4.39,4.397,15796,4.397000000000004,4.427132716742906,4.414019560943783,0.01311315579912442,-0.00555280043647305
NBRV,2020-11-18,4.593999999999999,4.6,4.452,4.513999999999999,12387,4.514000000000003,4.432611392514342,4.415381125819284,0.01723026669505945,-0.010219289495372194
NBRV,2020-11-17,4.75,4.75,4.44201,4.518,14696,4.518000000000004,4.417813463880588,4.407491615884826,0.010321847995761857,-0.017081678542979883
NBRV,2020-11-16,4.8,4.8389999999999995,4.7,4.8,26868,4.800000000000005,4.399597730040695,4.398650945155612,0.0009467848850821523,-0.023932560177665315
NBRV,2020-11-13,4.5,4.687,4.3,4.55,39125,4.550000000000005,4.326797317320821,4.366543020768062,-0.03974570344724082,-0.0301523964433524
NBRV,2020-11-12,4.188,4.271,4.16,4.18101,29918,4.181010000000005,4.286215011379152,4.3518664624295065,-0.06565145105035519,-0.02775406969238029
NBRV,2020-11-11,4.105,4.105,3.91,4.05,30951,4.050000000000005,4.305343195266271,4.3655349794238685,-0.0601917841575963,-0.01827972435288679
NBRV,2020-11-10,4.25,4.2585,3.855,3.938,69152,3.9380000000000046,4.35176923076923,4.390777777777776,-0.039008547008546834,-0.00780170940170919
NBRV,2020-11-09,4.399,4.65,4.399,4.427,23399,4.427000000000005,4.427,4.427,0.0,0.0
