Symbol,Date,Open,High,Low,Close,Volume,REI SMA,REI spanTwelveEMA,REI spanTwntySixEMA,REI_x,REI_y
REI,2020-12-14,0.8454,0.85,0.81,0.81,433929,0.81,0.7330735497831877,0.6708517671939771,0.06222178258921063,0.04874006716026659
REI,2020-12-11,0.8465,0.8465,0.8051,0.8051,362287,0.8050999999999999,0.71908692247104,0.6597199085694953,0.05936701390154475,0.04536963830303058
REI,2020-12-10,0.77,0.78,0.7501,0.7777,495209,0.7776999999999997,0.7034481811021381,0.6480895012550548,0.055358679847083314,0.04187029440340202
REI,2020-12-09,0.77,0.83,0.76,0.8151,936564,0.8150999999999998,0.6899478503934361,0.6377206613554591,0.05222718903797685,0.038498198042481696
REI,2020-12-08,0.76,0.76,0.7202,0.7361,498289,0.7360999999999996,0.6671929141013333,0.6235303142638959,0.043662599837437366,0.03506595029360788
REI,2020-12-07,0.73,0.81,0.7,0.7252,729229,0.7251999999999996,0.6546643530288484,0.6145247394050076,0.040139613623840775,0.032916787907650506
REI,2020-12-04,0.66,0.7,0.66,0.6968,349887,0.6967999999999998,0.6418396899431845,0.6056707185574083,0.03616897138577624,0.031111081478602937
REI,2020-12-03,0.6432,0.6592,0.64,0.6526,189804,0.6525999999999997,0.6318469062964909,0.5983803760420009,0.03346653025448987,0.029846609001809608
REI,2020-12-02,0.63,0.63,0.612,0.615051,79332,0.6150509999999999,0.6280736165322164,0.5940428061253612,0.03403081040685518,0.02894162868863951
REI,2020-12-01,0.6597,0.6633,0.6301,0.6376,354602,0.6375999999999997,0.6304413649926194,0.5923621506153901,0.03807921437722928,0.02766933325908559
REI,2020-11-30,0.71,0.71,0.665,0.6686,278360,0.6685999999999996,0.6291397949912775,0.5887431226646214,0.04039667232665611,0.025066862979549666
REI,2020-11-27,0.69,0.71975,0.68,0.7005,117922,0.7004999999999996,0.6219652122624189,0.582354572477791,0.039610639784627866,0.021234410642773052
REI,2020-11-27,0.69,0.71975,0.68,0.7005,117922,0.7004999999999996,0.6076861599464951,0.5729029382760142,0.03478322167048087,0.016640353357309345
REI,2020-11-25,0.69,0.7,0.6311,0.6359,383136,0.6358999999999996,0.5908109163004034,0.5626951733380954,0.02811574296230801,0.012104636279016461
REI,2020-11-24,0.7033,0.725,0.6821,0.7146,619912,0.7145999999999996,0.5826129010822949,0.556838787205143,0.02577411387715189,0.008101859608193573
REI,2020-11-23,0.6195,0.6494,0.6195,0.6381,275966,0.6380999999999996,0.5586152467336213,0.5442178901815545,0.014397356552066753,0.0036837960409539915
REI,2020-11-20,0.63,0.64,0.61,0.62,346215,0.6199999999999996,0.5441634734124615,0.5367073213960789,0.007456152016382611,0.0010054059131758008
REI,2020-11-19,0.57,0.57,0.555,0.5551,69755,0.5550999999999996,0.5303750140329091,0.5300439071077653,0.00033110692514382034,-0.0006072806126259018
REI,2020-11-18,0.53,0.54,0.5203,0.5349,171498,0.5348999999999996,0.5258795620388925,0.5280394196763865,-0.0021598576374939338,-0.0008418774970683322
REI,2020-11-17,0.515,0.522,0.505,0.510232,208995,0.5102319999999997,0.5242394824096003,0.5274905732504973,-0.0032510908408970307,-0.0005123824619619318
REI,2020-11-16,0.532,0.54,0.505,0.5076,506020,0.5075999999999998,0.5267862973931641,0.5288712591105371,-0.002084961717373157,0.00017229463277184298
REI,2020-11-13,0.5097,0.5125,0.5005,0.5041,38220,0.5040999999999998,0.5302747151010119,0.5305729598393801,-0.0002982447383682585,0.0007366087203080652
REI,2020-11-12,0.5479999999999999,0.55,0.5322,0.5399,80257,0.5398999999999998,0.5350337542102868,0.5326907966265305,0.0023429575837562444,0.000995322084977146
REI,2020-11-11,0.55,0.5501,0.5312,0.5403,101903,0.5402999999999998,0.5341489822485207,0.532114060356653,0.0020349218918677137,0.0006584132102823714
REI,2020-11-10,0.5854,0.5854,0.5207,0.5496989999999999,301019,0.5496989999999997,0.5330306153846154,0.5314591851851852,0.0015714301994301796,0.00031428603988603587
REI,2020-11-09,0.54,0.56,0.5218,0.53,222595,0.5299999999999998,0.53,0.53,0.0,0.0
