Symbol,Date,Open,High,Low,Close,Volume,NBIO SMA,NBIO spanTwelveEMA,NBIO spanTwntySixEMA,NBIO_x,NBIO_y
NBIO,2020-08-18,0.079,0.079,0.079,0.079,2000,0.079,0.079,0.079,0.0,0.0
NBIO,2020-08-17,0.085,0.0889,0.085,0.085,12535,0.085,0.07992307692307693,0.07944444444444444,0.0004786324786324875,9.57264957264975e-05
NBIO,2020-08-17,0.085,0.0889,0.085,0.085,12535,0.085,0.08070414201183433,0.0798559670781893,0.0008481749336450295,0.0002462161833102039
NBIO,2020-08-17,0.085,0.0889,0.085,0.085,12535,0.085,0.0813650432407829,0.08023700655387897,0.0011280366869039216,0.0004225802840289474
NBIO,2020-08-14,0.08395,0.0882,0.079,0.079,28444,0.079,0.08100119043450861,0.08014537643877684,0.0008558139957317717,0.0005092270263695123
NBIO,2020-08-13,0.0802,0.0802,0.0802,0.0802,1200,0.08020000000000001,0.08087793036766112,0.08014942262849709,0.0007285077391640388,0.0005530831689284176
NBIO,2020-08-12,0.081,0.0898,0.075,0.075,125459,0.07500000000000001,0.07997363338802095,0.07976798391527508,0.00020564947274587242,0.00048359642969190856
NBIO,2020-08-11,0.0899,0.0899,0.08199999999999999,0.08645,12500,0.08645000000000001,0.08096999748217157,0.08026294806969915,0.0007070494124724325,0.0005282870262480134
NBIO,2020-08-10,0.0895,0.0895,0.085,0.085,1250,0.08500000000000002,0.0815899978695298,0.08061384080527699,0.0009761570642528168,0.0006178610338489741
NBIO,2020-08-10,0.0895,0.0895,0.085,0.085,1250,0.08500000000000002,0.08211461358190984,0.0809387414863676,0.0011758720955422491,0.0007294632461876292
NBIO,2020-08-10,0.0895,0.0895,0.085,0.085,1250,0.08500000000000002,0.08255851918469295,0.08123957545034037,0.0013189437343525815,0.0008473593438206197
NBIO,2020-08-07,0.08800000000000001,0.09,0.0876,0.09,3000,0.09000000000000004,0.08370336238704787,0.0818884957873522,0.0018148665996956805,0.0010408607949956318
NBIO,2020-08-06,0.099,0.099,0.0915,0.0915,3950,0.09150000000000004,0.08490284509673282,0.08260045906236314,0.002302386034369677,0.001293165842870441
NBIO,2020-08-05,0.09699999999999999,0.09699999999999999,0.094,0.09699999999999999,30100,0.09700000000000006,0.08676394585108163,0.08366709172441032,0.0030968541266712946,0.0016539034996306118
NBIO,2020-08-04,0.095,0.1,0.0925,0.095,67340,0.09500000000000007,0.08803103110476136,0.08450656641149104,0.003524464693270321,0.0020280157383585538
NBIO,2020-08-03,0.107,0.13,0.094,0.1,193812,0.10000000000000006,0.08987241093479807,0.085654228158788,0.004218182776010077,0.002466049145888859
NBIO,2020-08-03,0.107,0.13,0.094,0.1,193812,0.10000000000000006,0.09143050156021376,0.0867168779248037,0.004713623635410044,0.002915564043793096
NBIO,2020-08-03,0.107,0.13,0.094,0.1,193812,0.10000000000000006,0.09274888593556548,0.08770081289333675,0.005048073042228721,0.003342065843480221
NBIO,2020-07-31,0.11599999999999999,0.12,0.105,0.114,23317,0.11400000000000007,0.09601828809932464,0.08964890082716366,0.0063693872721609784,0.003947530129216372
NBIO,2020-07-30,0.13,0.13,0.12,0.125,34843,0.12500000000000006,0.10047701300712084,0.09226750076589227,0.008209512241228567,0.004799926551618812
NBIO,2020-07-29,0.14,0.14,0.13,0.14,225490,0.14000000000000007,0.10655747254448687,0.09580324144990028,0.010754231094586621,0.005990787460212374
NBIO,2020-07-28,0.102,0.154,0.10099999999999999,0.13,772026,0.13000000000000006,0.11016401522995044,0.09833633467583358,0.01182768055411687,0.007158166078993274
NBIO,2020-07-27,0.092,0.096,0.092,0.096,1500,0.09600000000000006,0.10798493596380423,0.09816327284799406,0.009821663115810177,0.0076908654863566545
NBIO,2020-07-27,0.092,0.096,0.092,0.096,1500,0.09600000000000006,0.1061410996616805,0.09800303041480933,0.008138069246871188,0.007780306238459562
NBIO,2020-07-27,0.092,0.096,0.092,0.096,1500,0.09600000000000006,0.10458093048296042,0.09785465779149012,0.006726272691470317,0.007569499529061713
NBIO,2020-07-24,0.08900000000000001,0.1,0.08900000000000001,0.095,41900,0.09500000000000006,0.1031069411778896,0.09764320165878712,0.005463739519102451,0.007148347527069861
NBIO,2020-07-23,0.0999,0.0999,0.0999,0.0999,400,0.09990000000000007,0.10261356561206042,0.0978103719062844,0.004803193705776032,0.006679316762811096
NBIO,2020-07-22,0.09445,0.09445,0.09445,0.09445,2000,0.09445000000000008,0.1013576324409742,0.09756145546878184,0.003796176972192367,0.006102688804687351
NBIO,2020-07-21,0.08800000000000001,0.095,0.08800000000000001,0.08800000000000001,35750,0.08800000000000008,0.09930261206543972,0.09685319950813133,0.002449412557308378,0.0053720335552115564
NBIO,2020-07-20,0.105,0.105,0.09699999999999999,0.1,9800,0.10000000000000007,0.09940990251691052,0.09708629584086234,0.0023236066760481816,0.004762348179378882
NBIO,2020-07-20,0.105,0.105,0.09699999999999999,0.1,9800,0.10000000000000006,0.09950068674507813,0.09730212577857623,0.0021985609665018946,0.004249590736803485
NBIO,2020-07-20,0.105,0.105,0.09699999999999999,0.1,9800,0.10000000000000006,0.09957750416891226,0.09750196831349653,0.0020755358554157416,0.0038147797605259364
NBIO,2020-07-17,0.0951,0.105,0.0951,0.1,35000,0.10000000000000006,0.09964250352754114,0.09768700769768196,0.001955495829859183,0.003442922974392586
NBIO,2020-07-16,0.1007,0.1007,0.1007,0.1007,7000,0.10070000000000004,0.09980519529253483,0.09791019231266848,0.0018950029798663335,0.0031333389754873357
NBIO,2020-07-15,0.105,0.105,0.1,0.1049,19330,0.10490000000000003,0.1005890114013756,0.0984279558450634,0.0021610555563122,0.0029388822916523085
NBIO,2020-07-14,0.095,0.0985,0.095,0.0985,11000,0.09850000000000003,0.1002676250319332,0.0984332924491328,0.001834332582800413,0.0027179723498819293
NBIO,2020-07-13,0.102,0.102,0.102,0.102,1000,0.102,0.10053414425778964,0.09869749300845627,0.0018366512493333547,0.002541708129772215
NBIO,2020-07-13,0.102,0.102,0.102,0.102,1000,0.10200000000000002,0.10075966052582198,0.09894212315597804,0.001817537369843955,0.002396873977786563
NBIO,2020-07-13,0.102,0.102,0.102,0.102,1000,0.10200000000000002,0.10095048198338784,0.09916863255183153,0.0017818494315563344,0.0022738690685405174
NBIO,2020-07-10,0.087,0.10125,0.087,0.09,119539,0.09000000000000001,0.09926579244748204,0.0984894745850292,0.0007763178624528437,0.001974358827322983
NBIO,2020-07-09,0.11,0.11,0.11,0.11,5000,0.11,0.10091720899402326,0.09934210609724924,0.0015751028967740108,0.0018945076412131888
NBIO,2020-07-08,0.10300000000000001,0.10300000000000001,0.08800000000000001,0.1,171834,0.10000000000000002,0.10077609991801967,0.09939083897893447,0.0013852609390851978,0.0017926583007875907
NBIO,2020-07-07,0.10300000000000001,0.10300000000000001,0.10300000000000001,0.10300000000000001,9400,0.10300000000000001,0.10111823839217048,0.09965818423975414,0.0014600541524163455,0.0017261374711133417
NBIO,2020-07-06,0.10300000000000001,0.10300000000000001,0.1,0.1,4500,0.1,0.10094620171645197,0.09968350392569827,0.001262697790753678,0.001633449535041409
