Symbol,Date,Open,High,Low,Close,Volume,MDRPF SMA,MDRPF spanTwelveEMA,MDRPF spanTwntySixEMA,MDRPF_x,MDRPF_y
MDRPF,2020-08-18,1.52,1.55,1.39,1.391,482576,1.391,1.391,1.391,0.0,0.0
MDRPF,2020-08-17,1.42,1.5,1.41,1.48,478409,1.48,1.4046923076923077,1.3975925925925925,0.007099715099715188,0.0014199430199430376
MDRPF,2020-08-17,1.42,1.5,1.41,1.48,478409,1.48,1.4162781065088756,1.403696844993141,0.012581261515734576,0.003652206719101346
MDRPF,2020-08-17,1.42,1.5,1.41,1.48,478409,1.48,1.4260814747382793,1.4093489305492046,0.01673254418907466,0.006268274213096009
MDRPF,2020-08-14,1.38,1.43,1.37,1.41,301611,1.4099999999999997,1.423607401701621,1.40939715791593,0.0142102437856908,0.007856668127614968
MDRPF,2020-08-13,1.31,1.39,1.25,1.3896549999999999,167812,1.3896549999999996,1.418383955285987,1.4079347758480836,0.010449179437903357,0.008375170389672646
MDRPF,2020-08-12,1.083,1.17,1.083,1.161,362387,1.161,1.3787864237035274,1.3896433109704478,-0.010856887266920356,0.004528758858354045
MDRPF,2020-08-11,1.11,1.26,1.11,1.13,483383,1.13,1.3405115892876,1.3704104731207851,-0.029898883833184838,-0.002356769679953732
MDRPF,2020-08-10,1.35,1.4,1.25,1.27,447576,1.27,1.3296636524741232,1.3629726602970231,-0.033309007822899694,-0.008547217308542925
MDRPF,2020-08-10,1.35,1.4,1.25,1.27,447576,1.27,1.320484629016566,1.3560857965713171,-0.0356011675547514,-0.013958007357784621
MDRPF,2020-08-10,1.35,1.4,1.25,1.27,447576,1.27,1.3127177630140174,1.3497090708993678,-0.03699130788535032,-0.01856466746329776
MDRPF,2020-08-07,1.37,1.43,1.3,1.305,364641,1.3050000000000002,1.3115304148580147,1.3463972878697847,-0.03486687301177027,-0.021825108572992264
MDRPF,2020-08-06,1.51,1.52,1.46,1.47,499378,1.4700000000000004,1.3359103510337047,1.3555530443238748,-0.0196426932901701,-0.021388625516427832
MDRPF,2020-08-05,1.415,1.52,1.415,1.48,719858,1.4800000000000002,1.3580779893362116,1.3647713373369208,-0.00669334800070942,-0.01844957001328415
MDRPF,2020-08-04,1.3,1.47,1.24,1.43,845583,1.4300000000000002,1.3691429140537177,1.3696030901267788,-0.00046017607306136915,-0.014851691225239595
MDRPF,2020-08-03,1.2,1.28,1.17,1.205,517131,1.2050000000000003,1.3438901580454534,1.3574102686359062,-0.013520110590452772,-0.01458537509828223
MDRPF,2020-08-03,1.2,1.28,1.17,1.205,517131,1.205,1.3225224414230758,1.3461206191073205,-0.02359817768424444,-0.016387935615474674
MDRPF,2020-08-03,1.2,1.28,1.17,1.205,517131,1.205,1.304442065819526,1.3356672399141858,-0.031225174094659858,-0.019355383311311713
MDRPF,2020-07-31,1.1,1.15,1.06,1.15,223964,1.15,1.2806817480011374,1.3219141110316537,-0.04123236303051625,-0.02373077925515262
MDRPF,2020-07-30,1.17,1.19,1.14,1.18,383539,1.1800000000000002,1.2651922483086548,1.3114019546589386,-0.046209706350283763,-0.028226564674178854
MDRPF,2020-07-29,1.2,1.23,1.135,1.1799,292582,1.1799000000000002,1.2520703639534772,1.3016610691286468,-0.04959070517516962,-0.03249939277437701
MDRPF,2020-07-28,1.195,1.24,1.19,1.21699,263901,1.21699,1.2466733848837113,1.2953891380820803,-0.04871575319836907,-0.035742664859175426
MDRPF,2020-07-27,1.03,1.34,1.015,1.235,944722,1.2350000000000003,1.2448774795169864,1.2909158685945188,-0.04603838907753244,-0.03780180970284683
MDRPF,2020-07-27,1.03,1.34,1.015,1.235,944722,1.2350000000000003,1.243357867283604,1.2867739524023325,-0.04341608511872841,-0.03892466478602315
