Symbol,Date,Open,High,Low,Close,Volume,RZLT SMA,RZLT spanTwelveEMA,RZLT spanTwntySixEMA,RZLT_x,RZLT_y
RZLT,2020-08-18,0.5,0.5,0.46,0.5,90607,0.5,0.5,0.5,0.0,0.0
RZLT,2020-08-17,0.43,0.48,0.43,0.47,130259,0.47,0.4953846153846154,0.4977777777777778,-0.002393162393162396,-0.00047863247863247924
RZLT,2020-08-17,0.43,0.48,0.43,0.47,130259,0.47,0.4914792899408284,0.4957201646090535,-0.0042408746682251475,-0.0012310809165510129
RZLT,2020-08-17,0.43,0.48,0.43,0.47,130259,0.47,0.4881747837960855,0.4938149672306051,-0.005640183434519552,-0.0021129014201447206
RZLT,2020-08-14,0.38,0.38,0.3655,0.3655,16700,0.3655,0.4693017401351493,0.4843101548431529,-0.015008414708003568,-0.004692004077716491
RZLT,2020-08-13,0.395,0.39899999999999997,0.325,0.32525,134114,0.32525,0.4471399339605109,0.4725279211510675,-0.025387987190556568,-0.008831200700284507
RZLT,2020-08-12,0.4195,0.4195,0.371,0.4179,107255,0.4179,0.4426414825819708,0.4684814084732107,-0.0258399258912399,-0.012232945738475587
RZLT,2020-08-11,0.355,0.355,0.3406,0.35,71959,0.35000000000000003,0.42838894680012907,0.4597050078455655,-0.03131606104543638,-0.016049568799867745
RZLT,2020-08-10,0.36,0.36,0.34,0.34,9551,0.3400000000000001,0.41479064729241694,0.4508379702273754,-0.036047322934958485,-0.020049119626885895
RZLT,2020-08-10,0.36,0.36,0.34,0.34,9551,0.3400000000000001,0.4032843938628144,0.4426277502105328,-0.03934335634771846,-0.023907966971052408
RZLT,2020-08-10,0.36,0.36,0.34,0.34,9551,0.3400000000000001,0.3935483332685352,0.43502569463938223,-0.04147736137084701,-0.02742184585101133
RZLT,2020-08-07,0.3497,0.355,0.3402,0.355,197087,0.35500000000000004,0.38761782045799137,0.4290978654068354,-0.04148004494884405,-0.030233485670577875
RZLT,2020-08-06,0.3670000000000001,0.3670000000000001,0.36,0.36,105556,0.3600000000000001,0.38336892500291575,0.4239795050063291,-0.04061058000341333,-0.03230890453714497
RZLT,2020-08-05,0.34,0.34,0.34,0.34,14650,0.3400000000000002,0.3766967826947749,0.4177588009317862,-0.041062018237011284,-0.03405952727711823
RZLT,2020-08-04,0.35,0.35,0.32,0.32,36383,0.3200000000000001,0.3679742007417327,0.4105174082701724,-0.042543207528439764,-0.03575626332738254
RZLT,2020-08-03,0.344,0.344,0.32,0.32,31339,0.3200000000000001,0.3605935544737738,0.4038124150649745,-0.043218860591200725,-0.03724878278014618
RZLT,2020-08-03,0.344,0.344,0.32,0.32,31339,0.3200000000000001,0.3543483922470393,0.3976040880231246,-0.043255695776085235,-0.03845016537933399
RZLT,2020-08-03,0.344,0.344,0.32,0.32,31339,0.3200000000000001,0.3490640242090333,0.3918556370584487,-0.042791612849415406,-0.03931845487335027
RZLT,2020-07-31,0.344,0.344,0.31,0.31,12100,0.3100000000000001,0.3430541743307205,0.3857922565356007,-0.04273808220488018,-0.04000238033965625
RZLT,2020-07-30,0.336,0.336,0.318,0.318,4050,0.3180000000000001,0.3391996859721481,0.380770607903334,-0.04157092193118584,-0.04031608865796217
RZLT,2020-07-29,0.3,0.31,0.3,0.31,2560,0.3100000000000001,0.3347074265918176,0.3755283406512352,-0.04082091405941751,-0.040417053738253245
RZLT,2020-07-28,0.34,0.357525,0.32005,0.357525,50003,0.3575250000000001,0.3382178225007687,0.3741947598622548,-0.035976937361486105,-0.039529030462899815
RZLT,2020-07-27,0.33,0.345,0.33,0.34,119670,0.3400000000000002,0.3384920036544966,0.371661814687273,-0.03316981103277638,-0.03825718657687513
RZLT,2020-07-27,0.33,0.345,0.33,0.34,119670,0.3400000000000001,0.3387240030922664,0.3693164950808083,-0.03059249198854197,-0.036724247659208495
RZLT,2020-07-27,0.33,0.345,0.33,0.34,119670,0.3400000000000001,0.3389203103088408,0.3671449028526003,-0.02822459254375953,-0.035024316636118706
RZLT,2020-07-24,0.31,0.31,0.30495,0.30495,34850,0.3049500000000001,0.3336941087228653,0.36253787301166696,-0.028843764288801643,-0.033788206166655295
RZLT,2020-07-23,0.3,0.32,0.3,0.31,73767,0.3100000000000001,0.33004886122703986,0.35864617871450644,-0.028597317487466575,-0.03275002843081755
RZLT,2020-07-22,0.25,0.2666,0.25,0.2656,45724,0.2656000000000001,0.3201336518074953,0.3517538691800985,-0.03162021737260329,-0.0325240662191747
RZLT,2020-07-21,0.2675,0.268,0.2565,0.2565,109735,0.2565000000000001,0.3103438592217268,0.3446980270186098,-0.034354167796882995,-0.03289008653471636
RZLT,2020-07-20,0.2495,0.259,0.2495,0.258,144701,0.2580000000000002,0.3022909578029996,0.3382759509431573,-0.035984993140157684,-0.033509067855804625
RZLT,2020-07-20,0.2495,0.259,0.2495,0.258,144701,0.25800000000000023,0.2954769642948458,0.3323295842066271,-0.036852619911781286,-0.034177778266999956
RZLT,2020-07-20,0.2495,0.259,0.2495,0.258,144701,0.25800000000000023,0.28971127748025416,0.3268236890802103,-0.03711241159995615,-0.0347647049335912
RZLT,2020-07-17,0.185,0.1926,0.18125,0.1926,149013,0.19260000000000024,0.27477108094483044,0.3168811935927873,-0.04211011264795689,-0.03623378647646434
RZLT,2020-07-16,0.17,0.17,0.16,0.17,27800,0.17000000000000026,0.2586524531071642,0.3060011051785068,-0.04734865207134259,-0.03845675959543999
RZLT,2020-07-15,0.1525,0.157,0.15,0.1535,11700,0.15350000000000022,0.24247515262913896,0.294704727017136,-0.052229574387997,-0.04121132255395139
RZLT,2020-07-14,0.1451,0.1451,0.145,0.145,4400,0.1450000000000002,0.2274789753015791,0.2836154879788296,-0.05613651267725045,-0.044196360578611205
RZLT,2020-07-13,0.14300000000000002,0.14300000000000002,0.14,0.14,20000,0.14000000000000026,0.21402067140902847,0.27297730368410145,-0.05895663227507297,-0.04714841491790356
RZLT,2020-07-13,0.14300000000000002,0.14300000000000002,0.14,0.14,20000,0.14000000000000026,0.20263287580763947,0.2631271330408347,-0.060494257233195216,-0.04981758338096189
RZLT,2020-07-13,0.14300000000000002,0.14300000000000002,0.14,0.14,20000,0.14000000000000026,0.19299704876031032,0.2540066046674395,-0.0610095559071292,-0.052055977886195356
RZLT,2020-07-10,0.1261,0.14,0.1251,0.14,8725,0.14000000000000026,0.1848436566433395,0.2455616709883699,-0.060718014345030435,-0.053788385177962375
RZLT,2020-07-09,0.129,0.129,0.12,0.12,57168,0.12000000000000025,0.17486770946744112,0.2362608064707129,-0.06139309700327177,-0.055309327543024256
