Symbol,Date,Open,High,Low,Close,Volume,AGE SMA,AGE spanTwelveEMA,AGE spanTwntySixEMA,AGE_x,AGE_y
AGE,2020-07-21,1.25,1.52,1.2,1.38,558092,1.3799999999999997,1.3037057358988493,1.254922909784172,0.048782826114677436,0.03280439807192899
AGE,2020-07-20,0.99,1.02,0.943,0.9685010000000001,23474,0.9685009999999998,1.2521357765297956,1.2337064720223814,0.0184293045074142,0.02992937935902603
AGE,2020-07-20,0.99,1.02,0.943,0.9685010000000001,23474,0.9685009999999998,1.2084996570636732,1.2140616222429457,-0.005561965179272432,0.02283111045136634
AGE,2020-07-20,0.99,1.02,0.943,0.9685010000000001,23474,0.9685009999999998,1.171576786746185,1.1958719465212457,-0.024295159775060915,0.013405856406080888
AGE,2020-07-17,1.05,1.06,1.0201,1.03,24613,1.0299999999999998,1.1497957426313874,1.1835851356678204,-0.033789393036433024,0.003966806517578107
AGE,2020-07-16,0.9377,1.0139,0.92,0.98,161622,0.9799999999999998,1.1236733206880969,1.168504755247982,-0.044831434559884815,-0.005792841697914478
AGE,2020-07-15,0.9,0.91495,0.89,0.9020100000000001,3844,0.9020099999999998,1.0895712713514671,1.148764403007391,-0.05919313165592378,-0.01647289968951634
AGE,2020-07-14,0.9123,0.9558,0.88,0.888,8476,0.8879999999999996,1.0585603065281644,1.1294485213031396,-0.0708882147749752,-0.02735596270660811
AGE,2020-07-13,0.92,0.9201,0.9012,0.92,24408,0.9199999999999996,1.0372433362930622,1.1139338160214254,-0.07669047972836318,-0.037222866110959124
AGE,2020-07-13,0.92,0.9201,0.9012,0.92,24408,0.9199999999999996,1.019205899940283,1.0995683481679863,-0.080362448227703,-0.045850782534307896
AGE,2020-07-13,0.92,0.9201,0.9012,0.92,24408,0.9199999999999996,1.0039434537956244,1.0862669890444316,-0.0823235352488072,-0.05314533307720776
AGE,2020-07-10,0.9,0.9059999999999999,0.88,0.8802,44535,0.8801999999999995,0.9849059993655284,1.0710027676337328,-0.08609676826820467,-0.059735620115407145
AGE,2020-07-09,0.8809999999999999,0.9,0.88,0.8902,31225,0.8901999999999995,0.9703358456169856,1.0576099700312342,-0.08727412441424875,-0.06524332097517546
AGE,2020-07-08,0.91,0.9299,0.8901100000000001,0.92,3883,0.9199999999999996,0.9625918693682184,1.0474166389178097,-0.08482476954959095,-0.06915961069005856
AGE,2020-07-07,0.88,0.9079999999999999,0.88,0.9053,7652,0.9052999999999994,0.9537777356192618,1.036889480479453,-0.08311174486019124,-0.0719500375240851
AGE,2020-07-06,0.9152,0.95,0.89,0.915,19198,0.9149999999999996,0.9478119301393754,1.0278606300735675,-0.08004869993419217,-0.07356977000610652
