Symbol,Date,Open,High,Low,Close,Volume,AGE SMA,AGE spanTwelveEMA,AGE spanTwntySixEMA,AGE_x,AGE_y
AGE,2020-08-18,1.1,1.12,1.08,1.12,49053,1.12,1.12,1.12,0.0,0.0
AGE,2020-08-17,1.07,1.1,1.01,1.095,179325,1.0949999999999998,1.1161538461538465,1.1181481481481483,-0.001994301994302061,-0.00039886039886041216
AGE,2020-08-17,1.07,1.1,1.01,1.095,179325,1.0949999999999995,1.1128994082840238,1.1164334705075447,-0.003534062223520928,-0.0010259007637925153
AGE,2020-08-17,1.07,1.1,1.01,1.095,179325,1.0949999999999995,1.1101456531634049,1.1148458060255044,-0.004700152862099571,-0.0017607511834539266
AGE,2020-08-14,1.25,1.25,1.17,1.185,42464,1.1849999999999994,1.1216617065228809,1.1200424129865778,0.0016192935363030794,-0.0010847422395025253
AGE,2020-08-13,1.18,1.2315,1.18,1.2183,26608,1.2182999999999993,1.1365291362885916,1.1273207527653502,0.009208383523241714,0.0009738829130463226
AGE,2020-08-12,1.3,1.3,1.26,1.29,23080,1.2899999999999994,1.1601400383980391,1.139371067375324,0.020768971022715018,0.004932900534980062
AGE,2020-08-11,1.3,1.3,1.25,1.275,34882,1.2749999999999997,1.1778108017214175,1.1494176549771518,0.028393146744265962,0.009624949776837243
AGE,2020-08-10,1.32,1.3344,1.28,1.28,70440,1.2799999999999998,1.1935322168411997,1.1590904212751407,0.034441795566058975,0.014588318934681588
AGE,2020-08-10,1.32,1.3344,1.28,1.28,70440,1.2799999999999996,1.2068349527117843,1.1680466863658712,0.03878826634591315,0.0194283084169279
AGE,2020-08-10,1.32,1.3344,1.28,1.28,70440,1.2799999999999996,1.2180911138330484,1.1763395244128438,0.041751589420204516,0.023892964617583223
AGE,2020-08-07,1.4,1.405,1.35,1.3916,32088,1.3915999999999995,1.2447847886279642,1.192284744826707,0.05250004380125661,0.029614380454317905
AGE,2020-08-06,1.31,1.5198,1.25,1.51,273929,1.5099999999999998,1.2855871288390464,1.2158192081728771,0.06976792066616921,0.03764508849668817
AGE,2020-08-05,1.41,1.49,1.31,1.3672,604972,1.3671999999999995,1.2981429551715007,1.2270326001600715,0.07111035501142915,0.04433814179963637
AGE,2020-08-04,1.1,1.11,1.1,1.1,23903,1.1,1.2676594236066543,1.2176227779259925,0.05003664568066224,0.045477842575841546
AGE,2020-08-03,1.12,1.127,1.07,1.07,41745,1.0699999999999998,1.237250281513323,1.2066877573388821,0.030562524174441164,0.04249477889556147
AGE,2020-08-03,1.12,1.127,1.07,1.07,41745,1.0699999999999996,1.2115194689728117,1.1965627382767423,0.014956730696069174,0.03698716925566301
AGE,2020-08-03,1.12,1.127,1.07,1.07,41745,1.0699999999999996,1.1897472429769944,1.1871877206266137,0.002559522350380927,0.0301016398746066
AGE,2020-07-31,1.09,1.12,1.09,1.1,12559,1.1,1.1759399748266877,1.180729370950568,-0.004789396123880296,0.023123432674909218
AGE,2020-07-30,1.2,1.2,1.1,1.11,71767,1.11,1.1657953633148894,1.175490158287563,-0.00969479497267356,0.016559787145392663
AGE,2020-07-29,1.23,1.29,1.23,1.23,13625,1.2299999999999998,1.1756729997279831,1.1795279243403358,-0.0038549246123527063,0.012476844793843589
AGE,2020-07-28,1.27,1.27,1.23,1.26,27372,1.2599999999999998,1.1886463843852166,1.1854888188336443,0.003157565551572317,0.010612988945389337
AGE,2020-07-27,1.31,1.33,1.27,1.32,43557,1.32,1.2088546329413372,1.1954526100311522,0.013402022910184995,0.011170795738348468
AGE,2020-07-27,1.31,1.33,1.27,1.32,43557,1.32,1.2259539201811316,1.2046783426214371,0.021275577559694447,0.013191752102617665
AGE,2020-07-27,1.31,1.33,1.27,1.32,43557,1.32,1.240422547845573,1.2132206876124418,0.027201860233131203,0.015993773728720375
AGE,2020-07-24,1.34,1.4499,1.33,1.35,58225,1.35,1.2572806174077924,1.2233524885300389,0.03392812887775354,0.01958064475852701
AGE,2020-07-23,1.35,1.45,1.35,1.435,67931,1.435,1.2846220608835166,1.2390300819722582,0.045591978911258435,0.024782911589073295
AGE,2020-07-22,1.34,1.43,1.3,1.3185,137752,1.3184999999999998,1.2898340515168218,1.2449167425669057,0.04491730894991619,0.028809791061241874
