Symbol,Date,Open,High,Low,Close,Volume,PSRU SMA,PSRU spanTwelveEMA,PSRU spanTwntySixEMA,PSRU_x,PSRU_y
PSRU,2020-08-18,0.0375,0.04,0.0375,0.04,1100,0.04,0.04,0.04,0.0,0.0
PSRU,2020-08-17,0.0485,0.0485,0.04,0.0469,122118,0.0469,0.04106153846153846,0.040511111111111116,0.0005504273504273531,0.00011008547008547062
PSRU,2020-08-17,0.0485,0.0485,0.04,0.0469,122118,0.0469,0.04195976331360947,0.040984362139917685,0.000975401173691777,0.0002831486108067319
PSRU,2020-08-17,0.0485,0.0485,0.04,0.0469,122118,0.0469,0.04271979972690032,0.04142255753696083,0.0012972421899394918,0.0004859673266332839
PSRU,2020-08-14,0.040999999999999995,0.04785,0.040999999999999995,0.0475,16100,0.0475,0.04345521515353104,0.04187273846014892,0.001582476693382122,0.0007052691999830516
PSRU,2020-08-13,0.0405,0.0485,0.0405,0.0485,76424,0.0485,0.04423133589914165,0.042363646722360114,0.0018676891767815465,0.0009377531953427506
PSRU,2020-08-12,0.0425,0.052000000000000005,0.0425,0.051,14307,0.051,0.04527266883773525,0.04300337659477788,0.002269292242957369,0.0012040610048656742
PSRU,2020-08-11,0.04375,0.04904,0.0425,0.0425,73868,0.0425,0.0448461044011606,0.04296608943960915,0.0018800149615514489,0.0013392517962028292
PSRU,2020-08-10,0.05255,0.0648,0.05,0.0535,164079,0.0535,0.046177472954828186,0.04374637911074921,0.0024310938440789825,0.00155762020577806
PSRU,2020-08-10,0.05255,0.0648,0.05,0.0535,164079,0.0535,0.047304015577162316,0.04446886954699001,0.002835146030172306,0.0018131253706569093
PSRU,2020-08-10,0.05255,0.0648,0.05,0.0535,164079,0.0535,0.048257243949906575,0.045137842173138897,0.0031194017767676788,0.0020743806518790636
PSRU,2020-08-07,0.0699,0.07,0.06,0.065,198537,0.065,0.05083305257299788,0.046609113123276764,0.0042239394497211175,0.0025042924114474746
PSRU,2020-08-19,0.04,0.04,0.036000000000000004,0.0365,2600,0.036500000000000005,0.04862796756176743,0.04586028992895996,0.002767677632807476,0.0025569694557194753
PSRU,2020-08-05,0.0925,0.11875,0.07,0.0909,1134881,0.0909,0.055131357167649366,0.049196564749037,0.005934792418612368,0.003232534048298054
PSRU,2020-08-04,0.0741,0.08,0.0655,0.0655,178440,0.06550000000000003,0.05672653298801099,0.0504042266194787,0.0063223063685323025,0.0038504885123449044
PSRU,2020-08-03,0.085,0.195,0.07200000000000001,0.0755,2265656,0.07550000000000001,0.05961475868216316,0.05226317279581361,0.007351585886349544,0.004550707987145833
PSRU,2020-08-03,0.085,0.195,0.07200000000000001,0.0755,2265656,0.07550000000000003,0.06205864196183036,0.053984419255382984,0.008074222706447386,0.005255410931006144
PSRU,2020-08-03,0.085,0.195,0.07200000000000001,0.0755,2265656,0.07550000000000003,0.06412654319847184,0.05557816597720646,0.008548377221265384,0.005914004189057992
PSRU,2020-07-31,0.0401,0.0401,0.0401,0.0401,3150,0.040100000000000025,0.060430151937168476,0.05443163516408006,0.005998516773088422,0.005930906705864079
PSRU,2020-07-30,0.065,0.065,0.065,0.065,100,0.06500000000000003,0.06113320548529641,0.05521447700377783,0.00591872848151858,0.005928471060994979
PSRU,2020-07-29,0.055,0.055,0.055,0.055,35500,0.05500000000000002,0.06018963541063543,0.0551985898183128,0.004991045592322621,0.005740985967260508
PSRU,2020-07-28,0.085,0.085,0.08,0.08,35510,0.08000000000000003,0.0632373838089992,0.05703573131325259,0.0062016524957466046,0.005833119272957728
PSRU,2020-07-27,0.11,0.11,0.11,0.11,500,0.11,0.07043163245376853,0.060959010475233874,0.009472621978534664,0.006561019814073116
PSRU,2020-07-27,0.11,0.11,0.11,0.11,500,0.11,0.07651907361472722,0.0645916763659573,0.011927397248769928,0.007634295301012478
PSRU,2020-07-27,0.11,0.11,0.11,0.11,500,0.11,0.08166998536630765,0.0679552558944049,0.013714729471902748,0.008850382135190533
