Symbol,Date,Open,High,Low,Close,Volume,PSRU SMA,PSRU spanTwelveEMA,PSRU spanTwntySixEMA,PSRU_x,PSRU_y
PSRU,2020-07-24,0.109,0.11,0.09,0.11,22100,0.11,0.08602844915610648,0.07106968138370827,0.014958767772398213,0.01007205926263207
PSRU,2020-07-23,0.08,0.1,0.071,0.1,936,0.10000000000000002,0.08817791851670548,0.07321266794787801,0.014965250568827469,0.011050697523871151
PSRU,2020-07-22,0.08,0.08,0.07,0.08,5600,0.08000000000000003,0.0869197772064431,0.07371543328507224,0.013204343921370862,0.011481426803371095
PSRU,2020-07-21,0.1,0.1,0.1,0.1,100,0.10000000000000002,0.08893211917468262,0.07566243822691872,0.013269680947763887,0.011839077632249654
PSRU,2020-07-20,0.0551,0.1001,0.0551,0.07,41000,0.07000000000000002,0.08601948545550067,0.07524299835825808,0.01077648709724259,0.011626559525248242
PSRU,2020-07-20,0.0551,0.1001,0.0551,0.07,41000,0.07000000000000002,0.08355494923157747,0.07485462810949822,0.008700321122079259,0.011041311844614446
PSRU,2020-07-20,0.0551,0.1001,0.0551,0.07,41000,0.07000000000000002,0.0814695724267194,0.07449502602731317,0.006974546399406229,0.010227958755572803
PSRU,2020-07-17,0.1001,0.14,0.1001,0.14,1300,0.14000000000000004,0.0904742535918395,0.07934724632158628,0.011127007270253229,0.010407768458508888
PSRU,2020-07-16,0.15,0.185,0.15,0.185,15688,0.18500000000000005,0.10501667611617188,0.087173376223691,0.017843299892480888,0.01189487474530329
PSRU,2020-07-15,0.19,0.19,0.19,0.19,150,0.19000000000000009,0.11809103363676082,0.09479016317008424,0.02330087046667657,0.014176073889577947
PSRU,2020-07-14,0.19,0.19,0.19,0.19,1050,0.19000000000000009,0.12915395153879766,0.10184274367600392,0.0273112078627937,0.016803100684221098
PSRU,2020-07-13,0.22399999999999998,0.22399999999999998,0.22399999999999998,0.22399999999999998,1200,0.2240000000000001,0.14374565130205952,0.11089142932963326,0.03285422197242625,0.02001332494186213
PSRU,2020-07-13,0.22399999999999998,0.22399999999999998,0.22399999999999998,0.22399999999999998,1200,0.2240000000000001,0.15609247417866573,0.11926984197188265,0.036822632206783085,0.02337518639484632
PSRU,2020-07-13,0.22399999999999998,0.22399999999999998,0.22399999999999998,0.22399999999999998,1200,0.2240000000000001,0.1665397858434864,0.12702763145544688,0.03951215438803951,0.026602579993484962
PSRU,2020-07-10,0.235,0.27,0.23,0.23,3700,0.2300000000000001,0.17630289571371927,0.13465521431059896,0.041647681403120314,0.029611600275412035
PSRU,2020-07-09,0.268,0.35600000000000004,0.231,0.231,133914,0.2310000000000001,0.18471783483468554,0.14179186510240646,0.042925969732279114,0.03227447416678545
PSRU,2020-07-08,0.2737,0.34,0.2736,0.2736,11340,0.2736000000000001,0.19839201409088772,0.15155543065037633,0.04683658344051142,0.03518689602153065
PSRU,2020-07-07,0.2,0.22555,0.2,0.22555,762,0.2255500000000001,0.20257016576921272,0.15703650986145956,0.045533655907753164,0.03725624799877515
PSRU,2020-07-06,0.2,0.2,0.2,0.2,200,0.2000000000000001,0.2021747556508723,0.16021899061246256,0.04195576503840976,0.03819615140670207
