Symbol,Date,Open,High,Low,Close,Volume,SOHFF SMA,SOHFF spanTwelveEMA,SOHFF spanTwntySixEMA,SOHFF_x,SOHFF_y
SOHFF,2020-07-24,0.08199999999999999,0.08199999999999999,0.08199999999999999,0.08199999999999999,1100,0.08199999999999992,0.1258588308051919,0.13904963921256516,-0.013190808407373272,-0.008142858872871833
SOHFF,2020-08-19,0.0,0.0,0.0,0.0,0,0.0,0.10649593375823928,0.12874966593756035,-0.022253732179321056,-0.01096503353416168
SOHFF,2020-07-23,0.08828,0.08828,0.08828,0.08828,4000,0.08827999999999994,0.10369348241081787,0.12575191290514848,-0.022058430494330608,-0.013183712926195466
SOHFF,2020-07-21,0.09195,0.09195,0.09195,0.09195,500,0.09194999999999996,0.10188679280915358,0.12324806750476712,-0.021361274695613542,-0.014819225280079083
SOHFF,2020-07-20,0.0906,0.0906,0.0906,0.0906,10000,0.09059999999999993,0.10015036314620687,0.12082969213404365,-0.020679328987836757,-0.015991246021630618
SOHFF,2020-07-20,0.0906,0.0906,0.0906,0.0906,10000,0.09059999999999993,0.09868107650832887,0.11859045567967005,-0.01990937917134114,-0.016774872651572723
SOHFF,2020-07-20,0.0906,0.0906,0.0906,0.0906,10000,0.09059999999999993,0.09743783396858598,0.11651708859228704,-0.01907925462370108,-0.017235749045998394
SOHFF,2020-07-17,0.081,0.081,0.081,0.081,7500,0.08099999999999992,0.09490893643495736,0.11388619314100655,-0.018977256706049158,-0.017584050578008548
SOHFF,2020-07-17,0.081,0.081,0.081,0.081,7500,0.08099999999999992,0.09276910006034857,0.11145017883426532,-0.018681078773916768,-0.01780345621719019
SOHFF,2020-07-15,0.0887,0.0887,0.0887,0.0887,1200,0.0886999999999999,0.09214308466644876,0.10976498040209752,-0.01762189573564875,-0.017767144120881904
SOHFF,2020-07-14,0.096204,0.096204,0.096204,0.096204,3400,0.0962039999999999,0.0927678408716105,0.10876046333527548,-0.015992622463664983,-0.01741223978943852
SOHFF,2020-07-13,0.0993,0.0993,0.0993,0.0993,5000,0.0992999999999999,0.09377278842982427,0.10805968827340323,-0.014286899843578947,-0.016787171800266606
SOHFF,2020-07-13,0.0993,0.0993,0.0993,0.0993,5000,0.09929999999999987,0.09462312867138976,0.10741082247537337,-0.01278769380398359,-0.015987276201010005
SOHFF,2020-07-13,0.0993,0.0993,0.0993,0.0993,5000,0.09929999999999987,0.0953426473373298,0.10681002081053087,-0.011467373473201078,-0.01508329565544822
SOHFF,2020-07-10,0.1,0.1,0.1,0.1,2000,0.0999999999999999,0.09605916313158676,0.10630557482456562,-0.010246411692978866,-0.014115918862954348
SOHFF,2020-07-10,0.1,0.1,0.1,0.1,2000,0.0999999999999999,0.09666544572672724,0.10583849520793114,-0.009173049481203885,-0.013127344986604256
SOHFF,2020-07-08,0.09195,0.09195,0.09195,0.09195,2000,0.09194999999999988,0.09593999253799998,0.10480971778512142,-0.008869725247121443,-0.012275821038707694
SOHFF,2020-07-07,0.095737,0.095737,0.095737,0.095737,1300,0.09573699999999988,0.09590876291676922,0.10413766461585316,-0.00822890169908394,-0.011466437170782945
SOHFF,2020-07-07,0.095737,0.095737,0.095737,0.095737,1300,0.09573699999999986,0.09588233785265088,0.10351539316282699,-0.007633055310176121,-0.01069976079866158
