Symbol,Date,Open,High,Low,Close,Volume,LADFF SMA,LADFF spanTwelveEMA,LADFF spanTwntySixEMA,LADFF_x,LADFF_y
LADFF,2020-08-18,0.07,0.07,0.06685,0.06685,10100,0.06685,0.06685,0.06685,0.0,0.0
LADFF,2020-08-17,0.0728,0.0728,0.0728,0.0728,5000,0.07279999999999999,0.06776538461538463,0.06729074074074075,0.000474643874643868,9.49287749287736e-05
LADFF,2020-08-17,0.0728,0.0728,0.0728,0.0728,5000,0.0728,0.06853994082840237,0.0676988340192044,0.0008411068091979668,0.00024416438178261225
LADFF,2020-08-17,0.0728,0.0728,0.0728,0.0728,5000,0.0728,0.06919533454710969,0.06807669816593,0.0011186363811796912,0.0004190587816620281
LADFF,2020-08-14,0.05685,0.0627,0.05685,0.0627,3000,0.0627,0.06819605230909281,0.06767842422771296,0.0005176280813798534,0.0004387726416055932
LADFF,2020-08-13,0.065,0.065,0.06395,0.06395,101000,0.06395,0.06754281349230931,0.06740224465528978,0.0001405688370195307,0.0003791318806883807
LADFF,2020-08-12,0.0779,0.0779,0.0779,0.0779,1000,0.0779,0.06913622680118481,0.06817985616230535,0.0009563706388794613,0.0004945796323265969
LADFF,2020-08-11,0.0726,0.0764,0.0726,0.0764,2500,0.0764,0.0702537303702333,0.06878875570583827,0.001464974664395019,0.0006886586387402813
LADFF,2020-08-10,0.074937,0.074937,0.074937,0.074937,5000,0.074937,0.0709742333901974,0.06924418120910952,0.0017300521810878766,0.0008969373472098004
LADFF,2020-08-10,0.074937,0.074937,0.074937,0.074937,5000,0.074937,0.07158388979170549,0.06966587148991622,0.001918018301789268,0.0011011535381256939
LADFF,2020-08-10,0.074937,0.074937,0.074937,0.074937,5000,0.074937,0.07209975290067389,0.07005632545362613,0.0020434274470477604,0.0012896083199101073
LADFF,2020-08-07,0.070225,0.07315,0.070225,0.07315,7500,0.07315000000000002,0.0722613293774933,0.0702854865311353,0.001975842846358003,0.0014268552251996865
LADFF,2020-08-06,0.0803,0.0803,0.0803,0.0803,3000,0.08030000000000002,0.07349804793480202,0.0710273023436438,0.00247074559115823,0.0016356332983913952
LADFF,2020-08-19,0.0,0.0,0.0,0.0,0,2.7755575615628914e-17,0.062190655944832474,0.06576602068855908,-0.0035753647437265852,0.0005934336899677992
LADFF,2020-08-04,0.0713,0.0713,0.0557,0.0557,100000,0.055700000000000034,0.06119209349178133,0.06502038952644358,-0.003828296034662254,-0.0002909122549582115
LADFF,2020-08-19,0.0,0.0,0.0,0.0,0,2.7755575615628914e-17,0.051777925262276515,0.06020406437633665,-0.008426139114060142,-0.0019179576267785979
LADFF,2020-08-03,0.06,0.06,0.06,0.06,5000,0.060000000000000026,0.053042859837310885,0.06018894849660801,-0.007146088659297119,-0.002963583833282302
LADFF,2020-08-03,0.06,0.06,0.06,0.06,5000,0.060000000000000026,0.05411318909310922,0.060174952311674086,-0.0060617632185648715,-0.0035832197103388163
LADFF,2020-07-31,0.0629,0.0629,0.0598,0.0598,1700,0.05980000000000003,0.05498808307878472,0.0601471780663649,-0.0051590949875801725,-0.0038983947657870877
LADFF,2020-07-30,0.0676,0.0676,0.06426799999999999,0.06426799999999999,10000,0.06426800000000002,0.05641576260512553,0.06045242413552305,-0.004036661530397528,-0.003926048118709176
LADFF,2020-07-29,0.0653,0.07115,0.0653,0.07115,14000,0.07115000000000005,0.05868256835818314,0.06124483716252135,-0.0025622688043382066,-0.0036532922558349824
LADFF,2020-07-28,0.0717,0.0717,0.0717,0.0717,11305,0.07170000000000003,0.06068525014923189,0.06201929366900125,-0.0013340435197693665,-0.0031894425086218593
LADFF,2020-08-19,0.0,0.0,0.0,0.0,0,2.7755575615628914e-17,0.051349057818580825,0.0574252719157419,-0.006076214097161074,-0.0037667968263297024
LADFF,2020-07-27,0.0678,0.0678,0.06417,0.06417,9000,0.06417000000000002,0.05332151046187608,0.057924881403464724,-0.004603370941588636,-0.003934111649381489
LADFF,2020-08-19,0.0,0.0,0.0,0.0,0,2.7755575615628914e-17,0.045118201160048985,0.05363414944765252,-0.008515948287603527,-0.004850478977025897
LADFF,2020-07-24,0.0528,0.0528,0.0528,0.0528,5000,0.052800000000000034,0.046300016366195296,0.053572360599678265,-0.007272344233482962,-0.0053348520283173105
LADFF,2020-07-23,0.062,0.062,0.061,0.061,30000,0.061000000000000026,0.048561552309857564,0.0541225561108132,-0.005561003800955644,-0.0053800823828449775
LADFF,2020-07-22,0.0635,0.0635,0.0635,0.0635,10000,0.06350000000000003,0.05085977503141794,0.0548171815840863,-0.003957406552668366,-0.005095547216809656
LADFF,2020-07-21,0.0675,0.0675,0.064,0.064,21725,0.06400000000000003,0.05288134810350748,0.05549739035563546,-0.0026160422521279768,-0.00459964622387332
LADFF,2020-07-20,0.0593,0.06,0.0575,0.0575,101123,0.05750000000000002,0.053591909933737095,0.055645731810773584,-0.0020538218770364824,-0.004090481354505952
LADFF,2020-08-19,0.0,0.0,0.0,0.0,0,2.0816681711721685e-17,0.04534700071316216,0.05152382575071628,-0.006176825037554117,-0.004507750091115585
LADFF,2020-08-19,0.0,0.0,0.0,0.0,0,2.0816681711721685e-17,0.03837053906498337,0.047707246065478034,-0.009336707000494666,-0.005473541472991401
LADFF,2020-08-19,0.0,0.0,0.0,0.0,0,2.0816681711721685e-17,0.03246737920883208,0.044173375986553735,-0.011705996777721654,-0.006720032533937452
LADFF,2020-07-16,0.047869999999999996,0.047869999999999996,0.047869999999999996,0.047869999999999996,1000,0.04787000000000002,0.03483701317670407,0.044447199987549764,-0.009610186810845687,-0.007298063389319099
LADFF,2020-08-19,0.0,0.0,0.0,0.0,0,2.0816681711721685e-17,0.02947747268798036,0.04115481480328681,-0.011677342115306443,-0.008173919134516568
LADFF,2020-08-19,0.0,0.0,0.0,0.0,0,2.0816681711721685e-17,0.024942476889829538,0.03810631000304334,-0.013163833113213804,-0.009171901930256016
LADFF,2020-08-19,0.0,0.0,0.0,0.0,0,2.0816681711721685e-17,0.021105172752932687,0.03528362037318828,-0.014178447620255594,-0.010173211068255932
LADFF,2020-07-13,0.0445,0.0518,0.0445,0.0518,26000,0.05180000000000002,0.02582745386786612,0.03650705590110026,-0.010679602033234141,-0.010274489261251574
LADFF,2020-08-19,0.0,0.0,0.0,0.0,0,2.0816681711721685e-17,0.021853999426655942,0.033802829538055794,-0.011948830111399848,-0.01060935743128123
LADFF,2020-07-10,0.05,0.05,0.04824,0.04824,17000,0.04824000000000002,0.025913384130247342,0.03487224957227388,-0.008958865442026544,-0.010279259033430292
LADFF,2020-07-09,0.0525,0.0525,0.05,0.051,106000,0.05100000000000002,0.029772863494824667,0.03606689775210545,-0.006294034257280777,-0.00948221407820039
LADFF,2020-07-08,0.0499,0.0499,0.0499,0.0499,5000,0.04990000000000002,0.03286934603408241,0.03709157199269023,-0.004222225958607814,-0.008430216454281875
LADFF,2020-07-07,0.0497,0.0497,0.0497,0.0497,10000,0.04970000000000002,0.03545867741345435,0.03802552962286132,-0.0025668522094069728,-0.007257543605306895
LADFF,2020-07-06,0.04,0.04,0.04,0.04,11000,0.04000000000000003,0.03615734242676907,0.03817178668783456,-0.002014444261065493,-0.0062089237364586145
