Symbol,Date,Open,High,Low,Close,Volume,RSSV SMA,RSSV spanTwelveEMA,RSSV spanTwntySixEMA,RSSV_x,RSSV_y
RSSV,2020-08-18,0.146,0.1478,0.135,0.1399,226142,0.1399,0.1399,0.1399,0.0,0.0
RSSV,2020-08-17,0.185,0.19,0.1313,0.142,195729,0.142,0.14022307692307692,0.14005555555555554,0.00016752136752137825,3.3504273504275654e-05
RSSV,2020-08-17,0.185,0.19,0.1313,0.142,195729,0.142,0.14049644970414202,0.14019958847736624,0.00029686122677577415,8.617566415857535e-05
RSSV,2020-08-17,0.185,0.19,0.1313,0.142,195729,0.142,0.140727765134274,0.14033295229385762,0.0003948128404163975,0.0001479030994101398
RSSV,2020-08-14,0.1585,0.17,0.1585,0.16275,50532,0.16274999999999998,0.14411580126746262,0.14199347434616444,0.0021223269212981843,0.0005427878637877487
RSSV,2020-08-13,0.1999,0.1999,0.1511,0.1608,199640,0.1608,0.14668260107246836,0.14338655032052264,0.003296050751945723,0.0010934404414193436
RSSV,2020-08-12,0.15575,0.18899999999999997,0.1432,0.15775,336002,0.15775,0.14838527783055014,0.14445050955603947,0.003934768274510697,0.0016617060080376142
RSSV,2020-08-11,0.1901,0.215,0.16,0.1775,543924,0.1775,0.15286446585661936,0.14689861995929582,0.005965845897323546,0.002522533985894801
RSSV,2020-08-10,0.16,0.2,0.155,0.18085,929880,0.18085,0.15716993264790868,0.14941353699934798,0.007756395648560704,0.0035693063184279823
RSSV,2020-08-10,0.16,0.2,0.155,0.18085,929880,0.18085,0.1608130199328458,0.15174216388828515,0.009070856044560649,0.0046696162636545155
RSSV,2020-08-10,0.16,0.2,0.155,0.18085,929880,0.18085,0.16389563225086953,0.15389829989656031,0.00999733235430922,0.005735159481785457
RSSV,2020-08-07,0.13,0.147,0.13,0.139,371741,0.139,0.16006553498150503,0.15279472212644474,0.007270812855060259,0.0060422901564404176
RSSV,2020-08-06,0.1782,0.1782,0.1401,0.16,625296,0.16000000000000006,0.16005545267665808,0.15332844641337476,0.0067270062632833185,0.006179233377808999
RSSV,2020-08-05,0.2199,0.2199,0.17,0.1825,458683,0.1825,0.16350845995717225,0.15548930223460625,0.008019157722565978,0.006547218246760395
RSSV,2020-08-04,0.1999,0.245,0.15,0.1855,2407821,0.1855,0.16689177380991496,0.15771231688389467,0.00917945692602029,0.007073665982612374
RSSV,2020-08-19,0.1298,0.13,0.12,0.13,88415,0.13,0.16121611630069727,0.15565955267027284,0.0055565636304244215,0.006770245512174785
RSSV,2020-08-03,0.27,0.3742,0.23,0.345,1985327,0.345,0.18949055994674385,0.16968477099099338,0.019805788955750442,0.009377354200889917
RSSV,2020-08-03,0.27,0.3742,0.23,0.345,1985327,0.345,0.2134150891857063,0.1826710842509198,0.030744004934786517,0.013650684347669237
RSSV,2020-07-31,0.066,0.1,0.06,0.08575,1023902,0.08574999999999999,0.1937743062340592,0.17549174467677758,0.01828256155728161,0.014577059789591711
RSSV,2020-07-30,0.04,0.040999999999999995,0.037000000000000005,0.037000000000000005,252516,0.036999999999999984,0.1696551821980501,0.16523309692294222,0.004422085275107872,0.012546064886694944
RSSV,2020-07-29,0.051,0.051,0.0435,0.047225,58190,0.04722499999999999,0.15081976955219625,0.1564917564101317,-0.0056719868579354635,0.008902454537768863
RSSV,2020-07-28,0.05925,0.05925,0.055,0.0577,335918,0.05769999999999999,0.13649365115955067,0.1491738485278997,-0.012680197368349022,0.004585924156545285
RSSV,2020-07-27,0.1,0.1,0.07,0.08,258103,0.07999999999999999,0.1278023202119275,0.14404985974805526,-0.01624753953612776,0.00041923141801067636
RSSV,2020-07-27,0.1,0.1,0.07,0.08,258103,0.07999999999999997,0.1204481171024002,0.13930542569264376,-0.01885730859024357,-0.003436076583640173
RSSV,2020-07-27,0.1,0.1,0.07,0.08,258103,0.07999999999999997,0.11422532985587708,0.13491243119689236,-0.020687101341015268,-0.006886281535115192
RSSV,2020-07-24,0.1,0.11,0.08199999999999999,0.11,633353,0.10999999999999996,0.11357527910881908,0.13306706592304848,-0.019491786814229417,-0.009407382590938037
RSSV,2020-07-23,0.075,0.1,0.07,0.09,323352,0.08999999999999997,0.10994831309207767,0.12987691289171155,-0.01992859979963388,-0.011511626032677205
RSSV,2020-07-22,0.026000000000000002,0.026000000000000002,0.026000000000000002,0.026000000000000002,10000,0.025999999999999968,0.0970331880009888,0.12218232675158475,-0.025149138750595976,-0.01423912857626096
RSSV,2020-07-21,0.0275,0.038,0.023,0.038,32933,0.03799999999999997,0.08795115907775976,0.11594659884405994,-0.02799543976630021,-0.016990390814268813
RSSV,2020-07-20,0.05,0.05,0.0425,0.049,7000,0.04899999999999997,0.08195867306579671,0.11098759152227776,-0.02902891845648105,-0.019398096342711262
RSSV,2020-07-20,0.05,0.05,0.0425,0.049,7000,0.04899999999999997,0.07688810797875106,0.10639591807618312,-0.029507810097432058,-0.021420039093655422
RSSV,2020-07-20,0.05,0.05,0.0425,0.049,7000,0.04899999999999997,0.07259762982817397,0.10214436858905844,-0.02954673876088448,-0.023045379027101236
RSSV,2020-07-17,0.06,0.06,0.06,0.06,1600,0.05999999999999998,0.07065953293153182,0.09902256350838748,-0.028363030576855644,-0.02410890933705212
RSSV,2020-07-16,0.035,0.035,0.035,0.035,7800,0.034999999999999976,0.06517345094206539,0.09428015139665506,-0.029106700454589667,-0.025108467560559632
RSSV,2020-07-15,0.0475,0.0475,0.045,0.045,12500,0.04499999999999997,0.062069843104824565,0.09062976981171764,-0.02855992670689309,-0.025798759389826325
RSSV,2020-07-15,0.0475,0.0475,0.045,0.045,12500,0.04499999999999997,0.05944371339639001,0.08724978686270153,-0.02780607346631151,-0.026200222205123365
RSSV,2020-07-13,0.04965,0.04965,0.04965,0.04965,500,0.04964999999999997,0.05793698825848385,0.08446461746546438,-0.026527629206980517,-0.026265703605494798
RSSV,2020-08-19,0.1298,0.13,0.12,0.13,88415,0.12999999999999998,0.06902360544948634,0.08783760876431886,-0.01881400331483252,-0.024775363547362345
RSSV,2020-07-13,0.04965,0.04965,0.04965,0.04965,500,0.04964999999999997,0.06604305076494997,0.08500889700399894,-0.01896584623904896,-0.02361346008569967
RSSV,2020-07-10,0.04,0.04,0.04,0.04,500,0.03999999999999998,0.062036427570342285,0.08167490463333235,-0.01963847706299006,-0.02281846348115775
RSSV,2020-07-09,0.04,0.04,0.04,0.04,5000,0.03999999999999999,0.05864620794413579,0.07858787466049291,-0.019941666716357127,-0.022243104128197626
RSSV,2020-07-08,0.04,0.04,0.0396,0.0396,31485,0.03959999999999999,0.05571602210657644,0.07569988394490085,-0.01998386183832441,-0.021791255670222984
RSSV,2020-07-07,0.043,0.043,0.043,0.043,4000,0.042999999999999976,0.05375971101325699,0.07327767031935263,-0.019517959306095643,-0.021336596397397517
RSSV,2020-07-06,0.06,0.06,0.0565,0.0565,4930,0.05649999999999996,0.054181293934294376,0.0720348799253265,-0.01785358599103213,-0.02063999431612444
