Symbol,Date,Open,High,Low,Close,Volume,TLOFF SMA,TLOFF spanTwelveEMA,TLOFF spanTwntySixEMA,TLOFF_x,TLOFF_y
TLOFF,2020-08-18,0.18965,0.2019,0.18965,0.195,34750,0.195,0.195,0.195,0.0,0.0
TLOFF,2020-08-17,0.2016,0.20235999999999998,0.19,0.19,4500,0.19,0.19423076923076926,0.1946296296296296,-0.0003988603988603901,-7.977207977207803e-05
TLOFF,2020-08-17,0.2016,0.20235999999999998,0.19,0.19,4500,0.19,0.19357988165680476,0.19428669410150887,-0.0007068124447041912,-0.00020518015275850068
TLOFF,2020-08-17,0.2016,0.20235999999999998,0.19,0.19,4500,0.19,0.19302913063268093,0.19396916120510085,-0.0009400305724199254,-0.00035215023669078564
TLOFF,2020-08-14,0.1827,0.196,0.1827,0.196,5850,0.196,0.19348618745842236,0.1941195937084267,-0.0006334062500043812,-0.00040840143935350477
TLOFF,2020-08-13,0.1941,0.1941,0.189058,0.1895,16563,0.1895,0.19287292784943427,0.1937774015818766,-0.000904473732442318,-0.0005076158979712674
TLOFF,2020-08-12,0.1785,0.192,0.1785,0.1905,28287,0.1905,0.1925078620264444,0.19353463109433014,-0.001026769067885791,-0.0006114465319541722
TLOFF,2020-08-11,0.187,0.19899999999999998,0.187,0.1939,22686,0.1939,0.19272203709929908,0.19356169545771312,-0.0008396583584140416,-0.0006570888972461461
TLOFF,2020-08-10,0.2,0.2071,0.19,0.203312,67349,0.203312,0.19435126216094534,0.19428394023862328,6.732192232208889e-05,-0.0005122067333324991
TLOFF,2020-08-10,0.2,0.2071,0.19,0.203312,67349,0.203312,0.1957298372131076,0.19495268540613267,0.0007771518069749349,-0.0002543350252710123
TLOFF,2020-08-10,0.2,0.2071,0.19,0.203312,67349,0.203312,0.19689632379570646,0.1955718938945673,0.0013244299011391234,6.141796001101488e-05
TLOFF,2020-08-07,0.205,0.21,0.2,0.2,53827,0.2,0.19737381244252086,0.19589990175422894,0.0014739106882918627,0.00034391650566718444
TLOFF,2020-08-06,0.21155,0.2219,0.2084,0.2084,34000,0.2084,0.19907014898982534,0.1968258349576194,0.0022443140322059296,0.0007239960109749335
TLOFF,2020-08-05,0.2313,0.243,0.2275,0.2327,237754,0.2327,0.2042439722221599,0.19948318051631425,0.004760791705845646,0.001531355149949076
