Symbol,Date,Open,High,Low,Close,Volume,ENZN SMA,ENZN spanTwelveEMA,ENZN spanTwntySixEMA,ENZN_x,ENZN_y
ENZN,2020-08-18,0.22955,0.22955,0.2201,0.2201,5005,0.2201,0.2201,0.2201,0.0,0.0
ENZN,2020-08-17,0.24,0.24,0.215,0.24,9843,0.24,0.22316153846153844,0.22157407407407406,0.0015874643874643768,0.0003174928774928754
ENZN,2020-08-17,0.24,0.24,0.215,0.24,9843,0.24,0.22575207100591715,0.2229389574759945,0.002813113529922612,0.0008166170079788228
ENZN,2020-08-17,0.24,0.24,0.215,0.24,9843,0.24,0.2279440600819299,0.22420273840369864,0.0037413216782312404,0.0014015579420293064
ENZN,2020-08-14,0.21100000000000002,0.2132,0.21100000000000002,0.2132,600,0.2132,0.2256757431462484,0.2233877207441654,0.0022880224020829514,0.0015788508340400355
ENZN,2020-08-13,0.231,0.2427,0.23,0.2427,16106,0.2427,0.2282948595852871,0.22481825994830126,0.0034765996369857666,0.0019584005946291817
ENZN,2020-08-12,0.2325,0.245,0.2325,0.245,4900,0.245,0.2308648811875506,0.2263132036558345,0.004551677531716064,0.0024770559820465584
ENZN,2020-08-11,0.267,0.267,0.2304,0.24,40357,0.24,0.2322702840817736,0.22732704042206905,0.004943243659704555,0.002970293517578158
ENZN,2020-08-19,0.2196,0.2198,0.2101,0.2101,1200,0.2101,0.2288594711461161,0.2260509633537676,0.0028085077923484802,0.002937936372532223
ENZN,2020-08-19,0.2196,0.2198,0.2101,0.2101,1200,0.2101,0.22597339866209826,0.2248694105127478,0.0011039881493504213,0.0025711467278958624
ENZN,2020-08-10,0.2304,0.23275,0.2304,0.2304,17484,0.2304,0.22665441425254465,0.22527908380809986,0.0013753304444448222,0.0023319834712056545
ENZN,2020-08-07,0.1956,0.218,0.1956,0.218,9021,0.21800000000000005,0.2253229659059993,0.22473989241490727,0.0005830734910920454,0.0019822014751829328
ENZN,2020-08-06,0.19,0.19,0.19,0.19,2600,0.19000000000000009,0.2198886634589225,0.22216656705084006,-0.0022779035919175683,0.0011301804617628328
ENZN,2020-08-05,0.19,0.19899999999999998,0.19,0.19899999999999998,180600,0.199,0.2166750229267806,0.22045052504707413,-0.003775502120293539,0.0001490439453515584
ENZN,2020-08-04,0.172,0.172,0.172,0.172,360,0.172,0.20980194247650666,0.2168615972658094,-0.007059654789302761,-0.0012926958015793055
ENZN,2020-08-03,0.2,0.2,0.2,0.2,5060,0.2,0.20829395132627485,0.2156125900609346,-0.007318638734659766,-0.002497884388195398
ENZN,2020-08-03,0.2,0.2,0.2,0.2,5060,0.2,0.20701795881454024,0.2144561019082728,-0.00743814309373253,-0.0034859361293028248
ENZN,2020-08-03,0.2,0.2,0.2,0.2,5060,0.2,0.2059382728430725,0.213385279544697,-0.007447006701624488,-0.004278150243767157
ENZN,2020-07-31,0.1748,0.18062999999999999,0.1748,0.18062999999999999,86159,0.18063,0.2020446924056767,0.2109589625413861,-0.00891427013570939,-0.005205374222155603
ENZN,2020-07-30,0.175,0.175,0.175,0.175,100,0.17500000000000002,0.19788397049711104,0.2082953356864686,-0.010411365189357565,-0.006246572415595996
ENZN,2020-07-29,0.17,0.1749,0.17,0.17,505,0.17000000000000004,0.1935941288821709,0.2054586441541376,-0.01186451527196672,-0.007370160986870142
ENZN,2020-07-28,0.17,0.17,0.17,0.17,1500,0.17000000000000007,0.18996426290029847,0.2028320779204978,-0.01286781502019932,-0.008469691793535978
ENZN,2020-07-27,0.1799,0.1799,0.1799,0.1799,1072,0.1799000000000001,0.188415914761791,0.2011334054819424,-0.012717490720151407,-0.009319251578859065
ENZN,2020-07-27,0.1799,0.1799,0.1799,0.1799,1072,0.17990000000000012,0.18710577402920775,0.19956056063142816,-0.012454786602220408,-0.009946358583531335
ENZN,2020-07-27,0.1799,0.1799,0.1799,0.1799,1072,0.17990000000000012,0.1859971934093297,0.19810422280687795,-0.012107029397548293,-0.010378492746334728
ENZN,2020-07-24,0.1711,0.1746,0.1711,0.172,26394,0.1720000000000001,0.1838437790386636,0.19617057667303514,-0.012326797634371585,-0.0107681537239421
ENZN,2020-07-23,0.171,0.171,0.171,0.171,310,0.1710000000000001,0.18186781303271526,0.1943060895120696,-0.012438276479354249,-0.01110217827502453
ENZN,2020-07-22,0.1725,0.1725,0.1725,0.1725,200,0.17250000000000007,0.1804266110276822,0.19269082362228665,-0.012264212594604446,-0.011334585138940513
ENZN,2020-07-21,0.179405,0.179405,0.1702,0.1702,1100,0.17020000000000007,0.17885328625419264,0.19102483668730244,-0.0121715504331098,-0.011501978197774371
ENZN,2020-07-20,0.163,0.163,0.163,0.163,111,0.16300000000000006,0.176414319138163,0.18894892285861334,-0.012534603720450371,-0.011708503302309572
ENZN,2020-07-20,0.163,0.163,0.163,0.163,111,0.16300000000000006,0.17435057773229176,0.187026780424642,-0.01267620269235023,-0.011902043180317703
ENZN,2020-07-20,0.163,0.163,0.163,0.163,111,0.16300000000000006,0.17260433500424688,0.1852470189117056,-0.01264268390745868,-0.0120501713257459
