Symbol,Date,Open,High,Low,Close,Volume,ENZN SMA,ENZN spanTwelveEMA,ENZN spanTwntySixEMA,ENZN_x,ENZN_y
ENZN,2020-07-17,0.16425,0.16425,0.1635,0.1635,250,0.16350000000000006,0.1712036680805166,0.1836361286219496,-0.012432460541432988,-0.012126629168883319
ENZN,2020-07-16,0.1715,0.1715,0.1637,0.1637,1760,0.16370000000000004,0.17004925760659098,0.18215937835365706,-0.01211012074706605,-0.012123327484519865
ENZN,2020-07-15,0.162,0.162,0.162,0.162,453,0.16200000000000006,0.16881091028250006,0.18066609106820095,-0.011855180785700914,-0.012069698144756075
ENZN,2020-07-14,0.17,0.17,0.17,0.17,300,0.17000000000000007,0.16899384716211546,0.17987601024833424,-0.01088216308621881,-0.011832191133048623
ENZN,2020-07-13,0.162,0.162,0.162,0.162,580,0.16200000000000006,0.16791787067563615,0.17855186134105025,-0.010633990665414095,-0.011592551039521719
ENZN,2020-07-13,0.162,0.162,0.162,0.162,580,0.16200000000000006,0.1670074290332306,0.1773257975380095,-0.010318368504778908,-0.011337714532573156
ENZN,2020-07-13,0.162,0.162,0.162,0.162,580,0.16200000000000006,0.1662370553358105,0.17619055327593475,-0.009953497940124234,-0.011060871214083372
ENZN,2020-07-10,0.1651,0.1651,0.165,0.165,6650,0.16500000000000006,0.1660467391303012,0.17536162340364328,-0.009314884273342068,-0.010711673825935113
ENZN,2020-07-09,0.1689,0.1689,0.1689,0.1689,3672,0.16890000000000008,0.1664857023410241,0.17488298463300306,-0.008397282291978921,-0.010248795519143875
ENZN,2020-07-08,0.17,0.17,0.1695,0.1695,19504,0.1695000000000001,0.166949440442405,0.17448424503055834,-0.007534804588153365,-0.009705997332945773
ENZN,2020-07-07,0.166,0.1678,0.161,0.1678,6444,0.1678000000000001,0.16708029575895808,0.17398911576903553,-0.006908820010077449,-0.009146561868372108
ENZN,2020-07-06,0.1745,0.1745,0.1745,0.1745,1000,0.17450000000000004,0.1682217887191184,0.17402695904540327,-0.0058051703262848855,-0.008478283559954664
