Symbol,Date,Open,High,Low,Close,Volume,ENKS SMA,ENKS spanTwelveEMA,ENKS spanTwntySixEMA,ENKS_x,ENKS_y
ENKS,2020-08-18,0.075,0.075,0.075,0.075,500,0.075,0.075,0.075,0.0,0.0
ENKS,2020-08-17,0.0775,0.0775,0.0775,0.0775,24900,0.0775,0.07538461538461537,0.07518518518518519,0.00019943019943019505,3.9886039886039015e-05
ENKS,2020-08-17,0.0775,0.0775,0.0775,0.0775,24900,0.0775,0.07571005917159764,0.07535665294924554,0.0003534062223520956,0.00010259007637925034
ENKS,2020-08-17,0.0775,0.0775,0.0775,0.0775,24900,0.0775,0.07598543468365954,0.07551541939744957,0.0004700152862099627,0.00017607511834539282
ENKS,2020-08-14,0.0722,0.0722,0.0722,0.0722,401,0.0722,0.07540306011694269,0.07526983277541628,0.0001332273415264179,0.00016750556298159784
ENKS,2020-08-13,0.075,0.075,0.0722,0.0722,60000,0.0722,0.07491028163741302,0.07504243775501505,-0.00013215611760201973,0.00010757322686487432
ENKS,2020-08-19,0.0,0.0,0.0,0.0,0,0.0,0.06338562292396488,0.06948373866205097,-0.0060981157380860926,-0.001133564566125319
ENKS,2020-08-19,0.0,0.0,0.0,0.0,0,0.0,0.05363398862797028,0.0643367950574546,-0.010702806429484318,-0.0030474129387971192
ENKS,2020-08-10,0.1,0.105,0.1,0.1,23008,0.1,0.060767221146744085,0.06697851394208759,-0.0062112927953435065,-0.003680188910106397
ENKS,2020-08-19,0.0,0.0,0.0,0.0,0,0.0,0.051418417893398835,0.06201714253896999,-0.010598724645571149,-0.005063896057199348
ENKS,2020-08-10,0.1,0.105,0.1,0.1,23008,0.1,0.058892507448260564,0.06483068753608333,-0.005938180087822771,-0.005238752863324033
ENKS,2020-08-07,0.10585,0.10585,0.10495,0.10495,2000,0.10495000000000004,0.06597827553314355,0.06780248845933641,-0.0018242129261928641,-0.0045558448758977995
ENKS,2020-08-06,0.111,0.111,0.095,0.095,30000,0.095,0.07044315622035223,0.06981711894383001,0.0006260372765222177,-0.003519468445413796
ENKS,2020-08-05,0.1425,0.149,0.12,0.14,197433,0.14000000000000004,0.08114420910952881,0.07501585087391667,0.006128358235612128,-0.0015899031092086115
ENKS,2020-08-04,0.1029,0.1029,0.096,0.096,2550,0.09600000000000004,0.08342971540037053,0.07657023229066359,0.006859483109706938,9.997413457449853e-05
ENKS,2020-08-03,0.084,0.084,0.0835,0.084,104300,0.08400000000000005,0.08351745149262121,0.07712058545431814,0.00639686603830307,0.0013593525153202128
ENKS,2020-08-19,0.0,0.0,0.0,0.0,0,4.163336342344337e-17,0.07066861280144872,0.07140794949473903,-0.0007393366932903073,0.0009396146735981089
ENKS,2020-08-03,0.084,0.084,0.0835,0.084,104300,0.08400000000000005,0.07271959544737969,0.07234069397661021,0.0003789014707694799,0.0008274720330323831
ENKS,2020-07-31,0.075,0.08,0.0711,0.075,224100,0.07500000000000002,0.07307042691701357,0.0725376796079724,0.0005327473090411816,0.0007685270882341429
ENKS,2020-07-30,0.1,0.1,0.1,0.1,5000,0.10000000000000003,0.07721343816054996,0.0745719255629374,0.0026415125976125553,0.0011431241901098256
ENKS,2020-07-29,0.0886,0.0886,0.0886,0.0886,5500,0.08860000000000004,0.07896521690508074,0.075611042187905,0.003354174717175737,0.0015853342955230078
