Symbol,Date,Open,High,Low,Close,Volume,DOCRF SMA,DOCRF spanTwelveEMA,DOCRF spanTwntySixEMA,DOCRF_x,DOCRF_y
DOCRF,2020-08-18,0.7064,0.7390000000000001,0.6836399999999999,0.6855,160894,0.6855,0.6855,0.6855,0.0,0.0
DOCRF,2020-08-17,0.62,0.6594,0.62,0.6403,83570,0.6403000000000001,0.6785461538461538,0.6821518518518518,-0.003605698005697988,-0.0007211396011395977
DOCRF,2020-08-17,0.62,0.6594,0.62,0.6403,83570,0.6403000000000002,0.6726621301775147,0.6790517146776405,-0.0063895845001257215,-0.0018548285809368225
DOCRF,2020-08-17,0.62,0.6594,0.62,0.6403,83570,0.6403000000000002,0.6676833409194355,0.6761812172941115,-0.008497876374676028,-0.003183438139684664
DOCRF,2020-08-14,0.6586,0.66,0.6486,0.6536,32136,0.6536000000000003,0.6655166730856761,0.6745085345315848,-0.008991861445908689,-0.004345122800929469
DOCRF,2020-08-13,0.6,0.6409999999999999,0.6,0.6252,18814,0.6252000000000004,0.6593141079955721,0.6708560504922081,-0.011541942496635982,-0.005784486740070772
DOCRF,2020-08-12,0.6234,0.6523,0.6002,0.625,65352,0.6250000000000004,0.6540350144577918,0.6674593060113038,-0.013424291553511993,-0.0073124477027590165
DOCRF,2020-08-11,0.6538,0.6538,0.5981,0.602,97928,0.6020000000000003,0.6460296276181315,0.662610468528985,-0.016580840910853434,-0.009166126344377901
DOCRF,2020-08-10,0.721,0.721,0.6793,0.698,91352,0.6980000000000003,0.6540250695230344,0.6652319153046157,-0.011206845781581263,-0.009574270231818574
DOCRF,2020-08-10,0.721,0.721,0.6793,0.698,91352,0.6980000000000004,0.6607904434425675,0.6676591808376071,-0.00686873739503957,-0.009033163664462773
DOCRF,2020-08-10,0.721,0.721,0.6793,0.698,91352,0.6980000000000004,0.6665149906052494,0.6699066489237103,-0.003391658318460889,-0.007904862595262397
DOCRF,2020-08-07,0.72,0.736,0.6428,0.6485,937968,0.6485000000000003,0.6637434535890572,0.6683209712256577,-0.0045775176366005255,-0.007239393603530023
DOCRF,2020-08-06,0.643,0.7052,0.6371,0.6970000000000001,189374,0.6970000000000004,0.6688598453445869,0.6704453437274608,-0.0015854983828739178,-0.0061086145593988025
DOCRF,2020-08-05,0.5867,0.59,0.58,0.59,45924,0.5900000000000003,0.6567275614454195,0.6644864293772785,-0.0077588679318589815,-0.006438665233890839
DOCRF,2020-08-04,0.569,0.569,0.54255,0.55,77743,0.5500000000000004,0.6403079366076627,0.6560059531271097,-0.015698016519447022,-0.008290535491002076
DOCRF,2020-08-03,0.5709,0.5720000000000001,0.54,0.5615,183625,0.5615000000000003,0.6281836386680223,0.6490055121547312,-0.02082187348670894,-0.010796803090143449
DOCRF,2020-08-03,0.5709,0.5720000000000001,0.54,0.5615,183625,0.5615000000000002,0.6179246173344805,0.6425236223654919,-0.024599005031011426,-0.013557243478317046
