Symbol,Date,Open,High,Low,Close,Volume,EQXWF SMA,EQXWF spanTwelveEMA,EQXWF spanTwntySixEMA,EQXWF_x,EQXWF_y
EQXWF,2020-08-18,0.7707109999999999,0.8,0.76142,0.795,13600,0.795,0.795,0.795,0.0,0.0
EQXWF,2020-08-17,0.7002,0.7382,0.6975399999999999,0.7382,20400,0.7381999999999999,0.7862615384615385,0.7907925925925926,-0.004531054131054146,-0.0009062108262108293
EQXWF,2020-08-17,0.7002,0.7382,0.6975399999999999,0.7382,20400,0.7382,0.7788674556213018,0.7868968449931413,-0.008029389371839502,-0.002330846535336564
EQXWF,2020-08-17,0.7002,0.7382,0.6975399999999999,0.7382,20400,0.7382,0.7726109239872553,0.7832896712899456,-0.01067874730269036,-0.004000426688807323
EQXWF,2020-08-14,0.71,0.71,0.65,0.66,3915,0.6600000000000001,0.7552861664507545,0.7741571030462461,-0.018870936595491442,-0.0069745286701441474
EQXWF,2020-08-13,0.7015,0.7017,0.7015,0.7017,3000,0.7017000000000001,0.7470421408429462,0.7687899102280056,-0.0217477693850594,-0.009929176813127199
EQXWF,2020-08-12,0.63,0.6586,0.62,0.6585300000000001,32356,0.6585300000000001,0.7334248884055699,0.7606225094703756,-0.027197621064805718,-0.013382865663462903
EQXWF,2020-08-19,0.81801,0.82,0.78,0.79,2925,0.79,0.7421287517277899,0.7627986198799774,-0.020669868152187517,-0.014840266161207826
EQXWF,2020-08-10,0.62,0.6241,0.6095,0.6095,12500,0.6095000000000002,0.7217243283850531,0.7514431665555347,-0.0297188381704816,-0.01781598056306258
EQXWF,2020-08-10,0.62,0.6241,0.6095,0.6095,12500,0.6095000000000003,0.7044590470950449,0.7409288579217914,-0.036469810826746496,-0.021546746615799365
EQXWF,2020-08-10,0.62,0.6241,0.6095,0.6095,12500,0.6095000000000003,0.6898499629265765,0.7311933869646217,-0.04134342403804514,-0.025506082100248524
EQXWF,2020-08-07,0.6101,0.6182,0.5986,0.6,26700,0.6000000000000002,0.6760268917071032,0.7214753583005755,-0.04544846659347235,-0.02949455899889329
EQXWF,2020-08-06,0.58,0.6,0.57,0.6,33678,0.6000000000000002,0.6643304468290873,0.7124771836116439,-0.048146736782556654,-0.03322499455562597
EQXWF,2020-08-05,0.5429999999999999,0.55,0.54,0.55,118300,0.5500000000000004,0.64674114731692,0.7004418366774481,-0.05370068936052808,-0.037320133516606395
EQXWF,2020-08-04,0.524,0.57,0.524,0.53,34492,0.5300000000000005,0.6287809708066247,0.6878165154420816,-0.0590355446354569,-0.0416632157403765
EQXWF,2020-08-03,0.54,0.56,0.46,0.46,59563,0.4600000000000004,0.6028146676056055,0.6709412180019273,-0.06812655039632176,-0.04695588267156556
EQXWF,2020-08-03,0.54,0.56,0.46,0.46,59563,0.4600000000000004,0.5808431802816663,0.6553159425943771,-0.07447276231271083,-0.05245925859979461
EQXWF,2020-08-03,0.54,0.56,0.46,0.46,59563,0.4600000000000004,0.5622519217767945,0.6408480949947936,-0.07859617321799905,-0.0576866415234355
EQXWF,2020-07-31,0.5252,0.5252,0.51,0.51,1500,0.5100000000000005,0.5542131645803645,0.6311556435136978,-0.07694247893333328,-0.06153780900541506
EQXWF,2020-07-30,0.53,0.53,0.51,0.51,53700,0.5100000000000005,0.5474111392603085,0.622181151401572,-0.07477001214126355,-0.06418424963258476
