Symbol,Date,Open,High,Low,Close,Volume,EANRF SMA,EANRF spanTwelveEMA,EANRF spanTwntySixEMA,EANRF_x,EANRF_y
EANRF,2020-08-18,0.21,0.215,0.21,0.214,109300,0.214,0.214,0.214,0.0,0.0
EANRF,2020-08-17,0.20395,0.20395,0.19,0.2,56000,0.20000000000000004,0.21184615384615385,0.21296296296296294,-0.0011168091168091145,-0.0002233618233618229
EANRF,2020-08-17,0.20395,0.20395,0.19,0.2,56000,0.2,0.21002366863905325,0.21200274348422496,-0.0019790748451717077,-0.0005745044277237999
EANRF,2020-08-17,0.20395,0.20395,0.19,0.2,56000,0.2,0.2084815657715066,0.2111136513742824,-0.00263208560277578,-0.0009860206627341959
EANRF,2020-08-14,0.195,0.19525,0.195,0.19525,10469,0.19525,0.20644594026819788,0.2099385660872985,-0.00349262581910062,-0.0014873416940074807
EANRF,2020-08-13,0.19262,0.1964,0.19262,0.195,33500,0.195,0.2046850263807828,0.2088320056363875,-0.004146979255604699,-0.0020192692063269245
EANRF,2020-08-12,0.2,0.2,0.1942,0.1942,15500,0.1942,0.20307194539912396,0.20774815336702548,-0.004676207967901552,-0.00255065695864185
EANRF,2020-08-11,0.2,0.21,0.1858,0.1897,149356,0.1897,0.201014723030028,0.20641125311761616,-0.005396530087588225,-0.003119831584431125
EANRF,2020-08-10,0.2147,0.2147,0.21100000000000002,0.2144,60000,0.2144,0.2030739964100237,0.2070030121459409,-0.003929015735917253,-0.003281668414728351
EANRF,2020-08-10,0.2147,0.2147,0.21100000000000002,0.2144,60000,0.2144,0.20481645850078925,0.2075509371721675,-0.0027344786713782428,-0.0031722304660583294
EANRF,2020-08-10,0.2147,0.2147,0.21100000000000002,0.2144,60000,0.2144,0.20629084950066784,0.20805827515941436,-0.001767425658746491,-0.002891269504595962
EANRF,2020-08-07,0.22855,0.22855,0.215,0.215,251665,0.215,0.2076307188082574,0.20857247699945766,-0.0009417581912003203,-0.0025013672419168334
EANRF,2020-08-06,0.231,0.231,0.21,0.218,55100,0.218,0.20922599283775625,0.2092708120365349,-4.4819198778661695e-05,-0.002010057633289199
EANRF,2020-08-05,0.2281,0.2281,0.22,0.22,130400,0.22,0.21088353240117835,0.2100655667004953,0.0008179657006830433,-0.0014444529664947507
EANRF,2020-08-04,0.2096,0.2167,0.205,0.20929,216748,0.20929,0.21063837357022785,0.21000811731527344,0.0006302562549543866,-0.0010295111222049234
EANRF,2020-08-03,0.1951,0.22,0.1951,0.22,47550,0.22,0.2120786237901928,0.2107482567734013,0.001330367016791456,-0.0005575354944056475
EANRF,2020-08-03,0.1951,0.22,0.1951,0.22,47550,0.22,0.21329729705324,0.2114335710864827,0.0018637259667573238,-7.32832021730532e-05
EANRF,2020-08-03,0.1951,0.22,0.1951,0.22,47550,0.22,0.2143284821219723,0.21206812137637288,0.0022603607455994323,0.0003934455873814439
EANRF,2020-07-31,0.206853,0.2069,0.2,0.2052,71083,0.2052,0.2129241002570535,0.2115593716447897,0.0013647286122638047,0.0005877021923579161
EANRF,2020-07-30,0.217,0.24,0.2,0.2085,503547,0.2085,0.21224346944827605,0.21133275152295344,0.0009107179253226293,0.0006523053389508588
EANRF,2020-07-29,0.1383,0.13833,0.135,0.13505,23250,0.13505000000000006,0.2003675510716182,0.205682177336068,-0.005314626264449784,-0.0005410809817292699
EANRF,2020-08-19,0.20179,0.20179,0.198265,0.20065,9500,0.20065,0.20041100475290768,0.2053094234593222,-0.004898418706414526,-0.001412548526666321
EANRF,2020-07-27,0.1425,0.1425,0.13,0.13699999999999998,62250,0.13699999999999998,0.19065546556015264,0.2002494661660391,-0.009594000605886444,-0.0030488389425103457
EANRF,2020-07-27,0.1425,0.1425,0.13,0.13699999999999998,62250,0.13700000000000004,0.1824007785508984,0.19556432052411027,-0.013163541973211871,-0.005071779548650651
EANRF,2020-07-27,0.1425,0.1425,0.13,0.13699999999999998,62250,0.13700000000000004,0.1754160433892217,0.19122622270750952,-0.01581017931828782,-0.007219459502578085
EANRF,2020-07-24,0.12645,0.12645,0.12645,0.12645,1000,0.1264500000000001,0.16788280594472604,0.18642798398843474,-0.0185451780437087,-0.009484603210804209
EANRF,2020-07-23,0.135,0.135,0.129439,0.129439,33000,0.12943900000000008,0.16196837426092206,0.1822065777670692,-0.02023820350614719,-0.011635323269872804
EANRF,2020-07-22,0.131,0.1337,0.131,0.1337,10737,0.13370000000000012,0.1576193936053956,0.1786134979324715,-0.02099410432707591,-0.013507079481313425
EANRF,2020-07-21,0.132,0.1325,0.1288,0.1306,92495,0.13060000000000008,0.1534625638199501,0.1750569425300662,-0.021594378710116102,-0.015124539327073961
EANRF,2020-07-20,0.13525,0.13525,0.135,0.135,42000,0.13500000000000004,0.15062216938611162,0.17208976160191314,-0.02146759221580155,-0.01639314990481948
