Symbol,Date,Open,High,Low,Close,Volume,AFMD SMA,AFMD spanTwelveEMA,AFMD spanTwntySixEMA,AFMD_x,AFMD_y
AFMD,2020-08-18,3.79,3.799,3.525,3.5460000000000003,474242,3.5460000000000003,3.5460000000000003,3.5460000000000003,0.0,0.0
AFMD,2020-08-17,3.41,3.47,3.39,3.46,117231,3.46,3.5327692307692313,3.53962962962963,-0.0068603988603990205,-0.0013720797720798042
AFMD,2020-08-17,3.41,3.47,3.39,3.46,117231,3.46,3.5215739644970414,3.5337311385459538,-0.012157174048912369,-0.003529098627446317
AFMD,2020-08-17,3.41,3.47,3.39,3.46,117231,3.46,3.512101046882112,3.528269572727735,-0.016168525845623002,-0.006056984071081654
AFMD,2020-08-14,3.45,3.4656,3.365,3.42,88399,3.42,3.4979316550540953,3.520249604377532,-0.022317949323437336,-0.00930917712155279
AFMD,2020-08-13,3.34,3.43,3.34,3.37,123341,3.37,3.4782498619688487,3.5091200040532704,-0.030870142084421293,-0.01362137011412649
AFMD,2020-08-12,3.5,3.65,3.41,3.575,119180,3.575,3.4931344985890265,3.5140000037530283,-0.020865505164001874,-0.015070197124101566
AFMD,2020-08-11,3.8,3.94,3.41,3.48,339757,3.4799999999999995,3.4911138064984066,3.511481484956508,-0.020367678458100613,-0.016129693390901378
AFMD,2020-08-10,3.85,3.9201,3.8,3.92,101983,3.92,3.5570962978063445,3.5417421157004703,0.01535418210587469,-0.009832918291546165
AFMD,2020-08-10,3.85,3.9201,3.8,3.92,101983,3.92,3.612927636605368,3.5697612182411755,0.04316641836419288,0.0007669490396016443
AFMD,2020-08-10,3.85,3.9201,3.8,3.92,101983,3.92,3.660169538666081,3.5957048317047917,0.0644647069612887,0.013506500623939056
AFMD,2020-08-07,3.78,3.8032,3.74,3.75,37474,3.75,3.67398960964053,3.6071341034303632,0.066855506210167,0.024176301741184646
AFMD,2020-08-06,3.82,3.82,3.71,3.755,48503,3.755,3.6864527466189103,3.618087132805892,0.06836561381301776,0.03301416415555127
AFMD,2020-08-05,3.8,3.82,3.705,3.72,63696,3.72,3.6916138625236936,3.6256362340795296,0.06597762844416355,0.03960685701327373
AFMD,2020-08-04,3.81,3.85,3.6732,3.71,65505,3.71,3.6944424990585096,3.63188540192549,0.06255709713301938,0.04419690503722286
AFMD,2020-08-03,3.51,3.655,3.51,3.65,170002,3.65,3.687605191511047,3.633227224005084,0.05437796750596302,0.04623311753097089
AFMD,2020-08-03,3.51,3.655,3.51,3.65,170002,3.649999999999999,3.6818197774324237,3.6344696518565582,0.047350125575865036,0.04645651913994972
AFMD,2020-08-03,3.51,3.655,3.51,3.65,170002,3.649999999999999,3.676924427058205,3.635620048015333,0.04130437904287288,0.045426091120534355
AFMD,2020-07-31,3.69,3.7343,3.595,3.6467,99001,3.6467,3.672274515203097,3.636440785199382,0.035833730003715036,0.04350761889717049
AFMD,2020-07-30,3.53,3.72,3.51,3.65,134160,3.65,3.668847666710313,3.637445171480908,0.03140249522940408,0.04108659416361721
AFMD,2020-07-29,3.82,3.89,3.8,3.81,97522,3.809999999999999,3.6905634102933416,3.650227010630472,0.04033639966286984,0.04093655526346773
AFMD,2020-07-28,3.97,4.01,3.865,3.8799,63495,3.8799,3.7196921164020575,3.6672398246578437,0.052452291744214286,0.043239702559617045
AFMD,2020-07-27,3.95,4.11,3.92,4.09,126727,4.089999999999999,3.7766625600325114,3.6985553932017083,0.0781071668308031,0.05021319541385426
AFMD,2020-07-27,3.95,4.11,3.92,4.09,126727,4.09,3.824868320027509,3.7275512900015815,0.0973170300259274,0.059633962336268886
AFMD,2020-07-27,3.95,4.11,3.92,4.09,126727,4.09,3.8656578092540457,3.754399342594057,0.11125846665998873,0.06995886320101286
AFMD,2020-07-24,4.07,4.145,3.98,4.08,126068,4.08,3.8986335309072695,3.778517909809312,0.12011562109795725,0.07999021478040173
AFMD,2020-07-23,4.25,4.25,4.16,4.23,42053,4.23,3.949612987690767,3.8119610276012152,0.13765196008955138,0.09152256384223167
AFMD,2020-07-22,4.38,4.43,4.23,4.2403,93944,4.240300000000001,3.994334066507572,3.843689840371496,0.1506442261360763,0.10334689630100061
AFMD,2020-07-21,4.44,4.455,4.38,4.41,126525,4.410000000000001,4.058282671660253,3.885638741084718,0.17264393057553473,0.11720630315590744
AFMD,2020-07-20,4.41,4.5,4.36,4.455,96742,4.455000000000002,4.119316106789444,3.9278136491525175,0.1915024576369282,0.13206553405211158
AFMD,2020-07-20,4.41,4.5,4.36,4.455,96742,4.455000000000002,4.1709597826679925,3.9668644899560346,0.20409529271195792,0.14647148578408087
AFMD,2020-07-20,4.41,4.5,4.36,4.455,96742,4.455000000000002,4.214658277642148,4.003022675885217,0.21163560175693075,0.15950430897865087
AFMD,2020-07-17,4.51,4.61,4.47,4.52,204403,4.520000000000001,4.261633927235663,4.041317292486312,0.2203166347493513,0.17166677413279094
AFMD,2020-07-16,4.56,4.61,4.45,4.52,248758,4.520000000000001,4.301382553814792,4.076775270820659,0.2246072829941328,0.18225487590505932
AFMD,2020-07-15,4.27,4.495,4.27,4.4001,252996,4.400100000000002,4.316569853227901,4.1007252507598695,0.2158446024680316,0.18897282121765377
AFMD,2020-07-14,4.26,4.346,4.19,4.23,87775,4.230000000000002,4.303251414269763,4.110301158110991,0.19295025615877304,0.18976830820587762
AFMD,2020-07-13,4.42,4.5,4.4,4.41,95578,4.410000000000002,4.319674273612876,4.13250107232499,0.1871732012878864,0.1892492868222794
AFMD,2020-07-13,4.42,4.5,4.4,4.41,95578,4.410000000000002,4.333570539210895,4.153056548449065,0.18051399076183028,0.1875022276101896
AFMD,2020-07-13,4.42,4.5,4.4,4.41,95578,4.410000000000002,4.345328917793835,4.1720893967120976,0.17323952108173746,0.18464968630449918
AFMD,2020-07-10,4.51,4.6,4.42,4.58,97605,4.580000000000002,4.381432161210168,4.202304996955646,0.17912716425452224,0.1835451818945038
AFMD,2020-07-09,4.62,4.71,4.59,4.7,110638,4.700000000000001,4.430442597947065,4.23917129347745,0.19127130446961527,0.18509040640952612
AFMD,2020-07-08,4.39,4.51,4.39,4.46,60051,4.46,4.434989890570593,4.255528975442084,0.17946091512851048,0.183964508153323
AFMD,2020-07-07,4.35,4.5068,4.32,4.415,169298,4.415,4.431914522790503,4.267341643927855,0.16457287886264815,0.18008618229518802
AFMD,2020-07-06,4.64,4.7037,4.56,4.56,116642,4.56,4.451619980822733,4.2890200406739405,0.16259994014879364,0.17658893386590915
