Symbol,Date,Open,High,Low,Close,Volume,OCX SMA,OCX spanTwelveEMA,OCX spanTwntySixEMA,OCX_x,OCX_y
OCX,2020-08-18,1.7,1.7,1.66,1.6640000000000001,26780,1.6640000000000001,1.664,1.664,0.0,0.0
OCX,2020-08-17,1.74,1.75,1.66,1.6701,50520,1.6701,1.6649384615384617,1.6644518518518518,0.0004866096866096292,9.732193732192584e-05
OCX,2020-08-17,1.74,1.75,1.66,1.6701,50520,1.6701000000000004,1.6657325443786983,1.6648702331961591,0.0008623111825389884,0.00025031978636533834
OCX,2020-08-17,1.74,1.75,1.66,1.6701,50520,1.6701000000000004,1.6664044606281294,1.6652576233297771,0.001146837298352299,0.0004296232887627305
OCX,2020-08-14,1.77,1.8,1.76,1.7679,67733,1.7679000000000007,1.6820191589930324,1.672860762342386,0.009158396650646328,0.00217537796113945
OCX,2020-08-13,1.71,1.72,1.6846,1.71,13644,1.7100000000000009,1.686323903763335,1.6756118169836909,0.010712086779644192,0.003882719724840399
OCX,2020-08-12,1.72,1.75,1.68,1.7,51698,1.7000000000000008,1.6884279185689757,1.6774183490589731,0.011009569510002535,0.005308089681872826
OCX,2020-08-11,1.8,1.8,1.7,1.73,135855,1.7300000000000009,1.694823623404518,1.6813132861657158,0.013510337238802128,0.006948539193258687
OCX,2020-08-10,1.84,1.88,1.82,1.865,71923,1.8650000000000009,1.721004604419207,1.6949197094126998,0.02608489500650757,0.010775810355908464
OCX,2020-08-10,1.84,1.88,1.82,1.865,71923,1.8650000000000009,1.7431577422008682,1.7075182494562036,0.03563949274466438,0.015748546833659647
OCX,2020-08-10,1.84,1.88,1.82,1.865,71923,1.8650000000000009,1.7619027049391962,1.7191835643112996,0.04271914062789639,0.021142665592506996
OCX,2020-08-07,1.83,1.83,1.78,1.78,82576,1.7800000000000014,1.7646869041793196,1.7236884854734256,0.04099841870589405,0.02511381621518441
OCX,2020-08-06,1.78,1.8,1.76,1.8,75330,1.8000000000000014,1.7701196881517318,1.729341190253172,0.04077849789855992,0.02824675255185951
OCX,2020-08-05,1.97,2.03,1.83,1.8503,820326,1.8503000000000007,1.7824551207437733,1.7383011020862702,0.0441540186575029,0.03142820577298819
OCX,2020-08-04,1.75,1.76,1.64,1.7127,405596,1.7127000000000014,1.7717235637062696,1.7364047241539542,0.03531883955231563,0.03220633252885368
OCX,2020-08-03,1.35,1.4,1.32,1.35,57058,1.3500000000000014,1.7068430154437666,1.707782151994402,-0.0009391365506352668,0.02557723871295589
OCX,2020-08-03,1.35,1.4,1.32,1.35,57058,1.3500000000000014,1.6519440899908793,1.6812797703651867,-0.029335680374307668,0.014594654895503179
OCX,2020-08-03,1.35,1.4,1.32,1.35,57058,1.3500000000000014,1.6054911530692055,1.6567405281159142,-0.051249375046708456,0.0014258489070608504
OCX,2020-07-31,1.46,1.46,1.41,1.43,43115,1.4300000000000008,1.5784925141354815,1.6399449334406608,-0.06145241930517952,-0.011149804735387224
OCX,2020-07-30,1.31,1.3335,1.25,1.3107,140253,1.3107000000000013,1.5372936658069458,1.6155564198524641,-0.07826275404551808,-0.024572394597413394
OCX,2020-07-29,1.45,1.47,1.38,1.3998,69574,1.3998000000000017,1.5161407941443388,1.5995744628263555,-0.08343366868201674,-0.03634464941433406
OCX,2020-07-28,1.36,1.4,1.33,1.3601,67415,1.360100000000002,1.4921345181221328,1.5818356137281069,-0.08970109560597406,-0.047015938652662057
OCX,2020-07-27,1.29,1.33,1.29,1.3,27767,1.3000000000000016,1.4625753614879584,1.5609589016000993,-0.09838354011214068,-0.05728945894455779
OCX,2020-07-27,1.29,1.33,1.29,1.3,27767,1.3000000000000014,1.4375637674128878,1.5416286125926844,-0.10406484517979653,-0.06664453619160554
OCX,2020-07-27,1.29,1.33,1.29,1.3,27767,1.3000000000000014,1.416400110887828,1.5237301968450783,-0.10733008595724992,-0.07478164614473443
OCX,2020-07-24,1.31,1.31,1.27,1.281,45739,1.2810000000000012,1.395569324597393,1.5057501822639612,-0.11018085766656817,-0.08186148844910118
OCX,2020-07-23,1.33,1.37,1.3274,1.37,43628,1.3700000000000017,1.3916355823516402,1.4956946132073714,-0.1040590308557312,-0.08630099693042718
OCX,2020-07-22,1.41,1.42,1.39,1.4,61500,1.4000000000000012,1.3929224158360034,1.4886061233401586,-0.09568370750415522,-0.0881775390451728
OCX,2020-07-21,1.47,1.48,1.43,1.44,53508,1.4400000000000013,1.4001651210920028,1.485005669759406,-0.08484054866740331,-0.0875101409696189
OCX,2020-07-20,1.44,1.45,1.3502,1.38,171121,1.3800000000000012,1.3970627947701562,1.47722747199945,-0.08016467722929388,-0.0860410482215539
OCX,2020-07-20,1.44,1.45,1.3502,1.38,171121,1.3800000000000012,1.3944377494209013,1.4700254370365278,-0.07558768761562651,-0.08395037610036843
OCX,2020-07-20,1.44,1.45,1.3502,1.38,171121,1.3800000000000012,1.392216557202301,1.463356886144933,-0.071140328942632,-0.08138836666882115
OCX,2020-07-17,1.45,1.48,1.4,1.41,135643,1.4100000000000008,1.39495247147887,1.4594045242082714,-0.06445205272940124,-0.07800110388093717
OCX,2020-07-16,1.3,1.32,1.28,1.306,76345,1.3060000000000012,1.3812674758667365,1.4480412261187698,-0.06677375025203358,-0.07575563315515646
OCX,2020-07-15,1.28,1.28,1.25,1.26,24463,1.2600000000000011,1.3626109411180076,1.4341122464062683,-0.07150130528826071,-0.0749047675817773
OCX,2020-07-14,1.26,1.27,1.22,1.23,123369,1.230000000000001,1.3422092578690834,1.4189928207465448,-0.07678356287746135,-0.07528052664091411
OCX,2020-07-13,1.29,1.31,1.25,1.2825,103513,1.282500000000001,1.3330232181969168,1.4088822414319857,-0.0758590232350691,-0.07539622595974511
OCX,2020-07-13,1.29,1.31,1.25,1.2825,103513,1.2825000000000013,1.3252504153973912,1.3995205939185054,-0.07427017852111417,-0.07517101647201893
OCX,2020-07-13,1.29,1.31,1.25,1.2825,103513,1.2825000000000013,1.3186734284131771,1.390852401776394,-0.07217897336321677,-0.0745726078502585
OCX,2020-07-10,1.31,1.32,1.28,1.29,135718,1.2900000000000016,1.3142621317342271,1.3833818534966609,-0.0691197217624342,-0.07348203063269364
OCX,2020-07-09,1.3,1.37,1.2819,1.34,189205,1.3400000000000016,1.318221803775115,1.3801683828672786,-0.06194657909216361,-0.07117494032458763
OCX,2020-07-08,1.28,1.3,1.24,1.265,113661,1.2650000000000012,1.3100338339635589,1.3716373915437765,-0.06160355758021763,-0.06926066377571363
OCX,2020-07-07,1.33,1.35,1.3,1.33,186683,1.3300000000000016,1.313105551815319,1.3685531403183115,-0.05544758850299258,-0.06649804872116943
OCX,2020-07-06,1.59,1.59,1.39,1.4299,533887,1.4299000000000015,1.331073928459116,1.3730973521465848,-0.042023423687468815,-0.06160312371442931
