Symbol,Date,Open,High,Low,Close,Volume,SSVFF SMA,SSVFF spanTwelveEMA,SSVFF spanTwntySixEMA,SSVFF_x,SSVFF_y
SSVFF,2020-12-11,0.348,0.348,0.3287,0.3306,49772,0.3306,0.38591933551778296,0.3980289238327571,-0.012109588314974109,-0.00867735901103805
SSVFF,2020-12-10,0.389,0.3898,0.3837,0.3866,47000,0.3866000000000001,0.39597739652101627,0.4034232377393777,-0.007445841218361394,-0.007819301685054021
SSVFF,2020-12-09,0.39299999999999996,0.39299999999999996,0.39299999999999996,0.39299999999999996,100,0.3930000000000001,0.3976823777066555,0.4047690967585279,-0.00708671905187236,-0.007912666801727163
SSVFF,2020-12-08,0.39925,0.39925,0.391,0.391,9435,0.3910000000000001,0.3985337191078657,0.4057106244992101,-0.007176905391344469,-0.00811915373919085
SSVFF,2020-12-07,0.3947,0.408,0.390995,0.3913,24861,0.3913,0.3999034862183867,0.40688747445914697,-0.006983988240760297,-0.008354715826152473
SSVFF,2020-12-04,0.4,0.42,0.39,0.4187,20960,0.4187000000000001,0.4014677564399115,0.4081344724158788,-0.00666671597596724,-0.008697397722500517
SSVFF,2020-12-03,0.3947,0.3959,0.39345,0.3959,5700,0.3959,0.3983346212471682,0.4072892302091489,-0.008954608961980859,-0.009205068159133821
SSVFF,2020-12-02,0.3941,0.3961,0.3876,0.3943,6984,0.3943,0.39877727965574417,0.40820036862588094,-0.009423088970136773,-0.00926768295842209
SSVFF,2020-12-01,0.3858,0.3907,0.3858,0.3907,2500,0.3907000000000001,0.3995913305022432,0.4093123981159513,-0.00972106761370828,-0.009228831455493417
SSVFF,2020-11-30,0.39,0.4038,0.3865,0.4038,5820,0.4038,0.4012079360481056,0.4108013899652276,-0.00959345391712202,-0.009105772415939743
SSVFF,2020-11-27,0.3802,0.4,0.3802,0.4,14000,0.4000000000000001,0.4007366516932157,0.4113615011624458,-0.010624849469230148,-0.008983852040644188
SSVFF,2020-11-27,0.3802,0.4,0.3802,0.4,14000,0.4,0.4008705883647094,0.4122704212554415,-0.011399832890732098,-0.008573602683497711
SSVFF,2020-11-25,0.405,0.41213999999999995,0.405,0.41213999999999995,9600,0.41213999999999995,0.40102887715829294,0.4132520549558768,-0.012223177797583862,-0.007867045131689114
SSVFF,2020-11-24,0.3670000000000001,0.3692,0.3581,0.35859,17824,0.35859,0.3990086730052553,0.41334101935234696,-0.014332346347091627,-0.006778011965215427
SSVFF,2020-11-23,0.384,0.4,0.384,0.384,16200,0.384,0.4063575226425745,0.4177211009005347,-0.011363578257960194,-0.004889428369746363
SSVFF,2020-11-20,0.3965,0.3965,0.3857,0.3857,12806,0.3856999999999999,0.4104225267594063,0.4204187889725775,-0.009996262213171236,-0.003270890897692905
SSVFF,2020-11-19,0.35,0.38,0.35,0.36,13422,0.35999999999999993,0.4149175316247529,0.4231962920903837,-0.008278760465630863,-0.0015895480688233362
SSVFF,2020-11-18,0.3954,0.3954,0.3954,0.3954,300,0.3953999999999999,0.424902537374708,0.4282519954576144,-0.0033494580829064873,8.275503037851796e-05
SSVFF,2020-11-17,0.3925,0.413,0.39,0.413,11000,0.4129999999999998,0.4302666350792003,0.4308801550942236,-0.0006135200150232946,0.0009408083086997415
SSVFF,2020-11-16,0.4397,0.4397,0.4201,0.4201,9330,0.42009999999999975,0.43340602327541855,0.4323105675017616,0.0010954557736569948,0.0013293903896305003
SSVFF,2020-11-13,0.4263,0.452,0.4263,0.436,3650,0.4359999999999998,0.4358253002345856,0.43328741290190254,0.002537887332683064,0.0013878740436238904
SSVFF,2020-11-12,0.4398,0.4431,0.43955,0.4431,31500,0.44309999999999977,0.4357935366408739,0.4330704059340547,0.002723130706819177,0.0011003707213590968
SSVFF,2020-11-11,0.4185,0.44605,0.41700000000000004,0.4421,6000,0.44209999999999977,0.4344650887573964,0.4322680384087792,0.00219705034861728,0.0006946807249940767
SSVFF,2020-11-10,0.4496,0.455,0.4496,0.45,15000,0.4499999999999998,0.43307692307692297,0.4314814814814815,0.0015954415954415602,0.00031908831908828984
SSVFF,2020-11-09,0.46,0.46,0.42,0.43,67569,0.42999999999999977,0.43,0.43,0.0,0.0
