Symbol,Date,Open,High,Low,Close,Volume
RGLSF,2020-08-28,0.90792,1.4,0.90792,0.965,40375
RGLSF,2020-08-27,0.82,0.82,0.82,0.82,10600
RGLSF,2020-08-26,0.8308,0.8308,0.8308,0.8308,3000
RGLSF,2020-08-25,0.799396,0.799396,0.799396,0.799396,1000
RGLSF,2020-08-24,0.753183,0.76,0.753183,0.76,20000
RGLSF,2020-08-21,0.7522,0.7522,0.7522,0.7522,2000
RGLSF,2020-08-21,0.7522,0.7522,0.7522,0.7522,2000
RGLSF,2020-08-19,0.75,0.75,0.75,0.75,2000
RGLSF,2020-08-18,0.76418,0.76418,0.76418,0.76418,10000
RGLSF,2020-08-17,0.777,0.777,0.77,0.77,3000
RGLSF,2020-08-14,0.77,0.77,0.77,0.77,3000
RGLSF,2020-08-13,0.7542,0.7542,0.7542,0.7542,3000
RGLSF,2020-08-12,0.7574,0.7574,0.7574,0.7574,4000
RGLSF,2020-08-11,0.75581,0.75581,0.75581,0.75581,1800
RGLSF,2020-08-10,0.745665,0.746732,0.745665,0.746732,3250
RGLSF,2020-08-07,0.758242,0.758242,0.758242,0.758242,500
RGLSF,2020-08-06,0.697,0.77,0.697,0.77,2399
RGLSF,2020-08-05,0.749668,0.775,0.72,0.775,6600
RGLSF,2020-08-04,0.7167,0.71684,0.7167,0.71684,1300
RGLSF,2020-08-04,0.7167,0.71684,0.7167,0.71684,1300
RGLSF,2020-07-31,0.735281,0.735281,0.735281,0.735281,1000
RGLSF,2020-07-30,0.696462,0.696462,0.696462,0.696462,100
RGLSF,2020-07-29,0.714907,0.714907,0.714907,0.714907,800
RGLSF,2020-07-28,0.713988,0.713988,0.713988,0.713988,500
RGLSF,2020-07-27,0.7145,0.7151,0.7,0.7151,7500
RGLSF,2020-07-24,0.705057,0.705057,0.69,0.69,1500
RGLSF,2020-07-23,0.7348,0.734963,0.7348,0.734963,4000
RGLSF,2020-07-22,0.7429,0.7429,0.7429,0.7429,3500
RGLSF,2020-07-21,0.753416,0.755,0.753416,0.755,5000
RGLSF,2020-07-20,0.7576,0.7576,0.7576,0.7576,500
RGLSF,2020-07-17,0.741,0.74209,0.7406,0.74167,7500
RGLSF,2020-07-16,0.787461,0.787461,0.787461,0.787461,400
RGLSF,2020-07-15,0.8,0.808266,0.8,0.808266,6900
RGLSF,2020-07-14,0.76,0.765,0.76,0.765,1000
RGLSF,2020-07-13,0.778268,0.78,0.778268,0.78,1100
