Symbol,Date,Open,High,Low,Close,Volume
OPTT,2020-08-28,1.17,1.1777,1.15,1.16,72641
OPTT,2020-08-27,1.1874,1.21,1.18,1.1823,192107
OPTT,2020-08-26,1.2,1.34,1.19,1.28,764980
OPTT,2020-08-25,1.13,1.1681,1.12,1.14,59879
OPTT,2020-08-24,1.1514,1.22,1.13,1.1769,172380
OPTT,2020-08-21,1.21,1.24,1.19,1.19,112236
OPTT,2020-08-20,1.25,1.31,1.21,1.2262,281698
OPTT,2020-08-19,1.24,1.27,1.23,1.2616,196826
OPTT,2020-08-18,1.22,1.23,1.04,1.111,1100845
OPTT,2020-08-17,1.5,1.64,1.35,1.54,2681334
OPTT,2020-08-14,1.38,1.44,1.35,1.4307,219019
OPTT,2020-08-13,1.47,1.52,1.29,1.3,1750726
OPTT,2020-08-12,1.16,1.18,1.13,1.1407,205140
OPTT,2020-08-11,1.06,1.08,1.03,1.08,138634
OPTT,2020-08-10,0.99,0.99,0.9105,0.950001,435676
OPTT,2020-08-07,1.14,1.17,1.1,1.1632,245315
OPTT,2020-08-06,0.979,0.98,0.932,0.96,129740
OPTT,2020-08-05,0.8925,0.97,0.8802,0.92,424255
OPTT,2020-08-04,0.8925,0.8925,0.85,0.8699,86988
OPTT,2020-08-03,0.83,0.8358,0.772,0.78,157559
OPTT,2020-07-31,0.825,0.84,0.822,0.823399,53742
OPTT,2020-07-30,0.739,0.77,0.7301,0.7695,256374
OPTT,2020-07-29,0.779,0.7899,0.755,0.7606,185052
OPTT,2020-07-28,0.78,0.782,0.7601,0.769299,99284
OPTT,2020-07-27,0.82,0.82,0.81,0.8113,88407
OPTT,2020-07-24,0.83,0.8691,0.766,0.822,393954
OPTT,2020-07-23,0.77,0.777,0.7542,0.7659,285146
OPTT,2020-07-22,0.7,0.71,0.7,0.7,140730
OPTT,2020-07-21,0.69,0.69,0.68,0.6813,52777
OPTT,2020-07-20,0.6841,0.69,0.675,0.6899,72953
OPTT,2020-07-17,0.699,0.699,0.6891,0.698,36971
OPTT,2020-07-16,0.685,0.7,0.675,0.675,47398
OPTT,2020-07-15,0.7,0.7,0.671,0.672,93068
OPTT,2020-07-14,0.7,0.7,0.6865,0.692049,46060
OPTT,2020-07-13,0.7947,0.7947,0.702,0.7098,157241
