Symbol,Date,Open,High,Low,Close,Volume,HBM SMA,HBM spanTwelveEMA,HBM spanTwntySixEMA,HBM_x,HBM_y
HBM,2021-07-16,7.02,7.05,7.02,7.05,15339,7.05,6.794082013477997,6.803530838603022,-0.009448825125025,-0.08106494298248856
HBM,2021-07-15,6.79,6.79,6.78,6.78,17067,6.78,6.747551470473995,6.783813305691264,-0.0362618352172683,-0.09896897244685443
HBM,2021-07-14,6.95,7.02,6.95,7.02,49767,7.02,6.741651737832903,6.784118370146564,-0.0424666323136611,-0.11464575675425095
HBM,2021-07-13,6.73,6.83,6.72,6.82,31362,6.82,6.691042962893431,6.76524783975829,-0.0742048768648588,-0.1326905378643984
HBM,2021-07-12,6.76,6.83,6.76,6.82,32939,6.82,6.667596228874055,6.760867666938953,-0.0932714380648986,-0.14731195311428327
HBM,2021-07-09,6.74,6.7585,6.72,6.72,20796,6.72,6.639886452305701,6.756137080294069,-0.1162506279883679,-0.16082208187662964
HBM,2021-07-08,6.54,6.595,6.5,6.55,28327,6.55,6.625320352724919,6.759028046717595,-0.133707693992676,-0.17196494534869505
HBM,2021-07-07,6.4,6.55,6.4,6.52,55290,6.52,6.639014962311268,6.775750290455003,-0.1367353281437342,-0.18152925818769977
HBM,2021-07-06,6.73,6.77,6.73,6.75,10191,6.75,6.660654046367863,6.796210313691403,-0.1355562673235395,-0.19272774069869114
HBM,2021-07-06,6.73,6.77,6.73,6.75,10191,6.75,6.644409327525657,6.799907138786715,-0.1554978112610578,-0.20702060904247901
HBM,2021-07-02,6.7,6.76,6.67,6.68,32250,6.68,6.625211023439412,6.803899709889651,-0.178688686450239,-0.2199013084878343
HBM,2021-07-01,6.69,6.73,6.69,6.72,8983,6.72,6.615249391337487,6.813811686680824,-0.1985622953433363,-0.23020446399723307
HBM,2021-06-30,6.43,6.48,6.43,6.48,16005,6.48,6.596203826126121,6.82131662161529,-0.2251127954891689,-0.23811500616070724
HBM,2021-06-29,6.53,6.55,6.5,6.51,22726,6.51,6.617331794512689,6.848621951344513,-0.2312901568318244,-0.24136555882859181
HBM,2021-06-28,6.72,6.72,6.6792,6.68,16797,6.68,6.636846666242269,6.875711707452075,-0.2388650412098059,-0.24388440932778366
HBM,2021-06-25,6.65,6.71,6.63,6.7099,42672,6.7099,6.629000605559045,6.8913686440482405,-0.2623680384891953,-0.2451392513572781
HBM,2021-06-24,6.62,6.67,6.6,6.6183,26166,6.6183,6.614291624751599,6.9058861355721,-0.2915945108205013,-0.24083205457429877
HBM,2021-06-23,6.44,6.49,6.3999,6.46,91551,6.46,6.613562829251889,6.928893026417868,-0.315330197165979,-0.22814144051274812
HBM,2021-06-22,6.24,6.25,6.21,6.23,21492,6.23,6.641483343661323,6.966404468531298,-0.3249211248699746,-0.20634425134944037
HBM,2021-06-21,6.13,6.13,6.12,6.12,12854,6.12,6.716298497054291,7.0253168260138015,-0.3090183289595103,-0.1767000329693068
HBM,2021-06-18,6.11,6.11,6.04,6.07,22269,6.07,6.8247164056096175,7.097742172094906,-0.2730257664852882,-0.1436204589717559
HBM,2021-06-17,6.43,6.43,6.3,6.35,142160,6.35,6.961937570265912,7.179961545862499,-0.2180239755965871,-0.11126913209337282
HBM,2021-06-16,6.51,6.51,6.37,6.45,64952,6.45,7.073198946677896,7.246358469531499,-0.1731595228536031,-0.08458042121756923
HBM,2021-06-15,6.82,6.83,6.74,6.75,46442,6.75,7.1865078460738765,7.310067147094019,-0.1235593010201423,-0.06243564580856074
HBM,2021-06-14,7.13,7.2,7.06,7.11,26880,7.11,7.2658729089964,7.354872518861541,-0.0889996098651408,-0.047154732005665334
HBM,2021-06-11,7.2,7.24,7.17,7.18,30737,7.18,7.294213437904836,7.374462320370464,-0.0802488824656277,-0.03669351254079645
HBM,2021-06-10,7.05,7.07,6.97,7.0,47445,7.0,7.314979517523897,7.390019306000101,-0.0750397884762046,-0.025804670059588614
HBM,2021-06-09,7.11,7.11,6.97,7.08,58608,7.08,7.372248520710059,7.421220850480109,-0.0489723297700503,-0.013495890455434607
HBM,2021-06-08,7.25,7.26,7.11,7.18,39876,7.18,7.425384615384615,7.448518518518518,-0.0231339031339024,-0.004626780626780658
HBM,2021-06-07,7.49,7.52,7.46,7.47,32001,7.47,7.47,7.47,0.0,0.0
