Symbol,Date,Open,High,Low,Close,Volume,AXU SMA,AXU spanTwelveEMA,AXU spanTwntySixEMA,AXU_x,AXU_y
AXU,2021-07-16,2.21,2.22,2.21,2.22,2969,2.22,2.346738724807242,2.4959122447884305,-0.1491735199811885,-0.1343378902674592
AXU,2021-07-15,2.27,2.27,2.26,2.27,10165,2.27,2.3697821293176498,2.517985224371505,-0.1482030950538551,-0.13062898283902685
AXU,2021-07-14,2.29,2.29,2.28,2.28,9022,2.28,2.387924334648132,2.5378240423212253,-0.1498997076730934,-0.12623545478531978
AXU,2021-07-13,2.2,2.2,2.19,2.19,11001,2.19,2.407546940947792,2.558449965706924,-0.1509030247591316,-0.12031939156337637
AXU,2021-07-12,2.26,2.27,2.15,2.21,115903,2.21,2.447100930211027,2.5879259629634777,-0.1408250327524505,-0.11267348326443744
AXU,2021-07-09,2.26,2.26,2.26,2.26,29395,2.26,2.490210190249396,2.618160040000556,-0.1279498497511597,-0.10563559589243415
AXU,2021-07-08,2.36,2.36,2.36,2.36,5579,2.36,2.5320665884765594,2.6468128432006006,-0.1147462547240412,-0.10005703242775274
AXU,2021-07-07,2.43,2.455,2.43,2.455,7603,2.455,2.5633514227450247,2.6697578706566487,-0.106406447911624,-0.09638472685368063
AXU,2021-07-06,2.53,2.53,2.51,2.53,13798,2.53,2.583051681425938,2.686938500309181,-0.1038868188832427,-0.09387929658919476
AXU,2021-07-06,2.53,2.53,2.51,2.53,13798,2.53,2.5926974416851998,2.6994935803339155,-0.1067961386487161,-0.09137741601568278
AXU,2021-07-02,2.59,2.59,2.5,2.5,30661,2.5,2.6040969765370536,2.713053066760629,-0.1089560902235753,-0.08752273535742454
AXU,2021-07-01,2.51,2.55,2.51,2.55,16009,2.55,2.6230236995437908,2.730097312101479,-0.1070736125576883,-0.08216439664088684
AXU,2021-06-30,2.48,2.5,2.48,2.48,16729,2.48,2.6363007358244803,2.744505097069598,-0.1082043612451175,-0.07593709266168647
AXU,2021-06-29,2.45,2.47,2.45,2.45,15589,2.45,2.664719051428931,2.765665504835166,-0.1009464534062347,-0.06787027551582869
AXU,2021-06-28,2.55,2.56,2.55,2.55,8759,2.55,2.703758878961464,2.7909187452219792,-0.087159866260515,-0.059601231043227176
AXU,2021-06-25,2.68,2.68,2.62,2.63,12081,2.63,2.73171503877264,2.8101922448397376,-0.0784772060670979,-0.0527115722389052
AXU,2021-06-24,2.66,2.68,2.66,2.66,9027,2.66,2.7502086821858467,2.8246076244269167,-0.07439894224107,-0.04627016378185711
AXU,2021-06-23,2.61,2.6201,2.61,2.6201,5647,2.6201,2.7666102607650918,2.83777623438107,-0.0711659736159786,-0.039237969167053875
AXU,2021-06-22,2.68,2.68,2.64,2.64,17630,2.64,2.793248489995108,2.855190333131556,-0.0619418431364477,-0.03125596805482279
AXU,2021-06-21,2.65,2.66,2.65,2.66,37034,2.66,2.8211118518124,2.87240555978208,-0.05129370796968,-0.023584499284416534
AXU,2021-06-18,2.77,2.77,2.74,2.75,38177,2.75,2.8504049157782907,2.8893980045646463,-0.0389930887863556,-0.016657197113100656
AXU,2021-06-17,2.71,2.73,2.7,2.71,41696,2.71,2.8686603550107077,2.900549844929818,-0.0318894899191106,-0.011073224194786905
AXU,2021-06-16,2.8,2.82,2.8,2.8099,6274,2.8099,2.897507692285381,2.915793832524203,-0.0182861402388221,-0.005869157763706073
AXU,2021-06-15,2.8,2.82,2.8,2.82,3469,2.82,2.913436363609996,2.92426533912614,-0.0108289755161434,-0.0027649121449270573
AXU,2021-06-14,2.88,2.9,2.88,2.8999,20524,2.8999,2.930424793357268,2.932606566256231,-0.0021817728989628,-0.0007488963021227297
AXU,2021-06-11,2.99,2.99,2.97,2.97,31633,2.97,2.935974755785862,2.935223091556729,0.0007516642291327,-0.0003906771529125962
AXU,2021-06-10,2.91,2.92,2.91,2.92,9896,2.92,2.929788347746928,2.932440938881268,-0.0026525911343395,-0.0006762624984240446
AXU,2021-06-09,2.91,2.91,2.9,2.9,5638,2.9,2.9315680473372785,2.933436213991769,-0.0018681666544906,-0.0001821803394450505
AXU,2021-06-08,2.96,2.96,2.95,2.95,8540,2.95,2.9373076923076926,2.936111111111111,0.0011965811965817,0.00023931623931634506
AXU,2021-06-07,2.92,2.97,2.92,2.935,35839,2.935,2.935,2.935,0.0,0.0
