Symbol,Date,Open,High,Low,Close,Volume,GSV SMA,GSV spanTwelveEMA,GSV spanTwntySixEMA,GSV_x,GSV_y
GSV,2020-11-02,0.685,0.685,0.682,0.682,46926,0.682,0.7064769772859862,0.732484498122092,-0.0260075208361058,-0.024973638902718667
GSV,2020-10-30,0.7166,0.7166,0.7,0.7099,19599,0.7099000000000001,0.7109273367925293,0.7365232579718594,-0.025595921179330072,-0.02471516841937188
GSV,2020-10-29,0.68,0.7044,0.68,0.7001,69080,0.7001000000000002,0.7111141253002619,0.7386531186096081,-0.027538993309346282,-0.024494980229382332
GSV,2020-10-28,0.74,0.74,0.6846,0.6869,268084,0.6869000000000001,0.7131166935366732,0.7417373680983768,-0.02862067456170358,-0.02373397695939134
GSV,2020-10-27,0.66,0.6701,0.6521,0.669,195477,0.6690000000000002,0.7178833650887956,0.7461243575462468,-0.028240992457451264,-0.02251230255881328
GSV,2020-10-26,0.69,0.7,0.685,0.6908,89188,0.6908000000000001,0.7267712496503949,0.7522943061499465,-0.025523056499551663,-0.021080130084153777
GSV,2020-10-23,0.7143,0.7143,0.705001,0.7097,32111,0.7097000000000001,0.7333114768595577,0.7572138506419424,-0.02390237378238469,-0.019969398480304303
GSV,2020-10-22,0.71,0.7169,0.7,0.71,50770,0.7100000000000002,0.7376044726522044,0.7610149586932977,-0.023410486041093304,-0.018986154654784208
GSV,2020-10-21,0.7,0.7097,0.6965,0.706,43669,0.7060000000000002,0.7426234676798779,0.7650961553887615,-0.022472687708883558,-0.017880071808206933
GSV,2020-10-20,0.71,0.7119,0.7044,0.7116,31572,0.7116000000000002,0.7492822799853103,0.7698238478198625,-0.020541567834552188,-0.01673191783303775
GSV,2020-10-19,0.7232,0.73,0.7,0.7239,170224,0.7239000000000002,0.7561336036190032,0.7744817556454514,-0.01834815202644824,-0.01577950533265914
GSV,2020-10-16,0.76,0.76,0.73,0.731101,108283,0.7311010000000002,0.7619942588224583,0.7785282960970875,-0.01653403727462921,-0.015137343659211863
GSV,2020-10-15,0.7526,0.755,0.7406,0.74595,106705,0.7459500000000003,0.7676112149719961,0.7823224797848546,-0.014711264812858447,-0.014788170255357527
GSV,2020-10-14,0.76,0.78,0.76,0.7685569999999999,7412,0.7685570000000003,0.7715496176941773,0.785232278167643,-0.013682660473465669,-0.014807396615982295
GSV,2020-10-13,0.77,0.77,0.75,0.7502,57524,0.7502000000000004,0.7720937300022096,0.7865663004210545,-0.014472570418844866,-0.015088580651611451
GSV,2020-10-12,0.777,0.777,0.76,0.77,80581,0.7700000000000005,0.7760744081844295,0.7894756044547389,-0.013401196270309336,-0.015242583209803096
GSV,2020-10-09,0.775,0.7765,0.7659,0.7756,64497,0.7756000000000003,0.7771788460361441,0.7910336528111179,-0.01385480677497408,-0.015702929944676536
GSV,2020-10-08,0.77,0.773,0.7611,0.77,65468,0.7700000000000004,0.7774659089518065,0.7922683450360075,-0.014802436084201063,-0.0161649607371022
GSV,2020-10-07,0.7793,0.7799,0.7654,0.7749,32307,0.7749000000000004,0.7788233469430439,0.7940498126388882,-0.01522646569584429,-0.016505591900327483
GSV,2020-10-06,0.79,0.79,0.7793,0.786799,26271,0.7867990000000004,0.7795366827508701,0.7955817976499993,-0.016045114899129187,-0.01682537345144828
GSV,2020-10-05,0.77,0.7866,0.7659,0.7659,139133,0.7659000000000005,0.7782162614328465,0.7962844214619992,-0.01806816002915268,-0.017020438089528054
