Symbol,Date,Open,High,Low,Close,Volume,RIBT SMA,RIBT spanTwelveEMA,RIBT spanTwntySixEMA,RIBT_x,RIBT_y
RIBT,2020-11-02,0.51,0.5357,0.5044,0.5131,39166,0.5131,0.5516272778868537,0.5173359131454959,0.03429136474135785,0.037034605525256406
RIBT,2020-10-30,0.5555,0.5555,0.5404,0.5478,20800,0.5478,0.5586322375026453,0.5176747861971356,0.04095745130550976,0.03772041572123105
RIBT,2020-10-29,0.5285,0.554721,0.5,0.55,55521,0.5499999999999999,0.5606017352303991,0.5152647690929064,0.04533696613749272,0.03691115682516136
RIBT,2020-10-28,0.6036,0.6098,0.5772,0.58,10120,0.5799999999999998,0.5625293234541081,0.5124859506203389,0.05004337283376925,0.03480470449707852
RIBT,2020-10-27,0.645,0.645,0.5870000000000001,0.59,35708,0.59,0.5593528368094005,0.507084826669966,0.052268010139434495,0.030995037412905834
RIBT,2020-10-26,0.65,0.659,0.62,0.659,44001,0.6590000000000001,0.5537806253202007,0.5004516128035633,0.05332901251663735,0.025676794231273666
RIBT,2020-10-23,0.65,0.67,0.65,0.655,41997,0.655,0.5346498299238736,0.4877677418278484,0.046882088096025176,0.018763739659932742
RIBT,2020-10-22,0.64,0.655,0.64,0.645,30744,0.645,0.5127679808191232,0.4743891611740762,0.03837881964504697,0.011734152550909632
RIBT,2020-10-21,0.6195,0.634,0.615,0.6267,48167,0.6267,0.4887257955135092,0.4607402940680024,0.027985501445506825,0.0050729857773752825
RIBT,2020-10-20,0.5807,0.599,0.57,0.57,64243,0.5699999999999998,0.4636395765159654,0.4474635175934426,0.016176058922522833,-0.0006551431396576031
RIBT,2020-10-19,0.46,0.5208,0.46,0.52,156955,0.5199999999999999,0.4443013177006864,0.43766059900091797,0.0066407186997684,-0.004862943655202697
RIBT,2020-10-16,0.462,0.4674,0.45010100000000003,0.4502,10974,0.4501999999999999,0.43053792091899296,0.4310734469209915,-0.0005355260019984653,-0.007738859243945486
RIBT,2020-10-15,0.4447,0.4449,0.43,0.4449,13167,0.4449,0.426962997449719,0.4295433226746708,-0.002580325224951829,-0.009539692554432226
RIBT,2020-10-14,0.4608,0.4608,0.4501,0.4511,18970,0.4511,0.4237017242587588,0.4283147884886445,-0.004613064229885665,-0.011279534386802327
RIBT,2020-10-13,0.46,0.465,0.4263,0.4592770000000001,111240,0.4592770000000001,0.4187202195785331,0.4264919715677361,-0.007771751989202934,-0.012946151926031478
RIBT,2020-10-12,0.44,0.44,0.42,0.4399,79075,0.4399,0.4113462595019028,0.4238691692931549,-0.012522909791252146,-0.0142397519102386
RIBT,2020-10-09,0.4003,0.41,0.395,0.4096,28247,0.4095999999999999,0.40615467032043057,0.4225867028366074,-0.01643203251617681,-0.014668962439985226
RIBT,2020-10-08,0.39,0.3935,0.3865,0.3895,19695,0.3894999999999999,0.405528246742327,0.423625639063536,-0.018097392321208938,-0.01422819492093733
RIBT,2020-10-07,0.395,0.3979,0.377,0.3801,80885,0.3800999999999998,0.4084424734227501,0.4263556901886189,-0.017913216765868708,-0.013260895570869412
RIBT,2020-10-06,0.39899999999999997,0.3997,0.389,0.389,22398,0.3889999999999999,0.4135956504087047,0.4300561454037084,-0.016460494995003627,-0.01209781527211956
RIBT,2020-10-05,0.395,0.402,0.39399999999999996,0.3948,32454,0.3947999999999998,0.41806758684665096,0.43334063703600506,-0.015273050189354044,-0.011007145341398529
RIBT,2020-10-02,0.4,0.40879899999999997,0.3997,0.39975,10954,0.3997499999999999,0.4222980571824057,0.4364238879988854,-0.01412583081647967,-0.009940669129409635
RIBT,2020-10-01,0.4214,0.4214,0.42,0.42,959,0.4199999999999999,0.4263977039428431,0.4393577990387961,-0.012960095095953141,-0.008894378707642127
RIBT,2020-09-30,0.4099,0.415,0.4002,0.405612,8011,0.4056119999999998,0.42756092284154185,0.4409064229619,-0.013345500120358122,-0.0078779496105644
RIBT,2020-09-29,0.4,0.4076,0.4,0.4,3147,0.3999999999999998,0.43155163608545855,0.44372997679885207,-0.012178340713393463,-0.006511061983115954
RIBT,2020-09-28,0.4320000000000001,0.4320000000000001,0.4012,0.43,22280,0.4299999999999998,0.4372882971919056,0.4472283749427602,-0.009940077750854648,-0.005094242300546562
