Symbol,Date,Open,High,Low,Close,Volume,APM SMA,APM spanTwelveEMA,APM spanTwntySixEMA,APM_x,APM_y
APM,2020-10-26,2.15,2.2399,2.15,2.18,42877,2.18,2.528225177077595,2.5138698860788997,0.014355290998695038,0.13598981803837015
APM,2020-10-23,2.26,2.2812,2.2,2.255,31222,2.2550000000000003,2.591538845637158,2.540579476965212,0.05095936867194606,0.1663984497982888
APM,2020-10-22,2.29,2.31,2.26,2.31,47477,2.3100000000000005,2.6527277266620954,2.5634258351224286,0.08930189153966682,0.19525822007987448
APM,2020-10-21,2.58,2.5899,2.56,2.569,13401,2.5690000000000004,2.7150418587824765,2.5836999019322233,0.13134195685025365,0.2217473022149264
APM,2020-10-20,2.62,2.6499,2.51,2.52,138023,2.5200000000000005,2.7415949240156543,2.5848758940868004,0.1567190299288539,0.24434863855609468
APM,2020-10-19,2.72,2.73,2.7,2.719,74803,2.7190000000000007,2.7818849102003185,2.5900659656137446,0.19181894458657436,0.2662560407129049
APM,2020-10-16,2.73,2.79,2.73,2.755,109870,2.7550000000000003,2.7933185302367405,2.579751242862844,0.21356728737389646,0.2848653147444876
APM,2020-10-15,2.77,2.7947,2.76,2.77,40856,2.7700000000000005,2.80028553573433,2.565731342291872,0.2345541934424582,0.3026898215871354
APM,2020-10-14,2.78,2.8,2.7601,2.7801,74387,2.7801000000000005,2.805791996776936,2.5493898496752214,0.25640214710171394,0.31972372862330484
APM,2020-10-13,2.77,2.8169999999999997,2.7607,2.8169999999999997,60106,2.817,2.8104632689181965,2.5309330376492394,0.2795302312689576,0.33555412400370244
APM,2020-10-12,2.83,2.91,2.82,2.8567,175981,2.8567000000000005,2.8092747723578686,2.5080476806611784,0.3012270916966906,0.34956009718738873
APM,2020-10-09,2.77,2.81,2.75,2.775,114853,2.7750000000000004,2.8006520036956633,2.4801554951140723,0.3204965085815905,0.3616433485600633
APM,2020-10-08,2.71,2.76,2.67,2.69,121155,2.69,2.8053160043676013,2.456567934723198,0.3487480696444032,0.3719300585546813
APM,2020-10-07,2.7,2.99,2.7,2.835,1556594,2.8350000000000004,2.8262825506162566,2.4378933695010545,0.3883891811152021,0.3777255557822508
APM,2020-10-06,2.75,2.79,2.673,2.6746,256949,2.6746000000000008,2.824697559819212,2.4061248390611385,0.4185727207580734,0.37505964944901293
APM,2020-10-05,2.68,2.76,2.65,2.665,280999,2.665000000000001,2.8519880252408867,2.38464682618603,0.4673411990548573,0.3641813816217478
APM,2020-10-02,2.8,2.8,2.71,2.7657,213671,2.7657000000000007,2.8859858480119573,2.362218572280912,0.5237672757310454,0.33839142726347055
APM,2020-10-01,2.71,3.0899,2.68,3.0899,1487032,3.089900000000001,2.9078560021959494,2.329940058063385,0.5779159441325645,0.2920474651465768
APM,2020-09-30,3.21,3.24,2.95,2.9701,1587800,2.9701000000000004,2.874757093504304,2.269143262708456,0.6056138307958476,0.22058034540007987
APM,2020-09-29,8.22,14.23,8.0,10.11,8823307,10.11,2.8574220195959947,2.2130667237251327,0.6443552958708625,0.12432197405113783
APM,2020-09-28,1.31,1.48,1.3,1.37,29617,1.370000000000001,1.5387714777043582,1.5813120616231435,-0.04254058391878557,-0.00568635640379322
APM,2020-09-25,1.25,1.28,1.2,1.25,50840,1.2500000000000009,1.5694572009233316,1.5982170265529951,-0.02875982562966284,0.003527200474954811
APM,2020-09-24,1.48,1.5,1.3869,1.43,68052,1.4300000000000006,1.6275403283639382,1.6260743886772346,0.001465939686703388,0.01159895700110939
APM,2020-09-23,1.58,1.72,1.58,1.63,76860,1.6300000000000006,1.6634567517028358,1.6417603397714131,0.021696411931422688,0.014132211329710834
APM,2020-09-22,1.63,1.75,1.63,1.72,10250,1.7200000000000006,1.6695397974669879,1.6427011669531264,0.026838630513861702,0.012241161179282867
APM,2020-09-21,1.7,1.7899,1.57,1.7899,15061,1.789900000000001,1.6603652151882586,1.6365172603093765,0.023847954878882142,0.00859179384563821
APM,2020-09-18,1.67,1.72,1.66,1.67,6928,1.6700000000000008,1.6368134361315785,1.6242466411341268,0.012566794997451723,0.004777753587327228
APM,2020-09-17,1.65,1.74,1.65,1.74,14800,1.7400000000000009,1.6307795154282292,1.620586372424857,0.010193143003372152,0.0028304932347961026
APM,2020-09-16,1.6,1.62,1.57,1.62,13475,1.6200000000000012,1.610921245506089,1.6110332822188456,-0.00011203671275650251,0.00098983079265209
APM,2020-09-15,1.63,1.63,1.56,1.56,19158,1.5600000000000014,1.6092705628708326,1.6103159447963529,-0.0010453819255205057,0.0012652976690042382
APM,2020-09-14,1.7,1.7,1.55,1.55,51099,1.5500000000000012,1.618228847029166,1.6143412203800611,0.003887626649104581,0.0018429675676353684
APM,2020-09-11,1.83,1.83,1.68,1.76,22089,1.7600000000000011,1.6306340919435596,1.619488518010466,0.011145573933093456,0.0013318027972680098
APM,2020-09-10,1.55,1.67,1.5398,1.65,25914,1.6500000000000008,1.6071130177514794,1.6082475994513032,-0.0011345816998238336,-0.0011216399866884074
APM,2020-09-09,1.61,1.61,1.54,1.54,15572,1.5400000000000014,1.5993153846153847,1.6049074074074074,-0.005592022792022755,-0.001118404558404551
APM,2020-09-08,1.51,1.6101,1.51,1.6101,5578,1.6101000000000014,1.6101,1.6101,0.0,0.0
