Symbol,Date,Open,High,Low,Close,Volume,PGEZF SMA,PGEZF spanTwelveEMA,PGEZF spanTwntySixEMA,PGEZF_x,PGEZF_y
PGEZF,2020-10-26,0.245,0.245,0.2251,0.23475,7500,0.23475,0.23211098006239625,0.2366589626467096,-0.004547982584313354,-0.005088920925818246
PGEZF,2020-10-23,0.23,0.23,0.23,0.23,1000,0.23,0.2316311582555592,0.2368116796584463,-0.005180521402887135,-0.005224155511194468
PGEZF,2020-10-22,0.231,0.231,0.231,0.231,9500,0.231,0.23192773248384266,0.237356614031122,-0.005428881547279357,-0.005235064038271309
PGEZF,2020-10-21,0.22505,0.22505,0.22,0.22,4000,0.22,0.2320964111172686,0.2378651431536118,-0.005768732036343205,-0.005186609661019304
PGEZF,2020-10-20,0.2335,0.2335,0.2335,0.2335,100,0.2335,0.2342957585931356,0.2392943546059008,-0.004998596012765144,-0.005041079067188329
PGEZF,2020-10-19,0.24,0.2486,0.23,0.23,25475,0.23,0.2344404419737057,0.23975790297437286,-0.005317461000667101,-0.005051699830794111
PGEZF,2020-10-16,0.235,0.235,0.235,0.235,5000,0.235,0.23524779505983404,0.24053853521232266,-0.005290740152488593,-0.00498525953832585
PGEZF,2020-10-15,0.235,0.235,0.235,0.235,10000,0.235,0.2352928487070766,0.24098161802930845,-0.005688769322231863,-0.0049088893847851565
PGEZF,2020-10-14,0.24,0.24,0.24,0.24,6400,0.24,0.2353460939265451,0.24146014747165315,-0.006114053545108078,-0.00471391940042348
PGEZF,2020-10-13,0.245,0.25,0.22885999999999998,0.23205,18593,0.23205,0.2344999291859169,0.24157695926938536,-0.007077030083468465,-0.004363885864252338
PGEZF,2020-10-12,0.22,0.22,0.22,0.22,2000,0.21999999999999995,0.23494537085608366,0.24233911601093625,-0.0073937451548525815,-0.003685599809448305
PGEZF,2020-10-09,0.2299,0.2299,0.215,0.215,7375,0.21499999999999994,0.2376627110117352,0.2441262452918111,-0.0064635342800759,-0.0027585634730972353
PGEZF,2020-10-08,0.205,0.2209,0.205,0.2209,5900,0.2209,0.24178320392295974,0.246456344915156,-0.004673140992196206,-0.0018323207713525692
PGEZF,2020-10-07,0.2277,0.228506,0.2204,0.228506,4200,0.228506,0.24558015009077064,0.24850085250836845,-0.0029207024175978147,-0.001122115716141646
PGEZF,2020-10-06,0.237,0.2539,0.237,0.245,10000,0.245,0.2486845410163653,0.2501004407090379,-0.0014158996926726395,-0.0006724690407776035
PGEZF,2020-10-05,0.2135,0.255,0.2135,0.255,9390,0.255,0.2493544575647953,0.25050847596576103,-0.0011540184009656562,-0.00048661137780385143
PGEZF,2020-10-02,0.2425,0.2425,0.2425,0.2425,100,0.2425,0.24832799530384905,0.25014915404302185,-0.0018211587391728234,-0.00031975962201337936
PGEZF,2020-10-01,0.257096,0.2584,0.23705,0.23705,20846,0.23705000000000004,0.2493876308136397,0.2507610863664636,-0.0013734555528238654,5.559015727647478e-05
PGEZF,2020-09-30,0.2528,0.2559,0.2528,0.2559,4693,0.2559,0.2516308364161197,0.2518579732757807,-0.00022713685966102568,0.00041285158480156687
PGEZF,2020-09-29,0.26,0.26,0.25999,0.25999,3960,0.25998999999999994,0.2508546248554141,0.25153461113784314,-0.0006799862824289903,0.0005728486959172011
PGEZF,2020-09-28,0.24,0.249,0.23399999999999999,0.249,16400,0.24899999999999994,0.24919364755639856,0.2508581800288706,-0.0016645324724720578,0.0008860574405037628
PGEZF,2020-09-25,0.23,0.2301,0.23,0.2301,1500,0.2301,0.2492288562030165,0.2510068344311803,-0.0017779782281637788,0.0015237049187477177
PGEZF,2020-09-24,0.19899999999999998,0.231,0.19899999999999998,0.2224,21255,0.2224,0.2527068300581104,0.2526793811856747,2.744887243572025e-05,0.0023491257054756055
PGEZF,2020-09-23,0.24,0.2564,0.24,0.25276,84198,0.25275999999999993,0.25821716279594864,0.25510173168052863,0.003115431115420009,0.0029295449137355764
