Symbol,Date,Open,High,Low,Close,Volume,PGEZF SMA,PGEZF spanTwelveEMA,PGEZF spanTwntySixEMA,PGEZF_x,PGEZF_y
PGEZF,2020-09-22,0.23800000000000002,0.2636,0.23800000000000002,0.26045,12200,0.26045,0.25920937421339385,0.2552890702149709,0.003920303998422914,0.002883073363314468
PGEZF,2020-09-21,0.274106,0.274106,0.2677,0.2677,29000,0.2676999999999999,0.2589838058885564,0.2548761958321686,0.004107610056387823,0.0026237657045373427
PGEZF,2020-09-18,0.27005500000000005,0.27005500000000005,0.2692,0.2692,2250,0.26919999999999994,0.2573990433228394,0.25385029149874205,0.0035487518240973626,0.0022528046165747224
PGEZF,2020-09-17,0.26045,0.26045,0.258,0.2604,1425,0.2604,0.2552534148360829,0.2526223148186414,0.002631100017441545,0.001928817814694062
PGEZF,2020-09-16,0.273,0.273,0.25423,0.2561,4622,0.25609999999999994,0.2543176720790071,0.2520001000041327,0.0023175720748743744,0.0017532472640072046
PGEZF,2020-09-15,0.26,0.26,0.248,0.248,12600,0.248,0.2539936124570084,0.2516721080044633,0.002321504452545031,0.001612166061290412
PGEZF,2020-09-14,0.26386,0.26386,0.2607,0.2607,3000,0.26069999999999993,0.2550833601764644,0.2519658766448204,0.0031174835316439826,0.0014348314634767432
PGEZF,2020-09-11,0.26,0.26,0.26,0.26,17000,0.25999999999999995,0.2540621529358216,0.25126714677640605,0.002795006159415525,0.0010141684464349333
PGEZF,2020-09-10,0.2733,0.2733,0.2733,0.2733,700,0.2732999999999999,0.2529825443786982,0.2505685185185185,0.002414025860179692,0.0005689590181897852
PGEZF,2020-09-09,0.255,0.255,0.255,0.255,3000,0.2549999999999999,0.24928846153846154,0.24875,0.0005384615384615432,0.00010769230769230864
PGEZF,2020-09-08,0.273,0.273,0.2405,0.24825,155286,0.24824999999999986,0.24825,0.24825,0.0,0.0
