Symbol,Date,Open,High,Low,Close,Volume,REI SMA,REI spanTwelveEMA,REI spanTwntySixEMA,REI_x,REI_y
REI,2020-12-21,0.6931,0.7048,0.65,0.6871,782997,0.6871,0.7198858128863761,0.6808003930745986,0.03908541981177749,0.049598245234388626
REI,2020-12-18,0.7354,0.7490000000000001,0.72,0.7203470000000001,206955,0.7203470000000001,0.7258468697748082,0.6802964245205665,0.04555044525424168,0.052226451590041405
REI,2020-12-17,0.7509999999999999,0.7787,0.705,0.7098,670063,0.7098,0.7268468460975006,0.6770923784822118,0.04975446761528879,0.05389545317399134
REI,2020-12-16,0.7326,0.7471,0.7120000000000001,0.7257,484971,0.7257,0.7299462726606826,0.6744757687607889,0.05547050389989372,0.05493069956366697
REI,2020-12-15,0.81,0.81,0.7215,0.7215,511365,0.7215,0.7307183222353522,0.670377830261652,0.06034049197370017,0.05479574847961027
REI,2020-12-14,0.8454,0.85,0.81,0.81,433929,0.81,0.7323943808235981,0.6662880566825842,0.0661063241410138,0.0534095626060878
REI,2020-12-11,0.8465,0.8465,0.8051,0.8051,362287,0.8050999999999999,0.7182842682460704,0.6547911012171911,0.06349316702887943,0.05023537222235626
REI,2020-12-10,0.77,0.78,0.7501,0.7777,495209,0.7776999999999997,0.7024995897453559,0.6427663893145662,0.059733200430789675,0.0469209235207255
REI,2020-12-09,0.77,0.83,0.76,0.8151,936564,0.8150999999999998,0.6888267878808751,0.6319717004597315,0.05685508742114365,0.04371785429320946
REI,2020-12-08,0.76,0.76,0.7202,0.7361,498289,0.7360999999999996,0.6658680220410342,0.6173214364965101,0.04854658554452418,0.0404335460112259
REI,2020-12-07,0.73,0.81,0.7,0.7252,729229,0.7251999999999996,0.6530985715030404,0.6078191514162308,0.04527942008680963,0.03840528612790133
REI,2020-12-04,0.66,0.7,0.66,0.6968,349887,0.6967999999999998,0.6399892208672295,0.5984286835295293,0.041560537337700265,0.03668675263817426
REI,2020-12-03,0.6432,0.6592,0.64,0.6526,189804,0.6525999999999997,0.6296599882976349,0.5905589782118916,0.039101010085743286,0.035468306463292756
REI,2020-12-02,0.63,0.63,0.612,0.615051,79332,0.6150509999999999,0.625489077079023,0.585595696468843,0.03989338061018,0.034560130557680126
REI,2020-12-01,0.6597,0.6633,0.6301,0.6376,354602,0.6375999999999997,0.627386909275209,0.5832392721863505,0.04414763708885849,0.033226818044555156
REI,2020-11-30,0.71,0.71,0.665,0.6686,278360,0.6685999999999996,0.6255299836888834,0.5788904139612585,0.046639569727624834,0.030496613283479322
REI,2020-11-27,0.69,0.71975,0.68,0.7005,117922,0.7004999999999996,0.6176990716323167,0.5717136470781592,0.04598542455415755,0.026460874172442937
REI,2020-11-27,0.69,0.71975,0.68,0.7005,117922,0.7004999999999996,0.6026443573836471,0.561410738844412,0.04123361853923513,0.021579736577014286
REI,2020-11-25,0.69,0.7,0.6311,0.6359,383136,0.6358999999999996,0.5848524223624919,0.5502835979519649,0.034568824410527,0.016666266086459075
REI,2020-11-24,0.7033,0.725,0.6821,0.7146,619912,0.7145999999999996,0.5755710446102177,0.543434285788122,0.032136758822095664,0.01219062650544209
REI,2020-11-23,0.6195,0.6494,0.6195,0.6381,275966,0.6380999999999996,0.5502930527211664,0.5297410286511718,0.020552024069994568,0.007204093426278699
REI,2020-11-20,0.63,0.64,0.61,0.62,346215,0.6199999999999996,0.5343281532159239,0.5210723109432656,0.013255842272658304,0.0038671107653497306
REI,2020-11-19,0.57,0.57,0.555,0.5551,69755,0.5550999999999996,0.5187514538006373,0.5131580958187268,0.005593357981910407,0.001519927888522587
REI,2020-11-18,0.53,0.54,0.5203,0.5349,171498,0.5348999999999996,0.512142627218935,0.5098027434842249,0.0023398837347100576,0.000501570365175632
REI,2020-11-17,0.515,0.522,0.505,0.510232,208995,0.5102319999999997,0.5080049230769231,0.507794962962963,0.00020996011396012812,4.199202279202563e-05
REI,2020-11-16,0.532,0.54,0.505,0.5076,506020,0.5075999999999998,0.5076,0.5076,0.0,0.0
