Symbol,Date,Open,High,Low,Close,Volume,CPPKF SMA,CPPKF spanTwelveEMA,CPPKF spanTwntySixEMA,CPPKF_x,CPPKF_y
CPPKF,2020-12-21,0.18193299999999998,0.1901,0.18179,0.18179,44904,0.18179,0.18214208559061176,0.17440596068087855,0.0077361249097332154,0.008651454537402055
CPPKF,2020-12-18,0.1972,0.1972,0.1857,0.1857,4197,0.1857,0.1822061011525412,0.1738152375353488,0.008390863617192379,0.008880286944319263
CPPKF,2020-12-17,0.18921,0.1894,0.18921,0.1894,4347,0.1894,0.1815708468166396,0.17286445653817673,0.008706390278462872,0.009002642776100977
CPPKF,2020-12-16,0.17125,0.1908,0.17125,0.18245,16261,0.18245,0.18014736441966492,0.17154161306123086,0.008605751358434083,0.009076705900510504
CPPKF,2020-12-15,0.19,0.1905,0.18775,0.1905,3000,0.1905,0.1797287034050586,0.17066894210612935,0.009059761298929242,0.009194444536029616
CPPKF,2020-12-14,0.1885,0.1885,0.187,0.187,6078,0.187,0.17777028584234195,0.1690824574746197,0.008687828367722278,0.00922811534530471
CPPKF,2020-12-11,0.17800000000000002,0.18,0.17800000000000002,0.18,62109,0.18,0.17609215599549505,0.1676490540725893,0.00844310192290576,0.009363187089700324
CPPKF,2020-12-10,0.17800000000000002,0.17800000000000002,0.17800000000000002,0.17800000000000002,500,0.17800000000000002,0.1753816389037669,0.1666609783983964,0.008720660505370487,0.009593208381398965
CPPKF,2020-12-09,0.1785,0.17945999999999998,0.1785,0.17945999999999998,2469,0.17945999999999998,0.17490557324990633,0.16575385667026812,0.009151716579638204,0.009811345350406078
CPPKF,2020-12-08,0.17605,0.17605,0.17,0.17,1689,0.17,0.1740774956589802,0.16465736520388954,0.009420130455090629,0.009976252543098047
CPPKF,2020-12-07,0.1669,0.1669,0.1669,0.1669,880,0.16689999999999994,0.17481885850606751,0.16422995442020072,0.010588904085866796,0.010115283065099895
CPPKF,2020-12-04,0.18,0.18,0.18,0.18,22178,0.18,0.17625865096171614,0.16401635077381674,0.012242300187899402,0.00999687780990817
CPPKF,2020-12-03,0.1899,0.1899,0.18,0.18,26525,0.18,0.1755784056820282,0.1627376588357221,0.012840746846306095,0.009435522215410361
CPPKF,2020-12-02,0.191,0.195,0.191,0.195,13000,0.195,0.17477447944239702,0.16135667154257988,0.013417807899817114,0.008584216057686427
CPPKF,2020-12-01,0.2,0.2087,0.19712000000000002,0.2,62326,0.2,0.17109711206828734,0.15866520526598624,0.01243190680230108,0.007375818097153749
CPPKF,2020-11-30,0.1933,0.2047,0.19,0.2,75484,0.2,0.16584204153524867,0.1553584216872652,0.010483619847983487,0.0061117959208669085
CPPKF,2020-11-27,0.1776,0.1788,0.1691,0.1691,70160,0.16909999999999994,0.15963150363256662,0.15178709542224642,0.007844408210320203,0.00501883993908777
CPPKF,2020-11-27,0.1776,0.1788,0.1691,0.1691,70160,0.16909999999999994,0.15790995883848782,0.15040206305602613,0.007507895782461694,0.004312447871279662
CPPKF,2020-11-25,0.165,0.1712,0.165,0.1651,41490,0.16509999999999994,0.15587540590003107,0.14890622810050824,0.00696917779952283,0.0035135858934841535
CPPKF,2020-11-24,0.18,0.1849,0.18,0.1849,5177,0.1849,0.15419820697276398,0.1476107263485489,0.006587480624215075,0.002649687916974484
CPPKF,2020-11-23,0.1525,0.162,0.1525,0.162,15400,0.16199999999999998,0.14861606278599382,0.14462758445643284,0.0039884783295609785,0.0016652397401643363
CPPKF,2020-11-20,0.16,0.16,0.16,0.16,1000,0.15999999999999995,0.14618261965617452,0.14323779121294747,0.002944828443227049,0.0010844300928151756
CPPKF,2020-11-19,0.165,0.165,0.14665,0.15,14912,0.14999999999999994,0.1436703686845699,0.14189681450998326,0.0017735541745866337,0.0006193305052122074
CPPKF,2020-11-18,0.15852,0.15852,0.15,0.1513,40830,0.1512999999999999,0.14251952662721895,0.14124855967078193,0.0012709669564370252,0.00033077458786860085
CPPKF,2020-11-17,0.145,0.146,0.145,0.146,15000,0.1459999999999999,0.14092307692307693,0.14044444444444446,0.00047863247863247366,9.572649572649472e-05
CPPKF,2020-11-16,0.145,0.145,0.14,0.14,13982,0.13999999999999993,0.14,0.14,0.0,0.0
