Symbol,Date,Open,High,Low,Close,Volume,CTXR SMA,CTXR spanTwelveEMA,CTXR spanTwntySixEMA,CTXR_x,CTXR_y
CTXR,2020-12-21,1.14,1.15,1.1,1.15,110128,1.15,1.094998770525971,1.0566431108711691,0.03835565965480181,0.0410200305596826
CTXR,2020-12-18,1.09,1.09,1.0668,1.08,84105,1.08,1.0849985469852383,1.0491745597408626,0.035823987244375737,0.04168612328590279
CTXR,2020-12-17,1.07,1.09,1.04,1.0649,113238,1.0648999999999995,1.085907373709827,1.0467085245201315,0.03919884918969552,0.04315165729628455
CTXR,2020-12-16,1.07,1.07,1.05,1.0501,34470,1.0500999999999998,1.0897268962025228,1.045253206481742,0.044473689720780696,0.0441398593229318
CTXR,2020-12-15,1.04,1.0699,1.04,1.0692,112842,1.0692,1.0969317864211634,1.0448654630002816,0.0520663234208818,0.04405640172346952
CTXR,2020-12-14,1.17,1.17,1.0627,1.1041,377722,1.1041000000000003,1.1019739294068296,1.0429187000403042,0.059055229366525415,0.042053921299116455
CTXR,2020-12-11,1.2215,1.23,1.18,1.1951,249404,1.1951000000000005,1.1015873711171622,1.0380241960435284,0.06356317507363385,0.037803594282264215
CTXR,2020-12-10,1.18,1.22,1.17,1.205,494732,1.205,1.084585074956646,1.0254581317270106,0.05912694322963553,0.031363699084421805
CTXR,2020-12-09,1.21,1.27,1.13,1.18,1407588,1.1799999999999995,1.0626914522214908,1.0110947822651717,0.051596669956319285,0.02442288804811843
CTXR,2020-12-08,1.14,1.2,1.11,1.1740000000000002,507326,1.1740000000000002,1.0413626253526709,0.9975823648463852,0.043780260506285806,0.017629442571068268
CTXR,2020-12-07,1.15,1.16,1.1311,1.1483,61476,1.1483,1.0172467390531563,0.9834689540340958,0.0337777850190607,0.011091738087263908
CTXR,2020-12-04,1.17,1.17,1.1496,1.1541,251792,1.1541,0.9934188734264576,0.9702824703568236,0.02313640306963416,0.005420226354314765
CTXR,2020-12-03,1.01,1.01,0.9822,0.9995,46722,0.9995,0.9642041231403591,0.9555770679853692,0.008627055154989627,0.0009911821754849447
CTXR,2020-12-02,0.99,0.9999,0.9631,0.970001,70723,0.970001,0.9577866909840608,0.9520632334241991,0.0057234575598617,-0.0009177860693912814
CTXR,2020-12-01,1.02,1.025,1.0,1.01,132370,1.0100000000000002,0.9555659075266172,0.9506282120981348,0.004937695428482325,-0.0025780969767045265
CTXR,2020-11-30,1.04,1.04,1.0,1.0037,168064,1.0037,0.9456687998041838,0.9458784690659856,-0.0002096692618018814,-0.004457045078001267
CTXR,2020-11-27,0.9366,0.95,0.93,0.9459,96497,0.9459,0.9351176724958536,0.9412527465912646,-0.00613507409541092,-0.00551888903205114
CTXR,2020-11-27,0.9366,0.95,0.93,0.9459,96497,0.9459,0.9331572493132816,0.9408809663185658,-0.007723717005284182,-0.005364842766211195
CTXR,2020-11-25,0.9,0.92,0.9,0.902,52527,0.902,0.9308403855520601,0.9404794436240512,-0.009639058071991169,-0.004775124206442948
CTXR,2020-11-24,0.9179,0.9179,0.9,0.9,72998,0.9,0.9360840920160708,0.9435577991139752,-0.007473707097904292,-0.003559140740055893
CTXR,2020-11-23,0.9389,0.9394,0.9279999999999999,0.9394,20118,0.9394,0.942644836018993,0.9470424230430932,-0.004397587024100202,-0.002580499150593765
CTXR,2020-11-20,0.93,0.9369,0.9223620000000001,0.9306,50245,0.9306,0.9432348062042644,0.9476538168865406,-0.0044190106822762365,-0.002126227182217155
CTXR,2020-11-19,0.9435,0.9435,0.93,0.9389,20236,0.9389,0.9455320436959488,0.9490181222374638,-0.003486078541514948,-0.0015530313072023845
CTXR,2020-11-18,0.93,0.9417,0.92735,0.9417,32482,0.9417,0.9467378698224852,0.9498275720164608,-0.003089702193975863,-0.0010697694986242158
CTXR,2020-11-17,0.92,0.92,0.91,0.9177,40472,0.9177,0.947653846153846,0.9504777777777778,-0.002823931623931686,-0.0005647863247863594
CTXR,2020-11-16,0.97,0.98,0.953,0.9531,86576,0.9531,0.9531,0.9531,0.0,0.0
