Symbol,Date,Open,High,Low,Close,Volume,PT SMA,PT spanTwelveEMA,PT spanTwntySixEMA,PT_x,PT_y
PT,2020-12-21,0.9895,1.0,0.98,0.9891120000000001,20512,0.9891120000000001,0.9549239351852824,0.9357586358690692,0.019165299316213358,0.019704795243303888
PT,2020-12-18,1.01,1.02,0.9776,0.9901,60570,0.9901,0.9487079234007884,0.9314903667385948,0.0172175566621936,0.019839669225076545
PT,2020-12-17,0.966,0.9681,0.94,0.9420000000000001,13934,0.942,0.9411820912918408,0.9268015960776824,0.014380495214158516,0.020495197365797278
PT,2020-12-16,0.96,0.99,0.9502,0.9502,48602,0.9501999999999998,0.94103338061763,0.9255857237638968,0.015447656853733284,0.022023872903706995
PT,2020-12-15,0.9211,0.9301,0.9211,0.9299,8580,0.9298999999999996,0.9393667225481084,0.9236165816650084,0.015750140883099898,0.023667926916200448
PT,2020-12-14,0.91,0.9424,0.9016,0.9209999999999999,30149,0.9209999999999996,0.9410879448295826,0.9231139081982092,0.017974036631373425,0.025647373424475553
PT,2020-12-11,0.9472,0.9478479999999999,0.9301,0.9301,5788,0.9300999999999998,0.9447402984349612,0.923283020854066,0.021457277580895332,0.02756570762275108
PT,2020-12-10,0.93,0.95,0.93,0.95,6087,0.9499999999999996,0.9474021708776814,0.9227376625223912,0.024664508355290327,0.029092815133215048
PT,2020-12-09,0.94,0.96,0.9329999999999999,0.9359999999999999,27656,0.9359999999999996,0.9469298383099872,0.9205566755241824,0.026373162785804705,0.030199891827696255
PT,2020-12-08,0.9664,0.97,0.941,0.9482,16989,0.9482,0.9489170816390756,0.9193212095661171,0.029595872072958777,0.03115657408816911
PT,2020-12-07,0.9553,0.9553,0.92,0.9374,38765,0.9374,0.9490474601189076,0.9170109063314064,0.03203655378750125,0.03154674959197175
PT,2020-12-04,0.99,1.03,0.99,0.99,114722,0.99,0.9511651801405272,0.9153797788379188,0.03578540130260832,0.03142429854308937
PT,2020-12-03,0.98,0.98,0.95,0.95,36864,0.95,0.9441043038024411,0.9094101611449524,0.034694142657488936,0.030334022853209606
PT,2020-12-02,0.93,0.95,0.9,0.9382,38980,0.9382,0.9430323590392488,0.9061629740365486,0.036869385002700206,0.029243992902139828
PT,2020-12-01,1.0,1.0,0.96,0.97,29299,0.97,0.9439109697736576,0.9036000119594724,0.04031095781418514,0.02733764487699973
PT,2020-11-30,1.05,1.07,0.9719,1.0,120481,0.9999999999999998,0.9391675097325044,0.8982880129162303,0.04087949681627412,0.024094316642703346
PT,2020-11-27,1.05,1.06,1.0,1.02,107869,1.0199999999999996,0.928107056956596,0.8901510539495286,0.037956003007067474,0.019898021599310655
PT,2020-11-27,1.05,1.06,1.0,1.02,107869,1.0199999999999996,0.9113992491305226,0.8797631382654909,0.031636110865031715,0.015383526247371477
PT,2020-11-25,0.96,0.98,0.9109999999999999,0.9303,167432,0.9302999999999996,0.891653658063345,0.8685441893267302,0.02310946873661479,0.011320380092956418
PT,2020-11-24,0.94,1.0,0.92,0.98,115811,0.9799999999999994,0.8846270504384987,0.8636037244728685,0.02102332596563017,0.008373107932041825
PT,2020-11-23,0.9,0.922,0.8898,0.9201,38832,0.9200999999999996,0.8672865141545893,0.854292022430698,0.012994491723891331,0.005210553423644739
PT,2020-11-20,0.8602,0.9,0.850001,0.8881,37423,0.8880999999999993,0.8576840621826965,0.8490273842251539,0.008656677957542658,0.00326456884858309
PT,2020-11-19,0.87,0.8798,0.8503,0.8779,7069,0.8778999999999993,0.8521538916704596,0.8459015749631662,0.006252316707293426,0.0019165415713431975
PT,2020-11-18,0.8859999999999999,0.9174,0.87,0.8909,17168,0.8908999999999992,0.8474727810650887,0.8433417009602194,0.004131080104869289,0.0008325977873556401
PT,2020-11-17,0.84,0.86,0.84,0.84,11714,0.8399999999999992,0.8395769230769231,0.839537037037037,3.988603988613893e-05,7.977207977227786e-06
PT,2020-11-16,0.83,0.8844,0.82,0.8395,4541,0.8394999999999991,0.8395,0.8395,0.0,0.0
