Symbol,Date,Open,High,Low,Close,Volume,SOS SMA_x,SOS spanTwelveEMA_x,SOS spanTwntySixEMA_x,SOS_x,SOS_y,SOS SMA_y,SOS spanTwelveEMA_y,SOS spanTwntySixEMA_y,SOS_x.1,SOS_y.1,SOS SMA,SOS spanTwelveEMA,SOS spanTwntySixEMA,SOS_x,SOS_y
SOS,2021-01-27,2.05,2.29,1.96,2.2499,3395771,2.2499,2.1710603540370004,1.9710815104319561,0.19997884360504448,0.22650834352626525,2.2499,2.183026953176252,2.068573002491876,0.1144539506843758,0.2265083435262653,2.2499,2.183182425610097,2.081754024174676,0.1014284014354212,0.22650834352626525
SOS,2021-01-26,2.29,2.32,2.2,2.2694,1344023,2.2694,2.1567258729528187,1.9487760312665123,0.2079498416863064,0.2331407185065705,2.2694,2.1708682173901157,2.054066842691226,0.11680137469888985,0.2331407185065705,2.2694,2.171051957539205,2.06830234610865,0.10274961143055528,0.23314071850657048
SOS,2021-01-25,2.28,2.32,2.17,2.22,2087535,2.22,2.1362396680351496,1.9231261137678333,0.21311355426731607,0.2394384377116365,2.22,2.1529533478246825,2.036840190106524,0.11611315771815844,0.2394384377116365,2.22,2.153170495273606,2.0522145337973416,0.10095596147626427,0.23943843771163648
SOS,2021-01-22,2.05,2.13,2.01,2.11,1405175,2.11,2.121010516768813,1.89937620286926,0.2216343138995529,0.2460196585727165,2.11,2.14076304742917,2.0221874053150457,0.1185756421141244,0.2460196585727165,2.11,2.1410196762324434,2.0387916965011295,0.10222797973131437,0.2460196585727165
SOS,2021-01-21,2.05,2.09,1.92,1.98,2032291,1.98,2.1230124289085968,1.882526299098801,0.24048612980979625,0.2521159947410073,1.98,2.1463563287799285,2.0151623977402493,0.13119393103967925,0.2521159947410074,1.98,2.1466596173656147,2.03309503222122,0.11356458514439538,0.2521159947410073
SOS,2021-01-20,2.16,2.22,2.05,2.11,2341852,2.11,2.1490146887101598,1.874728403026705,0.27428628568345514,0.2550234609738102,2.11,2.1766029340126427,2.017975389559469,0.15862754445317329,0.25502346097381023,2.11,2.1769613659775446,2.0373426347989168,0.1396187311786279,0.2550234609738102
SOS,2021-01-19,2.44,2.47,2.26,2.28,3607967,2.28,2.156108268475644,1.8559066752688416,0.3002015932068021,0.250207754796399,2.28,2.1887125583785783,2.0106134207242268,0.1780991376543506,0.250207754796399,2.28,2.1891361597916434,2.03153004558283,0.15760611420881346,0.250207754796399
SOS,2021-01-19,2.44,2.47,2.26,2.28,3607967,2.28,2.133582499107579,1.8219792092903488,0.3116032898172301,0.2377092951937981,2.28,2.172114841720137,1.989062494382165,0.183052347337972,0.2377092951937981,2.28,2.172615461571942,2.0116524492294565,0.16096301234248545,0.23770929519379808
SOS,2021-01-15,2.35,2.4,2.1,2.38,7582645,2.3800000000000003,2.106961135308957,1.7853375460335767,0.32162358927538026,0.21923579653794006,2.3800000000000003,2.152499358396526,1.9657874939327384,0.1867118644637875,0.21923579653794006,2.3800000000000003,2.153091000039568,1.990184645167813,0.16290635487175464,0.21923579653794006
SOS,2021-01-14,2.56,3.3,2.44,2.935,9561486,2.9350000000000005,2.057317705365131,1.7377645497162628,0.3195531556488682,0.19363884835358008,2.9350000000000005,2.1111356053777124,1.9326504934473576,0.17848511193035474,0.19363884835358,2.9350000000000005,2.11183481822858,1.958999416781238,0.15283540144734187,0.19363884835357997
SOS,2021-01-13,2.52,2.53,2.35,2.3788,1539772,2.3788000000000005,1.8977391063406093,1.6419857136935638,0.25575339264704544,0.16216027152975798,2.3788000000000005,1.9613420790827512,1.8524625329231457,0.10887954615960503,0.16216027152975787,2.3788000000000005,1.9621684215428672,1.8809193701237368,0.08124905141913019,0.16216027152975787
SOS,2021-01-12,2.16,2.24,2.0,2.17,1772328,2.17,1.8102734893116288,1.583040570789049,0.2272329185225801,0.1387619912504361,2.17,1.8854406389159784,1.8103555355569976,0.07508510335898078,0.13876199125043598,2.17,1.886417225459752,1.841088919733636,0.04532830572611602,0.13876199125043598
SOS,2021-01-11,1.88,1.99,1.78,1.98,1446149,1.9800000000000004,1.7448686691864703,1.5360838164521726,0.20878485273429792,0.1166442594324,1.9800000000000004,1.8337025732643384,1.7815839784015577,0.05211859486278092,0.1166442594324,1.9800000000000004,1.8348567209978888,1.8147760333123264,0.02008068768556215,0.1166442594324
