Symbol,Date,Open,High,Low,Close,Volume,SOS SMA_x,SOS spanTwelveEMA_x,SOS spanTwntySixEMA_x,SOS_x,SOS_y,SOS SMA_y,SOS spanTwelveEMA_y,SOS spanTwntySixEMA_y,SOS_x.1,SOS_y.1,SOS SMA,SOS spanTwelveEMA,SOS spanTwntySixEMA,SOS_x,SOS_y
SOS,2021-01-08,1.9,1.95,1.7,1.7398,8703832,1.7398000000000002,1.7021175181294654,1.5005705217683465,0.2015469963611192,0.09360911110692556,1.7398000000000002,1.8071030411305813,1.7657106966736815,0.04139234445689999,0.09360911110692556,1.7398000000000002,1.808467033906596,1.8015581159773129,0.006908917929282943,0.09360911110692557
SOS,2021-01-07,3.06,4.1,3.0,3.4989,38566214,3.4989,1.6952661577893684,1.4814321635098138,0.2138339942795544,0.06662463979337722,3.4989,1.8193399576997789,1.7677835524075765,0.0515564052922024,0.06662463979337722,3.4989,1.8209519491623405,1.8064987652554976,0.014453183906842691,0.06662463979337722
SOS,2021-01-06,1.47,1.4723,1.45,1.45,37191,1.4500000000000002,1.3673327319328898,1.3200347365905991,0.04729799534229096,0.02982230117183287,1.4500000000000002,1.5139654045542843,1.6292942366001826,-0.1153288320458985,0.02982230117183287,1.4500000000000002,1.5158704853736749,1.6711066664759373,-0.15523618110226245,0.02982230117183287
SOS,2021-01-05,1.41,1.44,1.3,1.3699,140642,1.3699,1.3523023195570518,1.309637515517847,0.04266480403920482,0.0254533776292184,1.3699,1.5255954781096084,1.6436377755281972,-0.11804229741858885,0.0254533776292184,1.3699,1.5278469372597974,1.6887951997940125,-0.1609482625342149,0.0254533776292184
SOS,2021-01-04,1.48,1.48,1.41,1.45,51685,1.4500000000000002,1.3491027412946976,1.304816516759275,0.04428622453542297,0.0211505210267218,1.4500000000000002,1.5539037468568102,1.6655367975704531,-0.11163305071364316,0.0211505210267218,1.4500000000000002,1.5565645622161244,1.7143068157775332,-0.1577422535614088,0.021150521026721797
SOS,2021-01-04,1.48,1.48,1.41,1.45,51685,1.4500000000000004,1.3307577851664607,1.2932018381000163,0.03755594706644416,0.01536659514954656,1.4500000000000004,1.5727953371944117,1.6827797413760894,-0.10998440418167776,0.01536659514954656,1.4500000000000004,1.5759399371645104,1.735451361039736,-0.15951142387522554,0.015366595149546558
SOS,2020-12-31,1.39,1.4457,1.37,1.4427,36824,1.4427000000000003,1.3090773824694537,1.280657985148018,0.028419397321435506,0.009819257170322102,1.4427000000000003,1.59512176213885,1.7014021206861767,-0.10628035854732663,0.009819257170322102,1.4427000000000003,1.5988381075580578,1.7582874699229147,-0.15944936236485696,0.009819257170322102
SOS,2020-12-30,1.32,1.42,1.32,1.4023,137879,1.4023000000000003,1.2847823611002631,1.2676946239598594,0.017087737140403902,0.005169222132543696,1.4023000000000003,1.6228348098004588,1.7220982903410709,-0.09926348054061183,0.005169222132543696,1.4023000000000003,1.6272268543867956,1.783534467516748,-0.15630761312995234,0.005169222132543696
SOS,2020-12-29,1.33,1.35,1.27,1.2999,185343,1.2999000000000005,1.2634155176639474,1.2569261938766485,0.006489323787299162,0.002189593380578699,1.2999000000000005,1.6629320479459968,1.7476821535683569,-0.08475010562235963,0.002189593380578699,1.2999000000000005,1.6681226460934857,1.814033224918088,-0.14591057882460198,0.002189593380578699
SOS,2020-12-28,1.29,1.29,1.25,1.27,123290,1.2700000000000005,1.2567819754210288,1.2534882893867805,0.003293686034248511,0.0011146607788986387,1.2700000000000005,1.728937874845269,1.7835047258538252,-0.05456685100855618,0.0011146607788986387,1.2700000000000005,1.7350722181104834,1.855163882911535,-0.12009166480105173,0.0011146607788986387
SOS,2020-12-28,1.29,1.29,1.25,1.27,123290,1.2700000000000005,1.2543786982248522,1.2521673525377228,0.002211345687129329,0.0005699044650612263,1.2700000000000005,1.812381124817136,1.8245851039221312,-0.012203979104995266,0.0005699044650612263,1.2700000000000005,1.81963080322148,1.9019769935444573,-0.08234619032297763,0.0005699044650612262
SOS,2020-12-24,1.28,1.3,1.25,1.26,159671,1.2600000000000002,1.2515384615384617,1.2507407407407407,0.0007977207977207801,0.00015954415954420043,1.2600000000000002,1.910995874783888,1.8689519122359013,0.042043962547986265,0.00015954415954420043,1.2600000000000002,1.919563676534476,1.9525351530280144,-0.032971476493538036,0.00015954415954420043
SOS,2020-12-23,1.26,1.29,1.21,1.25,229210,1.2500000000000002,1.25,1.25,0.0,0.0,1.2500000000000002,2.029358761108232,1.9176680652147744,0.11169069589345736,0.0,1.2500000000000002,2.03948434499529,2.007937965270256,0.0315463797250346,0.0
SOS,2021-01-27,2.05,2.29,1.96,2.2499,3395771,,,,,,2.2499,2.1710603540370004,1.971081510431956,0.19997884360504448,,2.2499,2.183026953176252,2.068573002491876,0.1144539506843758,
SOS,2021-01-26,2.29,2.32,2.2,2.2694,1344023,,,,,,2.2694000000000005,2.1567258729528187,1.9487760312665123,0.2079498416863064,,2.2694000000000005,2.170868217390116,2.054066842691226,0.11680137469888985,
SOS,2021-01-25,2.28,2.32,2.17,2.22,2087535,,,,,,2.2200000000000006,2.1362396680351496,1.9231261137678333,0.21311355426731607,,2.2200000000000006,2.1529533478246825,2.036840190106524,0.11611315771815844,
SOS,2021-01-22,2.05,2.13,2.01,2.11,1405175,,,,,,2.11,2.121010516768813,1.89937620286926,0.2216343138995529,,2.11,2.14076304742917,2.0221874053150457,0.1185756421141244,
SOS,2021-01-21,2.05,2.09,1.92,1.98,2032291,,,,,,1.98,2.1230124289085968,1.882526299098801,0.24048612980979625,,1.98,2.1463563287799285,2.0151623977402493,0.13119393103967925,
SOS,2021-01-20,2.16,2.22,2.05,2.11,2341852,,,,,,2.11,2.14901468871016,1.874728403026705,0.27428628568345514,,2.11,2.1766029340126427,2.017975389559469,0.15862754445317329,
SOS,2021-01-19,2.44,2.47,2.26,2.28,3607967,,,,,,2.28,2.156108268475644,1.8559066752688416,0.3002015932068021,,2.28,2.1887125583785783,2.0106134207242268,0.1780991376543506,
SOS,2021-01-19,2.44,2.47,2.26,2.28,3607967,,,,,,2.28,2.133582499107579,1.8219792092903488,0.3116032898172301,,2.28,2.172114841720137,1.989062494382165,0.18305234733797196,
SOS,2021-01-15,2.35,2.4,2.1,2.38,7582645,,,,,,2.3800000000000003,2.106961135308957,1.7853375460335767,0.32162358927538026,,2.3800000000000003,2.152499358396526,1.9657874939327384,0.1867118644637875,
SOS,2021-01-14,2.56,3.3,2.44,2.935,9561486,,,,,,2.9350000000000005,2.057317705365131,1.7377645497162628,0.3195531556488682,,2.9350000000000005,2.1111356053777124,1.9326504934473576,0.17848511193035474,
SOS,2021-01-13,2.52,2.53,2.35,2.3788,1539772,,,,,,2.3788000000000005,1.8977391063406093,1.6419857136935638,0.25575339264704544,,2.3788000000000005,1.9613420790827512,1.8524625329231459,0.10887954615960503,
SOS,2021-01-12,2.16,2.24,2.0,2.17,1772328,,,,,,2.17,1.8102734893116288,1.583040570789049,0.2272329185225801,,2.17,1.8854406389159784,1.8103555355569976,0.07508510335898078,
SOS,2021-01-11,1.88,1.99,1.78,1.98,1446149,,,,,,1.9800000000000004,1.7448686691864703,1.5360838164521726,0.20878485273429792,,1.9800000000000004,1.8337025732643384,1.7815839784015577,0.05211859486278092,
SOS,2021-01-08,1.9,1.95,1.7,1.7398,8703832,,,,,,1.7398000000000002,1.7021175181294654,1.5005705217683465,0.2015469963611192,,1.7398000000000002,1.8071030411305817,1.7657106966736817,0.04139234445689999,
SOS,2021-01-07,3.06,4.1,3.0,3.4989,38566214,,,,,,3.4989,1.6952661577893684,1.4814321635098138,0.2138339942795544,,3.4989,1.8193399576997789,1.7677835524075765,0.0515564052922024,
SOS,2021-01-06,1.47,1.4723,1.45,1.45,37191,,,,,,1.4500000000000002,1.3673327319328898,1.3200347365905991,0.04729799534229096,,1.4500000000000002,1.5139654045542843,1.6292942366001826,-0.1153288320458985,
SOS,2021-01-05,1.41,1.44,1.3,1.3699,140642,,,,,,1.3699,1.3523023195570518,1.309637515517847,0.04266480403920482,,1.3699,1.5255954781096084,1.6436377755281972,-0.11804229741858885,
SOS,2021-01-04,1.48,1.48,1.41,1.45,51685,,,,,,1.4500000000000002,1.3491027412946976,1.304816516759275,0.04428622453542297,,1.4500000000000002,1.5539037468568102,1.6655367975704531,-0.11163305071364316,
SOS,2021-01-04,1.48,1.48,1.41,1.45,51685,,,,,,1.4500000000000004,1.3307577851664607,1.2932018381000163,0.03755594706644416,,1.4500000000000004,1.5727953371944117,1.6827797413760894,-0.10998440418167776,
SOS,2020-12-31,1.39,1.4457,1.37,1.4427,36824,,,,,,1.4427000000000003,1.3090773824694537,1.280657985148018,0.028419397321435506,,1.4427000000000003,1.59512176213885,1.701402120686177,-0.10628035854732663,
SOS,2020-12-30,1.32,1.42,1.32,1.4023,137879,,,,,,1.4023000000000003,1.2847823611002631,1.2676946239598594,0.017087737140403902,,1.4023000000000003,1.6228348098004588,1.7220982903410709,-0.09926348054061183,
SOS,2020-12-29,1.33,1.35,1.27,1.2999,185343,,,,,,1.2999000000000005,1.2634155176639474,1.2569261938766485,0.006489323787299162,,1.2999000000000005,1.6629320479459968,1.7476821535683569,-0.08475010562235963,
SOS,2020-12-28,1.29,1.29,1.25,1.27,123290,,,,,,1.2700000000000005,1.2567819754210288,1.2534882893867805,0.003293686034248511,,1.2700000000000005,1.728937874845269,1.7835047258538252,-0.05456685100855618,
SOS,2020-12-28,1.29,1.29,1.25,1.27,123290,,,,,,1.2700000000000005,1.2543786982248522,1.2521673525377228,0.002211345687129329,,1.2700000000000005,1.812381124817136,1.8245851039221312,-0.012203979104995266,
SOS,2020-12-24,1.28,1.3,1.25,1.26,159671,,,,,,1.2600000000000002,1.2515384615384617,1.2507407407407407,0.0007977207977207801,,1.2600000000000002,1.9109958747838882,1.8689519122359015,0.042043962547986265,
SOS,2020-12-23,1.26,1.29,1.21,1.25,229210,,,,,,1.2500000000000002,1.25,1.25,0.0,,1.2500000000000002,2.0293587611082318,1.9176680652147744,0.11169069589345736,
SOS,2021-01-27,2.05,2.29,1.96,2.2499,3395771,,,,,,,,,,,2.2499,2.1710603540370004,1.9710815104319561,0.19997884360504448,
SOS,2021-01-26,2.29,2.32,2.2,2.2694,1344023,,,,,,,,,,,2.2694000000000005,2.1567258729528187,1.9487760312665123,0.2079498416863064,
SOS,2021-01-25,2.28,2.32,2.17,2.22,2087535,,,,,,,,,,,2.2200000000000006,2.1362396680351496,1.9231261137678333,0.21311355426731612,
SOS,2021-01-22,2.05,2.13,2.01,2.11,1405175,,,,,,,,,,,2.11,2.121010516768813,1.89937620286926,0.2216343138995529,
SOS,2021-01-21,2.05,2.09,1.92,1.98,2032291,,,,,,,,,,,1.98,2.1230124289085968,1.882526299098801,0.24048612980979625,
SOS,2021-01-20,2.16,2.22,2.05,2.11,2341852,,,,,,,,,,,2.11,2.1490146887101598,1.874728403026705,0.27428628568345514,
SOS,2021-01-19,2.44,2.47,2.26,2.28,3607967,,,,,,,,,,,2.28,2.156108268475644,1.8559066752688416,0.3002015932068021,
SOS,2021-01-19,2.44,2.47,2.26,2.28,3607967,,,,,,,,,,,2.28,2.133582499107579,1.8219792092903488,0.3116032898172301,
SOS,2021-01-15,2.35,2.4,2.1,2.38,7582645,,,,,,,,,,,2.3800000000000003,2.106961135308957,1.7853375460335767,0.32162358927538026,
SOS,2021-01-14,2.56,3.3,2.44,2.935,9561486,,,,,,,,,,,2.9350000000000005,2.057317705365131,1.7377645497162628,0.3195531556488682,
SOS,2021-01-13,2.52,2.53,2.35,2.3788,1539772,,,,,,,,,,,2.3788000000000005,1.8977391063406093,1.6419857136935638,0.25575339264704544,
SOS,2021-01-12,2.16,2.24,2.0,2.17,1772328,,,,,,,,,,,2.17,1.8102734893116292,1.583040570789049,0.2272329185225801,
SOS,2021-01-11,1.88,1.99,1.78,1.98,1446149,,,,,,,,,,,1.9800000000000004,1.7448686691864703,1.5360838164521726,0.20878485273429792,
SOS,2021-01-08,1.9,1.95,1.7,1.7398,8703832,,,,,,,,,,,1.7398000000000002,1.7021175181294654,1.5005705217683465,0.2015469963611192,
SOS,2021-01-07,3.06,4.1,3.0,3.4989,38566214,,,,,,,,,,,3.4989,1.6952661577893684,1.4814321635098138,0.2138339942795544,
SOS,2021-01-06,1.47,1.4723,1.45,1.45,37191,,,,,,,,,,,1.4500000000000002,1.3673327319328898,1.3200347365905991,0.04729799534229096,
SOS,2021-01-05,1.41,1.44,1.3,1.3699,140642,,,,,,,,,,,1.3699,1.3523023195570518,1.309637515517847,0.042664804039204814,
SOS,2021-01-04,1.48,1.48,1.41,1.45,51685,,,,,,,,,,,1.4500000000000002,1.3491027412946976,1.304816516759275,0.04428622453542297,
SOS,2021-01-04,1.48,1.48,1.41,1.45,51685,,,,,,,,,,,1.4500000000000004,1.3307577851664607,1.2932018381000163,0.03755594706644416,
SOS,2020-12-31,1.39,1.4457,1.37,1.4427,36824,,,,,,,,,,,1.4427000000000003,1.3090773824694537,1.280657985148018,0.028419397321435506,
SOS,2020-12-30,1.32,1.42,1.32,1.4023,137879,,,,,,,,,,,1.4023000000000003,1.2847823611002631,1.2676946239598594,0.017087737140403902,
SOS,2020-12-29,1.33,1.35,1.27,1.2999,185343,,,,,,,,,,,1.2999000000000005,1.2634155176639474,1.2569261938766485,0.006489323787299162,
SOS,2020-12-28,1.29,1.29,1.25,1.27,123290,,,,,,,,,,,1.2700000000000005,1.2567819754210288,1.2534882893867805,0.003293686034248511,
SOS,2020-12-28,1.29,1.29,1.25,1.27,123290,,,,,,,,,,,1.2700000000000005,1.2543786982248522,1.2521673525377228,0.002211345687129329,
SOS,2020-12-24,1.28,1.3,1.25,1.26,159671,,,,,,,,,,,1.2600000000000002,1.2515384615384617,1.2507407407407407,0.0007977207977207801,
SOS,2020-12-23,1.26,1.29,1.21,1.25,229210,,,,,,,,,,,1.2500000000000002,1.25,1.25,0.0,
