Symbol,Date,Open,High,Low,Close,Volume,TEUM SMA_x,TEUM spanTwelveEMA_x,TEUM spanTwntySixEMA_x,TEUM_x,TEUM_y,TEUM SMA_y,TEUM spanTwelveEMA_y,TEUM spanTwntySixEMA_y,TEUM_x.1,TEUM_y.1,TEUM SMA,TEUM spanTwelveEMA,TEUM spanTwntySixEMA,TEUM_x,TEUM_y
TEUM,2021-01-27,0.581,0.63,0.58,0.6,71780,0.6,0.5844020705369399,0.5912605126073175,-0.006858442070377446,-0.006763866956230377,0.6,0.5840045361573843,0.588050892039923,-0.004046355882538655,-0.006763866956230377,0.6,0.5839993713117329,0.5876169456780561,-0.003617574366323262,-0.0067638669562303765
TEUM,2021-01-26,0.581,0.63,0.58,0.593,119138,0.5930000000000001,0.5815660833618382,0.5905613536159029,-0.008995270254064658,-0.0067402231776935795,0.5930000000000001,0.5810962700041815,0.5870949634031168,-0.005998693398935329,-0.0067402231776935795,0.5930000000000001,0.5810901660956843,0.5866263013323006,-0.005536135236616335,-0.00674022317769358
TEUM,2021-01-25,0.56,0.56,0.545,0.56,68115,0.56,0.5794871894276271,0.5903662619051752,-0.010879072477548156,-0.006176461408600811,0.56,0.5789319554594872,0.5866225604753662,-0.007690605015879037,-0.006176461408600811,0.56,0.5789247417494451,0.5861164054388847,-0.007191663689439577,-0.006176461408600811
TEUM,2021-01-22,0.56,0.56,0.54,0.545,12448,0.5449999999999999,0.5830303147781046,0.5927955628575892,-0.009765248079484534,-0.005000808641364001,0.5449999999999999,0.5823741291793939,0.5887523653133956,-0.0063782361340016785,-0.005000808641364001,0.5449999999999999,0.5823656038857078,0.5882057178739954,-0.005840113988287654,-0.005000808641364001
TEUM,2021-01-21,0.56,0.575,0.54,0.55,15666,0.5499999999999999,0.5899449174650327,0.5966192078861963,-0.00667429042116352,-0.0038096987818338666,0.5499999999999999,0.5891694253938291,0.5922525545384673,-0.003083129144638153,-0.0038096987818338666,0.5499999999999999,0.5891593500467456,0.5916621753039151,-0.0025028252571694947,-0.0038096987818338666
TEUM,2021-01-20,0.515,0.595,0.515,0.585,117661,0.5849999999999997,0.5972076297314023,0.6003487445170921,-0.0031411147856896804,-0.0030935508720014533,0.5849999999999997,0.596291139101798,0.5956327589015447,0.0006583802002533279,-0.0030935508720014533,0.5849999999999997,0.5962792318734266,0.5949951493282283,0.0012840825451982953,-0.003093550872001453
TEUM,2021-01-19,0.5870000000000001,0.595,0.58,0.595,55072,0.5949999999999998,0.5994271987734755,0.6015766440784593,-0.002149445304983844,-0.003081659893579368,0.5949999999999998,0.5983440734839431,0.5964833796136683,0.0018606938702748765,-0.003081659893579368,0.5949999999999998,0.5983300013049587,0.5957947612744865,0.00253524003047223,-0.003081659893579368
TEUM,2021-01-19,0.5870000000000001,0.595,0.58,0.595,55072,0.5949999999999998,0.6002321440050165,0.6021027756047361,-0.0018706315997196745,-0.003314713540728249,0.5949999999999998,0.5989520868446601,0.5966020499827618,0.002350036861898275,-0.003314713540728249,0.5949999999999998,0.5989354560876785,0.5958583421764454,0.003077113911233109,-0.003314713540728249
TEUM,2021-01-15,0.5955,0.615,0.5955,0.6,44203,0.5999999999999999,0.6011834429150195,0.602670997653115,-0.0014875547380955867,-0.0036757340259803923,0.5999999999999999,0.5996706480891437,0.5967302139813827,0.002940434107761014,-0.0036757340259803923,0.5999999999999999,0.5996509935581654,0.5959270095505611,0.0037239840076043204,-0.0036757340259803923
TEUM,2021-01-14,0.605,0.6075,0.5996,0.605,49321,0.6049999999999999,0.6013986143541139,0.6028846774653643,-0.0014860631112504352,-0.0042227788479515934,0.6049999999999999,0.5996107659235335,0.5964686310998933,0.003142134823640119,-0.0042227788479515934,0.6049999999999999,0.5995875378414682,0.595601170314606,0.003986367526862211,-0.0042227788479515934
