Symbol,Date,Open,High,Low,Close,Volume,REPH SMA_x,REPH spanTwelveEMA_x,REPH spanTwntySixEMA_x,REPH_x,REPH_y,REPH SMA_y,REPH spanTwelveEMA_y,REPH spanTwntySixEMA_y,REPH_x.1,REPH_y.1,REPH SMA,REPH spanTwelveEMA,REPH spanTwntySixEMA,REPH_x,REPH_y
REPH,2021-01-13,2.88,2.93,2.82,2.8537,89757,2.8537,3.0219382072442595,3.0693602693453816,-0.047422062101122535,-0.02292686504439563,2.8537,3.0219274824364715,3.064737835713069,-0.0428103532765971,-0.022926865044395645,2.8537,3.021927343097638,3.0641128745328934,-0.04218553143525483,-0.02292686504439563
REPH,2021-01-12,3.04,3.04,2.93,2.9686,133076,2.9686000000000003,3.0525269721977613,3.0866130908930125,-0.034086118695251244,-0.01680306578021401,2.9686000000000003,3.0525142974249215,3.0816208625701145,-0.029106565145192945,-0.01680306578021403,2.9686000000000003,3.0525141327517544,3.080945904495524,-0.02843177174376965,-0.01680306578021401
REPH,2021-01-11,2.95,3.03,2.95,3.01,61076,3.01,3.0677864216882638,3.0960541381644533,-0.028267716476189975,-0.012482302551454702,3.01,3.0677714424112708,3.0906625315757235,-0.022891089164452705,-0.012482302551454728,3.01,3.0677712477975283,3.089933576855166,-0.02216232905763782,-0.012482302551454702
REPH,2021-01-08,3.07,3.0753,2.99,3.035,36893,3.035,3.078293043813402,3.1029384692176096,-0.024645425404207444,-0.008535949070270993,3.035,3.0782753410315022,3.097115534101781,-0.018840193070278843,-0.008535949070271026,3.035,3.0782751110334425,3.09632826300358,-0.018053151970137016,-0.008535949070270993
REPH,2021-01-07,3.04,3.1,2.92,2.99,47559,2.99,3.08616450632493,3.1083735467550184,-0.022209040430088308,-0.004508579986786879,2.99,3.0861435848554115,3.102084776829924,-0.015941191974512048,-0.004508579986786922,2.99,3.0861433130395226,3.1012345240438663,-0.01509121100434374,-0.004508579986786879
REPH,2021-01-06,3.14,3.2,3.08,3.13,145494,3.13,3.103648962020372,3.11784343049542,-0.014194468475047906,-8.346487596152001e-05,3.13,3.1036242366473044,3.111051558976317,-0.007427322329013106,-8.346487596157335e-05,3.13,3.103623915410345,3.110133285967376,-0.00650937055703027,-8.346487596152001e-05
REPH,2021-01-05,3.1,3.1,3.0,3.06,48247,3.06,3.0988578642058933,3.116870904935053,-0.01801304072915899,0.003444286023810077,3.06,3.0988286433104504,3.1095356836944226,-0.010707040383972187,0.0034442860238100103,3.06,3.0988282636667717,3.108543948844765,-0.00971568517799426,0.0034442860238100767
REPH,2021-01-04,2.93,3.02,2.93,2.9878,129013,2.9878,3.105922930425148,3.1214205773298573,-0.015497646904709672,0.008808617712052566,2.9878,3.1058883966396236,3.1134985383899765,-0.0076101417503529065,0.008808617712052479,2.9878,3.10588794796982,3.1124274647523467,-0.006539516782526622,0.008808617712052566
REPH,2021-01-04,2.93,3.02,2.93,2.9878,129013,2.9878,3.127399826866084,3.132110223516246,-0.004710396650162263,0.014885183866243016,2.9878,3.127359014210464,3.1235544214611752,0.0038045927492893475,0.014885183866242909,2.9878,3.1273584839643327,3.1223976619325344,0.004960822031798262,0.014885183866243015
REPH,2020-12-31,2.95,2.98,2.81,2.84,136713,2.84,3.152781613569008,3.1436550413975457,0.0091265721714624,0.019784078995344224,2.84,3.1527333804305484,3.134414775178069,0.018318605252479525,0.0197840789953442,2.84,3.152732753776029,3.1331654748871367,0.019567278888892314,0.019784078995344224
REPH,2020-12-30,2.96,2.968,2.92,2.92,15545,2.92,3.2096509978542818,3.1679474447093487,0.04170355314493301,0.022448455701314686,2.92,3.2095939950542847,3.1579679571923136,0.05162603786197062,0.02244845570131465,2.92,3.2095932544625803,3.156618712878108,0.052974541584472234,0.02244845570131468
REPH,2021-01-27,3.25,3.25,3.07,3.2157,127999,3.2157,3.2623148156459703,3.1877832402860973,0.07453157535987254,0.0176346813404101,3.2157,3.262247448700518,3.177005393767699,0.08524205493281878,0.01763468134041006,3.2157,3.2622465734557764,3.1755482099083565,0.08669836354741989,0.017634681340410092
REPH,2021-01-26,3.55,3.57,3.4867,3.5423,121925,3.5423,3.27079023667251,3.1855498995089846,0.08524033716352486,0.003410457835544377,3.5423,3.2707106211915216,3.173909825269115,0.09680079592240663,0.003410457835544332,3.5423,3.270709586811372,3.1723360667010247,0.09837352011034683,0.0034104578355443685
REPH,2021-01-25,3.71,3.75,3.57,3.6,48918,3.6000000000000005,3.2214248251584205,3.1570098914697033,0.06441493368871676,-0.017047011996450857,3.6000000000000005,3.2213307341354342,3.144438611290644,0.0768921228447903,-0.017047011996450912,3.6000000000000005,3.221329511686167,3.1427389520371074,0.0785905596490597,-0.017047011996450867
REPH,2021-01-22,3.5,3.65,3.45,3.62,148881,3.620000000000001,3.1525929751872237,3.12157068278728,0.031022292399943918,-0.03741249841774287,3.620000000000001,3.152481776705513,3.107993700193896,0.044488076511618235,-0.03741249841774283,3.620000000000001,3.1524803319927432,3.106158068200076,0.04632226379266724,-0.037412498417742884
REPH,2021-01-21,3.32,3.48,3.26,3.4357,193121,3.4357000000000006,3.0676098797667186,3.0816963374102633,-0.014086457643543769,-0.05452119612216457,3.4357000000000006,3.067478463379244,3.067033196209408,0.000445267169836061,-0.054521196122164516,3.4357000000000006,3.067476755991424,3.065050713656082,0.002426042335341716,-0.054521196122164585
REPH,2021-01-20,3.08,3.109,3.03,3.065,88491,3.065,3.0006844033606677,3.0533760444030835,-0.052691641042415416,-0.06462988074181955,3.065,3.0005290930845603,3.03753985190616,-0.03701075882159932,-0.06462988074181948,3.065,3.000527075262592,3.0353987707485683,-0.034871695485976684,-0.06462988074181956
REPH,2021-01-19,2.99,3.0,2.95,2.99,57214,2.99,2.988990658517153,3.05244612795533,-0.06345546943817659,-0.06761444066667048,2.99,2.9888071100090263,3.035343040058652,-0.0465359300496262,-0.0676144406666705,2.99,2.9888047253103363,3.033030672408453,-0.04422594709811767,-0.0676144406666705
REPH,2021-01-19,2.99,3.0,2.95,2.99,57214,2.99,2.9888071418839086,3.0574418181917564,-0.06863467630784781,-0.06865418347379383,2.99,2.988590220919758,3.0389704832633435,-0.050380262343586064,-0.06865418347379386,2.99,2.9885874026394887,3.036473126201129,-0.04788572356164167,-0.06865418347379386
REPH,2021-01-15,2.95,2.97,2.91,2.96,49531,2.96,2.9885902585900737,3.062837163647097,-0.07424690505702314,-0.06865906026528032,2.96,2.988333897450623,3.0428881219244115,-0.05455422447378844,-0.06865906026528036,2.96,2.9883305667557587,3.04019097629722,-0.051860409541461205,-0.06865906026528036
REPH,2021-01-14,2.97,2.97,2.86,2.91,32415,2.91,2.9937884874246325,3.0710641367388654,-0.07727564931423236,-0.06726209906734462,2.91,2.9934855151689184,3.0495191716783645,-0.05603365650944614,-0.06726209906734466,2.91,2.993481578893169,3.0466062544009977,-0.05312467550782829,-0.06726209906734466
REPH,2021-01-13,2.88,2.93,2.82,2.8537,89757,2.8537,3.0090227578654747,3.0839492676779736,-0.07492650981249893,-0.06475871150562257,2.8537,3.0086646997450854,3.0606807054126337,-0.05201600566754827,-0.06475871150562262,2.8537,3.0086600477828367,3.0575347547530782,-0.0488747069702411,-0.06475871150562262
REPH,2021-01-12,3.04,3.04,2.93,2.9686,133076,2.9686000000000003,3.0372632592955617,3.102369209092212,-0.06510594979665019,-0.062216761928903484,2.9686000000000003,3.0368400996987366,3.077239161845644,-0.040399062146906584,-0.06221676192890355,2.9686000000000003,3.0368346019251717,3.073841535133324,-0.03700693320815285,-0.06221676192890355
REPH,2021-01-11,2.95,3.03,2.95,3.01,61076,3.01,3.049747488258391,3.1130707458195888,-0.06332325756119772,-0.06149446496196681,3.01,3.0492473905530533,3.0859302947932954,-0.03668290424024212,-0.06149446496196687,3.01,3.049240893184293,3.0822608579439903,-0.03301996475969693,-0.06149446496196688
REPH,2021-01-08,3.07,3.0753,2.99,3.035,36893,3.035,3.0569743043053714,3.1213164054851563,-0.06434210117978445,-0.061037266812159076,3.035,3.0563832797445176,3.0920047183767587,-0.03562143863224153,-0.06103726681215916,3.035,3.056375601035983,3.0880417265795086,-0.03166612554352621,-0.06103726681215916
REPH,2021-01-07,3.04,3.1,2.92,2.99,47559,2.99,3.060969632360893,3.1282217179239686,-0.06725208556307427,-0.06021105822025264,2.99,3.0602711487889747,3.0965650958469,-0.0362939470579251,-0.060211058220252724,2.99,3.060262073951616,3.092285064705869,-0.0320229907542533,-0.06021105822025272
REPH,2021-01-06,3.14,3.2,3.08,3.13,145494,3.13,3.0738732018810566,3.1392794553578853,-0.06540625347682871,-0.05845080138454699,3.13,3.0730477212960614,3.105090303514652,-0.0320425822185908,-0.05845080138454699,3.13,3.0730369964882738,3.1004678698823387,-0.027430873394065358,-0.05845080138454699
REPH,2021-01-05,3.1,3.1,3.0,3.06,48247,3.06,3.063668329495794,3.140021811786516,-0.07635348229072214,-0.05671193836147655,3.06,3.062692761531709,3.1030975277958244,-0.04040476626411538,-0.05671193836147655,3.06,3.062680086758869,3.0981052994729263,-0.03542521271405752,-0.05671193836147655
REPH,2021-01-04,2.93,3.02,2.93,2.9878,129013,2.9878,3.0643352984950285,3.1464235567294376,-0.08208825823440867,-0.05180155237916514,2.9878,3.063182354537474,3.1065453300194905,-0.04336297548201662,-0.05180155237916514,2.9878,3.0631673752604813,3.1011537234307607,-0.03798634817027935,-0.051801552379165144
REPH,2021-01-04,2.93,3.02,2.93,2.9878,129013,2.9878,3.078250807312307,3.1591134412677926,-0.08086263395548565,-0.044229875915354135,2.9878,3.0768882371806514,3.11604495642105,-0.03915671924039898,-0.044229875915354135,2.9878,3.0768705343987506,3.1102220213052214,-0.03335148690647083,-0.04422987591535414
REPH,2020-12-31,2.95,2.98,2.81,2.84,136713,2.84,3.094696408641817,3.172818516569216,-0.07812210792739904,-0.03507168640532126,2.84,3.0930860984862236,3.1263045529347337,-0.033218454448510126,-0.03507168640532126,2.84,3.0930651770167055,3.1200157830096398,-0.02695060599293431,-0.03507168640532126
REPH,2020-12-30,2.96,2.968,2.92,2.92,15545,2.92,3.1410048465766938,3.199443997894753,-0.05843915131806021,-0.02430908102480181,2.92,3.139101752756446,3.149208917169512,-0.010107164413065915,-0.02430908102480181,2.92,3.1390770273833786,3.14241704565041,-0.003340018267031564,-0.02430908102480181
REPH,2020-12-29,3.0,3.04,2.9691,2.995,129863,2.995,3.1811875459542733,3.221799517726333,-0.040611971772059885,-0.015776563451487428,2.995,3.1789384350758,3.1675456305430734,0.011392804532726508,-0.015776563451487428,2.995,3.1789092141803565,3.1602104093024432,0.01869880487791331,-0.015776563451487428
REPH,2020-12-28,3.16,3.2,3.07,3.14,102144,3.14,3.2150398270368683,3.2399434791444395,-0.024903652107571617,-0.009567711371344314,3.14,3.2123817869077635,3.1813492809865203,0.03103250592124418,-0.009567711371344314,3.14,3.2123472531222395,3.1734272420466385,0.0389200110756005,-0.009567711371344314
REPH,2020-12-28,3.16,3.2,3.07,3.14,102144,3.1399999999999992,3.2286834319526627,3.247938957475995,-0.01925552552333221,-0.0057337261872875975,3.1399999999999992,3.225542111800084,3.1846572234654413,0.04088488833464332,-0.0057337261872875975,3.1399999999999992,3.2255012991444647,3.1761014214103698,0.049399877734095377,-0.005733726187287598
REPH,2020-12-24,3.21,3.21,3.12,3.12,36832,3.12,3.2448076923076923,3.2565740740740745,-0.011766381766382228,-0.002353276353276446,3.12,3.241095223036464,3.1882298013426764,0.052865421693787606,-0.002353276353276446,3.12,3.2410469898980043,3.1789895351231987,0.062057454774805176,-0.002353276353276446
REPH,2020-12-23,3.28,3.29,3.23,3.2675,84769,3.2674999999999987,3.2675,3.2675,0.0,0.0,3.2674999999999987,3.2631125363158207,3.1936881854500894,0.06942435086573084,0.0,3.2674999999999987,3.2630555335158236,3.1837086979330547,0.07934683558276845,0.0
REPH,2021-01-27,3.25,3.25,3.07,3.2157,127999,,,,,,3.2156999999999987,3.2623148156459703,3.1877832402860973,0.07453157535987254,,3.2156999999999987,3.262247448700518,3.177005393767699,0.08524205493281878,
REPH,2021-01-26,3.55,3.57,3.4867,3.5423,121925,,,,,,3.5422999999999987,3.27079023667251,3.1855498995089846,0.08524033716352486,,3.5422999999999987,3.2707106211915216,3.173909825269115,0.09680079592240663,
REPH,2021-01-25,3.71,3.75,3.57,3.6,48918,,,,,,3.5999999999999988,3.2214248251584205,3.157009891469704,0.06441493368871676,,3.5999999999999988,3.2213307341354342,3.144438611290644,0.0768921228447903,
REPH,2021-01-22,3.5,3.65,3.45,3.62,148881,,,,,,3.619999999999999,3.152592975187224,3.1215706827872802,0.031022292399943918,,3.6199999999999988,3.152481776705513,3.1079937001938958,0.044488076511618235,
REPH,2021-01-21,3.32,3.48,3.26,3.4357,193121,,,,,,3.435699999999999,3.0676098797667186,3.0816963374102633,-0.014086457643543769,,3.435699999999999,3.067478463379244,3.0670331962094077,0.000445267169836061,
REPH,2021-01-20,3.08,3.109,3.03,3.065,88491,,,,,,3.064999999999998,3.000684403360668,3.0533760444030835,-0.052691641042415416,,3.064999999999998,3.0005290930845603,3.03753985190616,-0.03701075882159932,
REPH,2021-01-19,2.99,3.0,2.95,2.99,57214,,,,,,2.989999999999998,2.988990658517153,3.05244612795533,-0.06345546943817659,,2.989999999999998,2.9888071100090263,3.0353430400586516,-0.0465359300496262,
REPH,2021-01-19,2.99,3.0,2.95,2.99,57214,,,,,,2.9899999999999984,2.9888071418839086,3.0574418181917564,-0.06863467630784781,,2.9899999999999984,2.988590220919758,3.0389704832633435,-0.050380262343586064,
REPH,2021-01-15,2.95,2.97,2.91,2.96,49531,,,,,,2.959999999999998,2.9885902585900737,3.062837163647097,-0.07424690505702314,,2.959999999999998,2.988333897450623,3.0428881219244115,-0.05455422447378844,
REPH,2021-01-14,2.97,2.97,2.86,2.91,32415,,,,,,2.9099999999999984,2.9937884874246325,3.0710641367388654,-0.07727564931423236,,2.9099999999999984,2.9934855151689184,3.0495191716783645,-0.05603365650944614,
REPH,2021-01-13,2.88,2.93,2.82,2.8537,89757,,,,,,2.853699999999998,3.0090227578654747,3.0839492676779736,-0.07492650981249893,,2.853699999999998,3.008664699745085,3.0606807054126337,-0.05201600566754827,
REPH,2021-01-12,3.04,3.04,2.93,2.9686,133076,,,,,,2.9685999999999986,3.0372632592955617,3.102369209092212,-0.06510594979665019,,2.9685999999999986,3.036840099698737,3.0772391618456436,-0.04039906214690658,
REPH,2021-01-11,2.95,3.03,2.95,3.01,61076,,,,,,3.0099999999999985,3.049747488258391,3.1130707458195888,-0.06332325756119772,,3.0099999999999985,3.0492473905530533,3.0859302947932954,-0.03668290424024212,
REPH,2021-01-08,3.07,3.0753,2.99,3.035,36893,,,,,,3.0349999999999984,3.0569743043053714,3.1213164054851563,-0.06434210117978445,,3.0349999999999984,3.0563832797445176,3.0920047183767587,-0.035621438632241535,
REPH,2021-01-07,3.04,3.1,2.92,2.99,47559,,,,,,2.9899999999999984,3.060969632360893,3.1282217179239686,-0.06725208556307427,,2.9899999999999984,3.0602711487889747,3.0965650958468998,-0.0362939470579251,
REPH,2021-01-06,3.14,3.2,3.08,3.13,145494,,,,,,3.129999999999998,3.0738732018810566,3.1392794553578853,-0.06540625347682871,,3.129999999999998,3.0730477212960614,3.1050903035146518,-0.0320425822185908,
REPH,2021-01-05,3.1,3.1,3.0,3.06,48247,,,,,,3.0599999999999983,3.063668329495794,3.140021811786516,-0.07635348229072214,,3.0599999999999983,3.062692761531709,3.1030975277958244,-0.040404766264115384,
REPH,2021-01-04,2.93,3.02,2.93,2.9878,129013,,,,,,2.9877999999999982,3.0643352984950285,3.1464235567294376,-0.08208825823440867,,2.9877999999999982,3.063182354537474,3.1065453300194905,-0.04336297548201662,
REPH,2021-01-04,2.93,3.02,2.93,2.9878,129013,,,,,,2.9877999999999982,3.078250807312307,3.1591134412677926,-0.08086263395548565,,2.9877999999999982,3.0768882371806514,3.11604495642105,-0.03915671924039898,
REPH,2020-12-31,2.95,2.98,2.81,2.84,136713,,,,,,2.839999999999998,3.094696408641817,3.172818516569216,-0.07812210792739904,,2.839999999999998,3.093086098486224,3.1263045529347337,-0.033218454448510126,
REPH,2020-12-30,2.96,2.968,2.92,2.92,15545,,,,,,2.919999999999998,3.1410048465766938,3.199443997894753,-0.05843915131806021,,2.919999999999998,3.139101752756446,3.149208917169512,-0.010107164413065915,
REPH,2020-12-29,3.0,3.04,2.9691,2.995,129863,,,,,,2.9949999999999983,3.1811875459542733,3.221799517726333,-0.040611971772059885,,2.9949999999999983,3.1789384350758,3.1675456305430734,0.011392804532726508,
REPH,2020-12-28,3.16,3.2,3.07,3.14,102144,,,,,,3.1399999999999983,3.2150398270368683,3.2399434791444395,-0.024903652107571617,,3.1399999999999983,3.2123817869077635,3.18134928098652,0.03103250592124418,
REPH,2020-12-28,3.16,3.2,3.07,3.14,102144,,,,,,3.139999999999997,3.2286834319526627,3.247938957475995,-0.01925552552333221,,3.139999999999997,3.225542111800084,3.1846572234654413,0.04088488833464332,
REPH,2020-12-24,3.21,3.21,3.12,3.12,36832,,,,,,3.1199999999999983,3.2448076923076923,3.2565740740740745,-0.011766381766382228,,3.1199999999999983,3.241095223036464,3.1882298013426764,0.052865421693787606,
REPH,2020-12-23,3.28,3.29,3.23,3.2675,84769,,,,,,3.2674999999999974,3.2675,3.2675,0.0,,3.2674999999999974,3.2631125363158207,3.1936881854500894,0.06942435086573084,
REPH,2021-01-27,3.25,3.25,3.07,3.2157,127999,,,,,,,,,,,3.2156999999999973,3.2623148156459703,3.1877832402860973,0.07453157535987254,
REPH,2021-01-26,3.55,3.57,3.4867,3.5423,121925,,,,,,,,,,,3.5422999999999973,3.27079023667251,3.1855498995089846,0.08524033716352486,
REPH,2021-01-25,3.71,3.75,3.57,3.6,48918,,,,,,,,,,,3.599999999999997,3.2214248251584205,3.1570098914697033,0.06441493368871676,
REPH,2021-01-22,3.5,3.65,3.45,3.62,148881,,,,,,,,,,,3.619999999999997,3.1525929751872237,3.12157068278728,0.031022292399943918,
REPH,2021-01-21,3.32,3.48,3.26,3.4357,193121,,,,,,,,,,,3.435699999999997,3.0676098797667186,3.0816963374102633,-0.014086457643543769,
REPH,2021-01-20,3.08,3.109,3.03,3.065,88491,,,,,,,,,,,3.0649999999999964,3.0006844033606677,3.0533760444030835,-0.052691641042415416,
REPH,2021-01-19,2.99,3.0,2.95,2.99,57214,,,,,,,,,,,2.989999999999996,2.988990658517153,3.05244612795533,-0.06345546943817659,
REPH,2021-01-19,2.99,3.0,2.95,2.99,57214,,,,,,,,,,,2.9899999999999967,2.9888071418839086,3.0574418181917564,-0.06863467630784781,
REPH,2021-01-15,2.95,2.97,2.91,2.96,49531,,,,,,,,,,,2.9599999999999964,2.9885902585900737,3.062837163647097,-0.07424690505702314,
REPH,2021-01-14,2.97,2.97,2.86,2.91,32415,,,,,,,,,,,2.9099999999999966,2.9937884874246325,3.0710641367388654,-0.07727564931423236,
REPH,2021-01-13,2.88,2.93,2.82,2.8537,89757,,,,,,,,,,,2.8536999999999964,3.0090227578654747,3.0839492676779736,-0.07492650981249893,
REPH,2021-01-12,3.04,3.04,2.93,2.9686,133076,,,,,,,,,,,2.968599999999997,3.0372632592955617,3.102369209092212,-0.06510594979665019,
REPH,2021-01-11,2.95,3.03,2.95,3.01,61076,,,,,,,,,,,3.0099999999999967,3.049747488258391,3.1130707458195888,-0.06332325756119772,
REPH,2021-01-08,3.07,3.0753,2.99,3.035,36893,,,,,,,,,,,3.0349999999999966,3.0569743043053714,3.1213164054851563,-0.06434210117978445,
REPH,2021-01-07,3.04,3.1,2.92,2.99,47559,,,,,,,,,,,2.9899999999999967,3.0609696323608935,3.1282217179239686,-0.06725208556307427,
REPH,2021-01-06,3.14,3.2,3.08,3.13,145494,,,,,,,,,,,3.1299999999999963,3.0738732018810566,3.1392794553578853,-0.06540625347682871,
REPH,2021-01-05,3.1,3.1,3.0,3.06,48247,,,,,,,,,,,3.059999999999996,3.063668329495794,3.140021811786516,-0.07635348229072214,
REPH,2021-01-04,2.93,3.02,2.93,2.9878,129013,,,,,,,,,,,2.987799999999996,3.0643352984950285,3.1464235567294376,-0.08208825823440867,
REPH,2021-01-04,2.93,3.02,2.93,2.9878,129013,,,,,,,,,,,2.9877999999999965,3.078250807312307,3.1591134412677926,-0.08086263395548565,
REPH,2020-12-31,2.95,2.98,2.81,2.84,136713,,,,,,,,,,,2.8399999999999963,3.094696408641817,3.172818516569216,-0.07812210792739904,
REPH,2020-12-30,2.96,2.968,2.92,2.92,15545,,,,,,,,,,,2.9199999999999964,3.1410048465766938,3.199443997894753,-0.05843915131806021,
REPH,2020-12-29,3.0,3.04,2.9691,2.995,129863,,,,,,,,,,,2.994999999999997,3.1811875459542733,3.221799517726333,-0.040611971772059885,
REPH,2020-12-28,3.16,3.2,3.07,3.14,102144,,,,,,,,,,,3.139999999999996,3.2150398270368683,3.2399434791444395,-0.024903652107571617,
REPH,2020-12-28,3.16,3.2,3.07,3.14,102144,,,,,,,,,,,3.1399999999999957,3.2286834319526627,3.247938957475995,-0.01925552552333221,
REPH,2020-12-24,3.21,3.21,3.12,3.12,36832,,,,,,,,,,,3.119999999999996,3.2448076923076923,3.2565740740740745,-0.011766381766382228,
REPH,2020-12-23,3.28,3.29,3.23,3.2675,84769,,,,,,,,,,,3.2674999999999956,3.2675,3.2675,0.0,
