Symbol,Date,Open,High,Low,Close,Volume,ASC SMA,ASC spanTwelveEMA,ASC spanTwntySixEMA,ASC_x,ASC_y
ASC,2020-12-30,3.15,3.22,3.13,3.2097,9572,3.2097,3.241655504005035,3.309390372072309,-0.06773486806727336,-0.06591616689547365
ASC,2020-12-29,3.22,3.25,3.18,3.18,17077,3.18,3.2474655956423137,3.3173656018380933,-0.06990000619577907,-0.06546149160252361
ASC,2020-12-28,3.23,3.29,3.21,3.29,29012,3.2900000000000005,3.2597320675772803,3.3283548499851405,-0.06862278240786024,-0.06435186295420962
ASC,2020-12-28,3.23,3.29,3.21,3.29,29012,3.29,3.2542288071367853,3.331423237983952,-0.07719443084716637,-0.06328413309079696
ASC,2020-12-24,3.24,3.25,3.15,3.15,4179,3.1499999999999995,3.247724953888928,3.334737097022668,-0.08701214313373963,-0.05980655865170449
ASC,2020-12-23,3.02,3.12,3.01,3.1199,24684,3.1199,3.265493127323279,3.3495160647844813,-0.08402293746120247,-0.053005162531195596
ASC,2020-12-22,3.08,3.1,3.06,3.07,9982,3.07,3.2919646050184213,3.3678853499672394,-0.07592074494881862,-0.04525071879869388
ASC,2020-12-21,3.16,3.2,3.07,3.0955,73038,3.0955,3.332321805930861,3.3917161779646188,-0.05939437203375775,-0.037583212261162804
ASC,2020-12-18,3.3,3.31,3.2559,3.275,80817,3.275,3.3753803161001086,3.4154134722017884,-0.04003315610167979,-0.032130422318014065
ASC,2020-12-17,3.28,3.34,3.27,3.295,3233,3.2950000000000004,3.393631282663765,3.4266465499779315,-0.0330152673141666,-0.030154738872097638
ASC,2020-12-16,3.44,3.46,3.36,3.39,10101,3.390000000000001,3.411564243148087,3.437178273976166,-0.025614030828080114,-0.0294396067615804
ASC,2020-12-15,3.34,3.4,3.33,3.375,18895,3.3750000000000004,3.415485014629556,3.4409525358942585,-0.025467521264702864,-0.030396000744955694
ASC,2020-12-14,3.55,3.55,3.45,3.45,12745,3.450000000000001,3.4228459263803845,3.4462287387658,-0.02338281238541517,-0.03162812061501901
ASC,2020-12-11,3.56,3.56,3.45,3.5,15974,3.5000000000000013,3.4179088220859093,3.445927037867064,-0.0280182157811546,-0.03368944767241985
ASC,2020-12-10,3.36,3.44,3.33,3.43,16591,3.430000000000001,3.4029831533742563,3.4416012008964287,-0.038618047522172905,-0.03510725564523617
ASC,2020-12-09,3.36,3.38,3.33,3.36,15569,3.3600000000000008,3.3980709994423033,3.442529296968144,-0.04445829752584052,-0.03422955767600209
ASC,2020-12-08,3.28,3.39,3.28,3.39,18691,3.390000000000001,3.4049929993409034,3.449131640725595,-0.04413864138469181,-0.03167237271354248
ASC,2020-12-07,3.38,3.3956,3.29,3.35,20836,3.350000000000001,3.407718999221068,3.4538621719836424,-0.046143172762574736,-0.028555805545755146
ASC,2020-12-04,3.27,3.41,3.27,3.4,35699,3.400000000000001,3.418213362715808,3.4621711457423343,-0.04395778302652653,-0.024158963741550354
ASC,2020-12-03,3.28,3.31,3.26,3.31,9031,3.3100000000000014,3.4215248832095906,3.4671448374017206,-0.04561995419213005,-0.019209258920306307
ASC,2020-12-02,3.24,3.25,3.23,3.23,6791,3.2300000000000013,3.441802134702243,3.4797164243938576,-0.03791428969161492,-0.012606585102350368
ASC,2020-12-01,3.39,3.4,3.375,3.39,8684,3.390000000000001,3.4803116137390147,3.499693738345367,-0.01938212460635214,-0.0062796589550343385
ASC,2020-11-30,3.46,3.52,3.4,3.4,21921,3.400000000000001,3.496731907146108,3.508469237412996,-0.011737330266887723,-0.0030040425422048892
ASC,2020-11-27,3.47,3.54,3.47,3.5,11212,3.5000000000000004,3.5143195266272187,3.517146776406036,-0.002827249778816654,-0.0008207206110340693
ASC,2020-11-27,3.47,3.54,3.47,3.5,11212,3.5,3.5169230769230766,3.518518518518518,-0.001595441595441116,-0.00031908831908831207
ASC,2020-11-25,3.46,3.54,3.4,3.52,108468,3.52,3.52,3.52,0.0,0.0
