Symbol,Date,Open,High,Low,Close,Volume,NINE SMA,NINE spanTwelveEMA,NINE spanTwntySixEMA,NINE_x,NINE_y
NINE,2020-12-30,2.91,2.91,2.8409,2.85,8177,2.85,2.7689052121062208,2.648907290807,0.11999792129922147,0.10369245377204625
NINE,2020-12-29,2.85,2.85,2.78,2.78,5670,2.78,2.7541607052164436,2.63281987407156,0.1213408311448836,0.09961608689025266
NINE,2020-12-28,2.9,2.94,2.8538,2.92,47661,2.9199999999999995,2.7494626516194334,2.621045463997284,0.1284171876221487,0.09418490082659492
NINE,2020-12-28,2.9,2.94,2.8538,2.92,47661,2.92,2.7184558610047844,2.597129101117067,0.12132675988771745,0.08562682912770635
NINE,2020-12-24,2.91,2.91,2.74,2.7762,25853,2.7762,2.681811472096564,2.5712994292064324,0.11051204289013096,0.07670184643770356
NINE,2020-12-23,2.94,3.12,2.94,3.0492,83876,3.0491999999999995,2.6646499215686656,2.5549073835429468,0.10974253802571844,0.06824929732459659
NINE,2020-12-22,2.75,2.84,2.73,2.8202,23123,2.820199999999999,2.5947317254902407,2.5153639742263834,0.0793677512638582,0.057875987149316
NINE,2020-12-21,2.59,2.695,2.5,2.66,64904,2.66,2.5537374937611936,2.4909770921644943,0.06276040159670028,0.052503046120680665
NINE,2020-12-18,2.75,2.79,2.68,2.7539999999999996,42487,2.7539999999999987,2.5344170380814117,2.4774552595376536,0.056961778543757724,0.049938707251675984
NINE,2020-12-17,2.52,2.55,2.47,2.55,14213,2.549999999999999,2.494492863187123,2.455331680300666,0.03916118288645665,0.04818293942865544
NINE,2020-12-16,2.41,2.4219,2.3702,2.4,11704,2.3999999999999995,2.4844006564938725,2.44775821472472,0.03664244176915288,0.05043837856420513
NINE,2020-12-15,2.58,2.58,2.4,2.4,32984,2.399999999999999,2.4997462304018496,2.4515788719026976,0.04816735849915199,0.05388736276296831
NINE,2020-12-14,2.51,2.549,2.4591,2.4591,10094,2.459099999999999,2.5178819086567312,2.455705181654914,0.06217672700181742,0.05531736382892238
NINE,2020-12-11,2.62,2.67,2.37,2.51,117349,2.51,2.528569528412501,2.455433596187307,0.0731359322251941,0.05360252303569862
NINE,2020-12-10,2.43,2.69,2.4112,2.5501,149290,2.5501,2.531945806305683,2.451068283882292,0.0808775224233913,0.04871917073832474
NINE,2020-12-09,2.85,2.95,2.82,2.95,70509,2.95,2.5286450438158066,2.4431457465928754,0.08549929722293159,0.04067958281705821
NINE,2020-12-08,2.61,2.6793,2.61,2.6581,7916,2.6581,2.452035051782317,2.402597406320305,0.04943764546201157,0.029474654215589976
NINE,2020-12-07,2.42,2.48,2.34,2.48,50372,2.4799999999999995,2.4145686975609197,2.3821571988259302,0.03241149873498994,0.024483906403984464
NINE,2020-12-04,2.46,2.56,2.4392,2.5479,60537,2.547899999999999,2.4026720971174513,2.3743297747320047,0.028342322385446206,0.022502008321233207
NINE,2020-12-03,2.42,2.42,2.33,2.37,13869,2.37,2.3762670238660784,2.360444156710565,0.015822867155513176,0.021041929805179844
NINE,2020-12-02,2.16,2.2694,2.147,2.2694,18843,2.2694,2.37740648275082,2.3596796892474106,0.017726793503409333,0.02234669546759651
NINE,2020-12-01,2.2,2.3,2.2,2.3,56356,2.3,2.3970440250691505,2.366902064387204,0.030141960681946856,0.023501670958643306
NINE,2020-11-30,2.57,2.58,2.3,2.3,82977,2.3,2.414688393263541,2.3722542295381803,0.04243416372536135,0.02184159852781753
NINE,2020-11-27,2.68,2.75,2.55,2.7268,51263,2.7268,2.4355408284023667,2.378034567901234,0.05750626050113272,0.016693457228431793
NINE,2020-11-27,2.68,2.75,2.55,2.7268,51263,2.7268,2.3825846153846157,2.350133333333333,0.03245128205128234,0.006490256410256557
NINE,2020-11-25,2.6,2.6084,2.21,2.32,163525,2.3199999999999994,2.32,2.32,0.0,0.0
