Symbol,Date,Open,High,Low,Close,Volume,EPWCF SMA,EPWCF spanTwelveEMA,EPWCF spanTwntySixEMA,EPWCF_x,EPWCF_y
EPWCF,2020-12-30,0.2135,0.2149,0.2023,0.2054,35493,0.2054,0.21489748266162675,0.18357728390294556,0.031320198758681195,0.03713568281194379
EPWCF,2020-12-29,0.242,0.242,0.215,0.2175,79063,0.2175,0.21662429769101346,0.18183146661518115,0.03479283107583228,0.038589553825259436
EPWCF,2020-12-28,0.2176,0.253,0.2176,0.23,187232,0.23,0.2164650790893795,0.17897798394439565,0.037487095144983856,0.03953873451261622
EPWCF,2020-12-28,0.2176,0.253,0.2176,0.23,187232,0.23,0.2140041843783576,0.1748962226599473,0.0391079617184103,0.04005164435452431
EPWCF,2020-12-24,0.2435,0.2435,0.22662,0.22662,18988,0.22662,0.2110958542653317,0.17048792047274308,0.04060793379258862,0.04028756501355281
EPWCF,2020-12-23,0.25,0.25,0.2242,0.2242,57727,0.2242,0.20827328231357384,0.16599735411056252,0.04227592820301132,0.04020747281879386
EPWCF,2020-12-22,0.2,0.228,0.2,0.228,123524,0.2280000000000001,0.20537751546149635,0.16134114243940753,0.04403637302208882,0.039690358972739495
EPWCF,2020-12-21,0.2315,0.2315,0.2078,0.21761,121823,0.21761000000000005,0.20126433645449568,0.15600843383456012,0.04525590261993556,0.03860385546040216
EPWCF,2020-12-18,0.29375,0.29375,0.225,0.23874,145612,0.2387400000000001,0.19829239762804035,0.15108030854132493,0.04721208908671543,0.03694084367051881
EPWCF,2020-12-18,0.29375,0.29375,0.225,0.23874,145612,0.23874,0.19093828810586588,0.14406753322463092,0.04687075488123496,0.034373032316469654
EPWCF,2020-12-16,0.24,0.25,0.2068,0.2182,172412,0.2182,0.18224706776147787,0.1364937358826014,0.04575333187887648,0.031248601675278327
EPWCF,2020-12-15,0.2681,0.282,0.25,0.2656,283815,0.2656,0.17571017099083747,0.1299572347532095,0.04575293623762797,0.027622419124378794
EPWCF,2020-12-14,0.22,0.24,0.22,0.23835,200900,0.23835,0.1593665657164443,0.11910581353346625,0.04026075218297806,0.0230897898460665
EPWCF,2020-12-11,0.2,0.223,0.19,0.22,243025,0.22000000000000008,0.14500594130125238,0.10956627861614354,0.035439662685108834,0.01879704926183861
EPWCF,2020-12-10,0.1685,0.17,0.132,0.1615,638807,0.16150000000000006,0.1313706579014801,0.10073158090543503,0.03063907699604505,0.01463639590602105
EPWCF,2020-12-09,0.23,0.23199999999999998,0.209,0.21368800000000002,165902,0.21368800000000007,0.1258925957017492,0.09587010737786984,0.03002248832387938,0.010635725633515048
EPWCF,2020-12-08,0.318,0.318,0.25,0.29,1652787,0.29000000000000004,0.10992979492024907,0.08644467596809942,0.02348511895214965,0.005789034960923966
EPWCF,2020-12-07,0.12,0.1506,0.12,0.14,1102222,0.14000000000000007,0.07718975763302162,0.07016025004554738,0.007029507587474254,0.0013650139631175438
EPWCF,2020-12-04,0.0745,0.0797,0.068,0.0797,239353,0.07970000000000005,0.0657697135662983,0.06457307004919116,0.0011966435171071321,-5.110944297163049e-05
EPWCF,2020-12-03,0.075,0.075,0.0612,0.0612,111270,0.06120000000000006,0.06323693421471617,0.06336291565312645,-0.00012598143841027754,-0.00036304768299132113
EPWCF,2020-12-02,0.069,0.071,0.069,0.071,140653,0.07100000000000004,0.06360728589011913,0.06353594890537656,7.133698474255655e-05,-0.000422314244136582
EPWCF,2020-12-01,0.06548999999999999,0.067,0.061,0.067,30512,0.06700000000000005,0.062263156051958965,0.06293882481780669,-0.0006756687658477227,-0.0005457270513563701
EPWCF,2020-11-30,0.07,0.0707,0.06,0.06,353500,0.06000000000000005,0.061401911697769686,0.06261393080323123,-0.00121201910546153,-0.0005132416227335318
EPWCF,2020-11-27,0.0617,0.0617,0.05575,0.05575,157979,0.05575000000000005,0.06165680473372781,0.06282304526748972,-0.0011662405337619086,-0.0003385472520515287
EPWCF,2020-11-27,0.0617,0.0617,0.05575,0.05575,157979,0.055750000000000036,0.06273076923076923,0.0633888888888889,-0.0006581196581196684,-0.00013162393162393372
EPWCF,2020-11-25,0.06115,0.064,0.06115,0.064,13787,0.06400000000000006,0.064,0.064,0.0,0.0
