Symbol,Date,Open,High,Low,Close,Volume,NBRV SMA,NBRV spanTwelveEMA,NBRV spanTwntySixEMA,NBRV_x,NBRV_y
NBRV,2020-12-30,2.42,2.46,2.395,2.395,61193,2.395,2.648626631930357,3.0516632142155062,-0.4030365822851487,-0.42016788419276396
NBRV,2020-12-29,2.53,2.53,2.41,2.45,166580,2.4500000000000006,2.694740565008604,3.104196271352746,-0.4094557063441422,-0.42445070966966764
NBRV,2020-12-28,2.65,2.68,2.59,2.595,74754,2.5950000000000006,2.7392388495556226,3.1565319730609653,-0.4172931235053428,-0.42819946050104896
NBRV,2020-12-28,2.65,2.68,2.59,2.595,74754,2.595000000000001,2.765464094929372,3.2014545309058433,-0.4359904359764713,-0.4309260447499755
NBRV,2020-12-24,2.71,2.715,2.65,2.6799,39707,2.6799000000000004,2.796457566734712,3.2499708933783102,-0.45351332664359795,-0.42965994694335147
NBRV,2020-12-23,2.7,2.72,2.61,2.6981,140204,2.6981,2.817649851595569,3.295576564848575,-0.4779267132530056,-0.4236966020182897
NBRV,2020-12-22,2.5,2.5,2.47,2.485,89582,2.4849999999999994,2.8393861882493083,3.3433746900364607,-0.5039885017871515,-0.4101390742096106
NBRV,2020-12-21,2.45,2.47,2.44,2.4531,77431,2.4531,2.9038200406582737,3.412044665239377,-0.5082246245811031,-0.3866767173152251
NBRV,2020-12-18,2.5,2.5,2.44,2.4798,42013,2.4798,2.9857691389597782,3.488760238458528,-0.5029910994987494,-0.35628974049875545
NBRV,2020-12-17,2.38,2.46,2.37,2.44,104569,2.4400000000000004,3.0777635278615563,3.5694770575352104,-0.4917135296736541,-0.3196144007487568
NBRV,2020-12-16,2.37,2.4,2.32,2.3231,149060,2.3231000000000006,3.1937205329272937,3.6598352221380255,-0.4661146892107326,-0.27658961851753244
NBRV,2020-12-15,2.46,2.5,2.42,2.48,216457,2.4800000000000004,3.3520151752777108,3.766774039909069,-0.4147588646313579,-0.22920835084423258
NBRV,2020-12-14,2.58,2.58,2.4466,2.5,506761,2.5000000000000004,3.510563388964567,3.869715963101794,-0.359152574137227,-0.18282072239745123
NBRV,2020-12-11,2.44,2.5,2.31,2.4734,1328513,2.4734,3.6943021869581254,3.979293240149938,-0.2849910531918129,-0.1387377594625073
NBRV,2020-12-10,3.42,3.5,3.39,3.49,48869,3.49,3.9162844027686936,4.099764699361933,-0.18348029659324008,-0.102174436030181
NBRV,2020-12-09,3.68,3.7,3.61,3.64,70323,3.640000000000001,3.9937906578175455,4.148545875310888,-0.15475521749334176,-0.08184797088941635
NBRV,2020-12-08,3.85,3.85,3.75,3.76,74696,3.76,4.058116231966191,4.189229545335759,-0.13111331336956766,-0.06362115923843477
NBRV,2020-12-07,3.85,3.97,3.8,3.8299,76545,3.8299,4.112319183232772,4.22356790896262,-0.11124872572984844,-0.04674812070565154
NBRV,2020-12-04,3.75,3.84,3.75,3.8,71547,3.8,4.16366812563873,4.25506134167963,-0.0913932160408999,-0.030622969449602525
NBRV,2020-12-03,3.88,4.2299,3.72,3.88,147695,3.88,4.22978960302759,4.291466249014,-0.06167664598641043,-0.015430407801778179
NBRV,2020-12-02,3.7,3.998,3.64,3.943,225702,3.9430000000000014,4.29338771266897,4.3243835489351214,-0.030995836266150437,-0.003868848255620117
NBRV,2020-12-01,4.303,4.3999,4.291,4.356,14557,4.356,4.357094569517874,4.35489423284993,0.0022003366679435032,0.002912898747012685
NBRV,2020-11-30,4.34,4.34,4.211,4.274,34474,4.273999999999999,4.357293582157487,4.354805771477925,0.0024878106795620525,0.00309103926677998
NBRV,2020-11-27,4.39,4.468999999999999,4.355,4.428999999999999,17584,4.428999999999999,4.372437869822485,4.361270233196159,0.01116763662632625,0.0032418464135844614
NBRV,2020-11-27,4.39,4.468999999999999,4.355,4.428999999999999,17584,4.428999999999999,4.362153846153847,4.355851851851852,0.006301994301994185,0.0012603988603990147
NBRV,2020-11-25,4.413,4.5089999999999995,4.35,4.35,31327,4.3500000000000005,4.35,4.35,0.0,0.0
