Symbol,Date,Open,High,Low,Close,Volume,TRX SMA,TRX spanTwelveEMA,TRX spanTwntySixEMA,TRX_x,TRX_y
TRX,2020-12-30,0.58,0.5866,0.57,0.5749489999999999,75039,0.5749489999999999,0.6013874583497926,0.6076680295203956,-0.006280571170602989,0.0007198451832587677
TRX,2020-12-29,0.575,0.59,0.5715,0.59,132507,0.5900000000000001,0.6061944507770276,0.6102855518820273,-0.0040911011049996615,0.002469949271724207
TRX,2020-12-28,0.61,0.61,0.583,0.588,70926,0.588,0.6091388963728509,0.6119083960325895,-0.0027694996597386057,0.004110211865905174
TRX,2020-12-28,0.61,0.61,0.583,0.588,70926,0.588,0.6129823320770056,0.6138210677151966,-0.0008387356381910349,0.0058301397473161185
TRX,2020-12-24,0.59,0.6,0.59,0.591001,74485,0.591001,0.6175245742728248,0.6158867531324124,0.0016378211404124432,0.007497358593692906
TRX,2020-12-23,0.595,0.5985,0.5831,0.5985,57549,0.5984999999999999,0.6223470423224293,0.6178776133830053,0.004469428939424036,0.008962242957013021
TRX,2020-12-22,0.6,0.609899,0.593317,0.5974,111470,0.5973999999999999,0.6266828681992347,0.6194278224536457,0.007255045745588995,0.010085446461410269
TRX,2020-12-21,0.6112,0.6299,0.6,0.61,128916,0.6099999999999998,0.632007026053641,0.6211900482499373,0.01081697780370372,0.010793046640365586
TRX,2020-12-18,0.6461,0.648,0.64,0.6477,26652,0.6476999999999998,0.6360083035179395,0.6220852521099323,0.013923051408007205,0.010787063849531053
TRX,2020-12-17,0.64,0.67,0.63,0.67,102711,0.6699999999999998,0.6338825405212012,0.6200360722787268,0.013846468242474376,0.010003066959912016
TRX,2020-12-16,0.65,0.65,0.64,0.64,31614,0.6399999999999998,0.6273157297068742,0.616038958061025,0.01127677164584917,0.009042216639271424
TRX,2020-12-15,0.66,0.6649,0.6433,0.6433,78228,0.6432999999999996,0.6250094987444876,0.614122074705907,0.010887424038580671,0.008483577887626987
TRX,2020-12-14,0.6618,0.6765,0.6312,0.6751,124009,0.6750999999999996,0.6216839530616671,0.6117878406823796,0.009896112379287558,0.007882616349888565
TRX,2020-12-11,0.5710000000000001,0.5971,0.5710000000000001,0.5963,128370,0.5962999999999996,0.6119719445274248,0.60672286793697,0.0052490765904548145,0.007379242342538814
TRX,2020-12-10,0.6025,0.6025,0.59,0.5934510000000001,36964,0.5934509999999997,0.6148213889869566,0.6075566973719275,0.007264691615029073,0.007911783780559813
TRX,2020-12-09,0.625,0.625,0.611,0.61415,22940,0.6141499999999996,0.6187069142573124,0.6086851531616817,0.010021761095630688,0.008073556821942498
TRX,2020-12-08,0.649,0.649,0.6227,0.6227,34277,0.6226999999999996,0.6195354441222783,0.6082479654146162,0.011287478707662113,0.0075865057535204495
TRX,2020-12-07,0.6491,0.6491,0.605,0.6474,30289,0.6473999999999995,0.6189600703263289,0.6070918026477855,0.011868267678543432,0.006661262514985032
TRX,2020-12-04,0.6275,0.63,0.621,0.63,26830,0.6299999999999997,0.6137891740220252,0.6038671468596084,0.009922027162416748,0.005359511224095432
TRX,2020-12-03,0.6272,0.64,0.621201,0.6299,23409,0.6298999999999996,0.6108417511169388,0.6017765186083771,0.009065232508561729,0.004218882239515103
TRX,2020-12-02,0.67,0.67,0.64,0.64,65552,0.6399999999999996,0.6073766149563822,0.5995266400970473,0.007849974859334918,0.0030072946722534467
TRX,2020-12-01,0.6268,0.6271,0.62,0.625871,21001,0.6258709999999995,0.6014450904029971,0.5962887713048111,0.005156319098186146,0.0017966246254830787
TRX,2020-11-30,0.62,0.6271,0.6153,0.6153,57594,0.6152999999999996,0.5970040159308148,0.5939221930091958,0.00308182292161896,0.0009567010073073395
TRX,2020-11-27,0.61,0.6148,0.596,0.6011,30270,0.6010999999999997,0.5936774733727811,0.5922119684499315,0.0014655049228495811,0.0004254205287294344
TRX,2020-11-27,0.61,0.6148,0.596,0.6011,30270,0.6010999999999997,0.5923279230769231,0.5915009259259261,0.0008269971509970997,0.00016539943019939775
TRX,2020-11-25,0.605,0.605,0.5793,0.590733,20953,0.5907329999999997,0.590733,0.590733,0.0,0.0
