Symbol,Date,Open,High,Low,Close,Volume,AUY SMA,AUY spanTwelveEMA,AUY spanTwntySixEMA,AUY_x,AUY_y
AUY,2021-03-10,4.51,4.51,4.46,4.4679,120115,4.4679,4.362143002558466,4.495714511735848,-0.1335715091773819,-0.15590467121698398
AUY,2021-03-09,4.42,4.45,4.405,4.45,244510,4.45,4.342914457569096,4.497939672674716,-0.1550252151056197,-0.1614879617268845
AUY,2021-03-08,4.27,4.28,4.2502,4.26,104395,4.26,4.323444358945295,4.501774846488693,-0.1783304875433975,-0.1631036483822007
AUY,2021-03-05,4.29,4.33,4.29,4.3026,244413,4.3026,4.334979696935349,4.521116834207788,-0.1861371372724392,-0.15929693859190147
AUY,2021-03-04,4.19,4.2,4.16,4.192,132764,4.192,4.340866914559958,4.538598180944412,-0.1977312663844541,-0.15258688892176703
AUY,2021-03-03,4.12,4.13,4.09,4.096,185233,4.096,4.367933626298132,4.566326035419964,-0.1983924091218316,-0.14130079455609523
AUY,2021-03-02,4.07,4.09,4.07,4.0852,142821,4.0852,4.417376103806884,4.603952118253561,-0.1865760144466772,-0.1270278909146611
AUY,2021-03-01,4.1,4.15,4.07,4.145,300573,4.145,4.477771759044499,4.645452287713846,-0.1676805286693472,-0.11214086003165705
AUY,2021-02-26,4.2,4.21,4.18,4.2,246738,4.2,4.538275715234407,4.685488470730954,-0.1472127554965467,-0.09825594287223449
AUY,2021-02-25,4.45,4.475,4.4473,4.448,201741,4.448,4.599780390731572,4.724327548389431,-0.124547157657858,-0.08601673971615642
AUY,2021-02-24,4.42,4.42,4.4,4.4,189393,4.4,4.62737682541004,4.746433752260585,-0.1190569268505452,-0.07638413523073079
AUY,2021-02-23,4.55,4.57,4.52,4.5299,169199,4.5299,4.668718066393684,4.774148452441432,-0.1054303860477485,-0.06571593732577717
AUY,2021-02-22,4.48,4.5,4.43,4.46,347136,4.46,4.6939577148288985,4.793688328636747,-0.0997306138078482,-0.05578732514528431
AUY,2021-02-19,4.53,4.54,4.49,4.54,354416,4.54,4.736495481161425,4.820383394927687,-0.0838879137662615,-0.04480150297964334
AUY,2021-02-18,4.59,4.59,4.55,4.5665,105827,4.5665,4.772221932281684,4.842814066521902,-0.0705921342402184,-0.035029900282988774
AUY,2021-02-17,4.59,4.61,4.53,4.54,534413,4.54,4.809625919969263,4.864919191843654,-0.0552932718743912,-0.026139341793681346
AUY,2021-02-16,4.76,4.76,4.72,4.74,421344,4.74,4.858648814509129,4.8909127271911474,-0.0322639126820183,-0.018850859273503866
AUY,2021-02-16,4.76,4.76,4.72,4.74,421344,4.74,4.880221326238062,4.902985745366439,-0.0227644191283769,-0.015497595921375246
AUY,2021-02-12,4.87,4.88,4.82,4.8355,229222,4.8355,4.9057161128268,4.916024604995754,-0.0103084921689537,-0.01368089011962483
AUY,2021-02-11,4.94,4.96,4.93,4.96,370568,4.96,4.918482678795309,4.922466573395415,-0.0039838946001058,-0.014523989607292587
AUY,2021-02-10,4.98,5.0,4.97,4.98,121645,4.98,4.91093407493991,4.919463899267048,-0.0085298243271374,-0.017159013359089273
AUY,2021-02-09,5.03,5.05,4.99,5.0,211974,5.0,4.898376634019893,4.914621011208411,-0.0162443771885181,-0.01931631061707723
AUY,2021-02-08,4.97,4.99,4.97,4.98,253605,4.98,4.879899658387147,4.907790692105085,-0.0278910337179381,-0.020084293974217005
AUY,2021-02-05,4.79,4.8,4.77,4.785,125399,4.785,4.861699596275718,4.902013947473492,-0.0403143511977734,-0.01813260903828673
AUY,2021-02-04,4.75,4.75,4.7,4.7,323542,4.7,4.875644977416758,4.911375063271371,-0.0357300858546132,-0.012587173498415037
AUY,2021-02-03,4.86,4.86,4.8173,4.82,127592,4.82,4.907580427856168,4.92828506833308,-0.0207046404769126,-0.006801445409365486
AUY,2021-02-02,4.84,4.85,4.82,4.82,309018,4.82,4.923504142011835,4.936947873799726,-0.0134437317878912,-0.003325646642478688
AUY,2021-02-01,4.95,4.96,4.9001,4.9001,584959,4.9001,4.942323076923077,4.9463037037037045,-0.0039806267806277,-0.0007961253561255433
AUY,2021-01-29,4.93,4.95,4.9,4.95,305209,4.95,4.95,4.95,0.0,0.0
