Symbol,Date,Open,High,Low,Close,Volume,NGD SMA,NGD spanTwelveEMA,NGD spanTwntySixEMA,NGD_x,NGD_y
NGD,2021-03-10,1.78,1.78,1.75,1.75,217783,1.75,1.6594299394825374,1.7099591110219972,-0.0505291715394597,-0.07016239553003115
NGD,2021-03-09,1.72,1.72,1.7,1.705,62877,1.705,1.6429626557520898,1.706755839903757,-0.0637931841516672,-0.07507070152767398
NGD,2021-03-08,1.61,1.62,1.6,1.61,60682,1.61,1.631683138616106,1.7068963070960574,-0.0752131684799513,-0.07789008087167566
NGD,2021-03-05,1.58,1.58,1.56,1.56,14710,1.56,1.635625527455398,1.714648011663742,-0.079022484208344,-0.0785593089696067
NGD,2021-03-04,1.6,1.6,1.58,1.5961,48190,1.5961,1.6493756233563797,1.7270198525968414,-0.0776442292404617,-0.07844351515992236
NGD,2021-03-03,1.65,1.65,1.62,1.62,95878,1.62,1.6590621003302668,1.7374934408045886,-0.0784313404743217,-0.0786433366397875
NGD,2021-03-02,1.56,1.61,1.56,1.59,159624,1.59,1.6661643003903155,1.7468929160689557,-0.0807286156786402,-0.07869633568115392
NGD,2021-03-01,1.66,1.67,1.65,1.67,117079,1.67,1.6800123550067363,1.7594443493544722,-0.0794319943477357,-0.07818826568178235
NGD,2021-02-26,1.61,1.62,1.61,1.61,51328,1.61,1.6818327831897797,1.76659989730283,-0.0847671141130506,-0.07787733351529394
NGD,2021-02-25,1.67,1.68,1.66,1.679,95244,1.679,1.694893289224285,1.7791278890870563,-0.0842345998627716,-0.07615488836585482
NGD,2021-02-24,1.68,1.69,1.64,1.65,167308,1.65,1.697782978174155,1.7871381202140209,-0.0893551420398659,-0.07413496049162567
NGD,2021-02-23,1.72,1.72,1.65,1.66,266770,1.66,1.7064707923876377,1.7981091698311424,-0.0916383774435047,-0.0703299151045656
NGD,2021-02-22,1.56,1.56,1.55,1.555,111809,1.555,1.7149200273672085,1.809157903417634,-0.0942378760504256,-0.0650027995198308
NGD,2021-02-19,1.62,1.62,1.55,1.57,146036,1.57,1.7439963959794278,1.8294905356910447,-0.0854941397116169,-0.05769403038718214
NGD,2021-02-18,1.63,1.64,1.63,1.63,51967,1.63,1.7756321043393235,1.8502497785463283,-0.0746176742070046,-0.050744003056073454
NGD,2021-02-17,1.7,1.7,1.68,1.68,192829,1.68,1.8021106687646555,1.8678697608300343,-0.0657590920653792,-0.04477558526834061
NGD,2021-02-16,1.74,1.74,1.73,1.735,226374,1.735,1.8243126085400472,1.8828993416964372,-0.0585867331563902,-0.03952970856908107
NGD,2021-02-16,1.74,1.74,1.73,1.735,226374,1.735,1.8405512646382376,1.8947312890321528,-0.054180024393915,-0.03476545242225382
NGD,2021-02-12,1.74,1.7515,1.73,1.735,53864,1.735,1.859742403663372,1.9075097921547248,-0.0477673884913529,-0.029911809429338458
NGD,2021-02-11,1.82,1.82,1.81,1.815,128038,1.815,1.882422840693076,1.921310575527103,-0.0388877348340273,-0.02544791466383488
NGD,2021-02-10,1.83,1.85,1.83,1.845,126527,1.845,1.894681539000908,1.9298154215692715,-0.0351338825683635,-0.022087959621286887
NGD,2021-02-09,1.89,1.9,1.88,1.89,74131,1.89,1.9037145460919815,1.936600655294813,-0.0328861092028311,-0.018826478884517713
NGD,2021-02-08,1.9,1.9,1.88,1.885,140369,1.885,1.906208099926888,1.9403287077183984,-0.0341206077915103,-0.015311571304939287
NGD,2021-02-05,1.79,1.79,1.76,1.76,311799,1.76,1.9100641180954128,1.94475500433587,-0.0346908862404573,-0.010609312183296513
NGD,2021-02-04,1.82,1.83,1.73,1.755,831672,1.755,1.9373485032036692,1.95953540468274,-0.02218690147907,-0.004588918669006359
NGD,2021-02-03,1.89,1.92,1.885,1.89,132452,1.89,1.9705027765134275,1.9758982370573588,-0.0053954605439312,-0.00018942296649025715
NGD,2021-02-02,1.98,2.0,1.9711,1.9711,87700,1.9711,1.9851396449704144,1.982770096021948,0.0023695489484665,0.0011120864278699916
NGD,2021-02-01,2.05,2.08,2.02,2.03,402397,2.03,1.987692307692308,1.9837037037037035,0.0039886039886041,0.0007977207977209133
NGD,2021-01-29,1.99,1.99,1.9601,1.98,200521,1.98,1.98,1.98,0.0,0.0
