Symbol,Date,Open,High,Low,Close,Volume,AGRX SMA,AGRX spanTwelveEMA,AGRX spanTwntySixEMA,AGRX_x,AGRX_y
AGRX,2021-03-10,2.24,2.24,2.21,2.22,29715,2.22,2.5643491623289227,2.789226658217612,-0.2248774958886894,-0.10346569805231312
AGRX,2021-03-09,2.14,2.15,2.13,2.13,34613,2.13,2.6269581009341816,2.8347647908750213,-0.2078066899408397,-0.07311274859321903
AGRX,2021-03-08,2.22,2.26,2.15,2.1581,164290,2.1581,2.717314119285851,2.891145974145023,-0.1738318548591721,-0.03943926325631386
AGRX,2021-03-05,2.28,2.28,2.2701,2.2783,16281,2.2783,2.8189894137014604,2.9497896520766247,-0.1308002383751643,-0.005841115355599277
AGRX,2021-03-04,2.35,2.35,2.3008,2.3008,21576,2.3008,2.9172965798289985,3.003508824242755,-0.0862122444137565,0.02539866539929198
AGRX,2021-03-03,2.65,2.6691,2.65,2.6691,39345,2.6691,3.029386867070635,3.0597255301821757,-0.0303386631115403,0.0533013928525541
AGRX,2021-03-02,2.87,2.88,2.84,2.84,58531,2.84,3.094893570174387,3.0909755725967494,0.0039179975776377,0.07421140684357781
AGRX,2021-03-01,2.91,2.95,2.9,2.93,11589,2.93,3.1412378556606395,3.111053618404489,0.0301842372561504,0.0917847591600628
AGRX,2021-02-26,2.99,3.01,2.9601,2.9601,8129,2.9601,3.179644738508028,3.1255379078768484,0.0541068306311798,0.10718488963604088
AGRX,2021-02-25,3.1335,3.19,3.13,3.15,41454,3.15,3.219561963691306,3.138772940506996,0.0807890231843098,0.12045440438725613
AGRX,2021-02-24,2.97,3.03,2.9623,2.97,9684,2.97,3.2322095934533617,3.137874775747556,0.0943348177058061,0.1303707496879927
AGRX,2021-02-23,3.08,3.08,3.04,3.05,15001,3.05,3.279884064990336,3.15130475780736,0.1285793071829766,0.13937973268353945
AGRX,2021-02-22,3.34,3.34,3.33,3.33,8448,3.33,3.321681167715852,3.1594091384319483,0.1622720292839035,0.14207983905868038
AGRX,2021-02-19,3.37,3.4388,3.37,3.3982,14176,3.3982,3.3201686527550978,3.1457618695065044,0.1744067832485933,0.13703179150237446
AGRX,2021-02-18,3.48,3.55,3.48,3.532,13236,3.532,3.305981135074206,3.1255668190670245,0.1804143160071816,0.12768804356581973
AGRX,2021-02-17,3.61,3.66,3.56,3.6,51320,3.6,3.264886795996789,3.0930521645923865,0.1718346314044025,0.11450647545547923
AGRX,2021-02-16,3.38,3.38,3.37,3.3718,19579,3.3718,3.2039571225416594,3.0524963377597776,0.1514607847818818,0.10017443646824839
AGRX,2021-02-16,3.38,3.38,3.37,3.3718,19579,3.3718,3.173440235731052,3.02695204478056,0.146488190950492,0.08735284938984003
AGRX,2021-02-12,3.33,3.33,3.3055,3.3055,6949,3.3055,3.1373748240457884,2.999364208363005,0.1380106156827834,0.07256901399967702
AGRX,2021-02-11,3.46,3.5,3.442,3.4451,16493,3.4451,3.106806610235932,2.9748733450320453,0.1319332652038864,0.05620861357890043
AGRX,2021-02-10,3.74,3.74,3.69,3.6998,25121,3.6998,3.0452987211879194,2.937255212634609,0.1080435085533104,0.0372774506726538
AGRX,2021-02-09,3.14,3.15,3.1323,3.14,38038,3.14,2.926298488676632,2.876251629645378,0.0500468590312541,0.019585936202489634
AGRX,2021-02-08,3.0,3.0,2.99,2.99,19146,2.99,2.88744366843602,2.855151760017008,0.0322919084190118,0.011970705495298498
AGRX,2021-02-05,3.02,3.02,3.0035,3.0035,42657,3.0035,2.868797062697115,2.8443639008183688,0.0244331618787461,0.006890404764370158
AGRX,2021-02-04,3.0,3.0,2.96,2.96,41124,2.96,2.844305619551136,2.831633012883838,0.0126726066672979,0.0025047154857761687
AGRX,2021-02-03,2.85,2.87,2.85,2.8601,10421,2.8601,2.8232702776513428,2.821363653914545,0.0019066237367972,-3.725730960428206e-05
AGRX,2021-02-02,2.8,2.82,2.8,2.81,36749,2.81,2.8165739644970413,2.818264746227709,-0.0016907817306677,-0.0005232275712047851
AGRX,2021-02-01,2.83,2.83,2.8,2.8055,21823,2.8055,2.8177692307692306,2.818925925925926,-0.0011566951566952,-0.00023133903133905066
AGRX,2021-01-29,2.82,2.84,2.82,2.82,11208,2.82,2.82,2.82,0.0,0.0
