Symbol,Date,Open,High,Low,Close,Volume,TV SMA,TV spanTwelveEMA,TV spanTwntySixEMA,TV_x,TV_y
TV,2021-03-10,7.69,7.73,7.69,7.73,2134,7.73,7.688033072174465,7.883754856106492,-0.1957217839320266,-0.18608703095711798
TV,2021-03-09,7.74,7.75,7.715,7.74,11022,7.74,7.680402721660732,7.896055244595011,-0.2156525229342794,-0.18367834271339079
TV,2021-03-08,7.48,7.48,7.4,7.42,8865,7.42,7.669566852871775,7.908539664162612,-0.2389728112908375,-0.17568479765816863
TV,2021-03-05,7.53,7.53,7.44,7.44,7002,7.44,7.714942644303006,7.947622837295621,-0.232680192992615,-0.15986279425000138
TV,2021-03-04,7.59,7.59,7.52,7.52,8061,7.52,7.764932215994462,7.988232664279271,-0.2233004482848084,-0.14165844456434795
TV,2021-03-03,7.54,7.55,7.54,7.55,3860,7.55,7.809465346175274,8.025691277421613,-0.2162259312463392,-0.12124794363423283
TV,2021-03-02,7.41,7.45,7.4,7.45,6664,7.45,7.856640863661687,8.063746579615342,-0.2071057159536558,-0.0975034467312062
TV,2021-03-01,7.57,7.57,7.52,7.52,7954,7.52,7.930575566145629,8.11284630598457,-0.1822707398389411,-0.07010287942559379
TV,2021-02-26,7.41,7.43,7.18,7.265,80357,7.265,8.005225669081199,8.160274010463336,-0.1550483413821375,-0.04206091432225694
TV,2021-02-25,7.91,7.91,7.91,7.91,1210,7.91,8.13981215436869,8.231895931300404,-0.0920837769317142,-0.013814057557286794
TV,2021-02-24,7.71,7.8,7.71,7.73,14213,7.73,8.181596182435724,8.257647605804436,-0.0760514233687121,0.005753372286320059
TV,2021-02-23,7.79,7.8,7.79,7.79,4516,7.79,8.26370457924222,8.299859414268791,-0.0361548350265721,0.026204571200078117
TV,2021-02-22,8.0,8.0,7.9406,7.9406,7069,7.9406,8.349832684558987,8.340648167410295,0.0091845171486912,0.041794422756740675
TV,2021-02-19,8.22,8.31,8.15,8.18,4452,8.18,8.424238627206075,8.37265202080312,0.0515866064029548,0.049946899158753014
TV,2021-02-18,8.5,8.5,8.5,8.5,3058,8.5,8.468645650334452,8.38806418246737,0.0805814678670824,0.04953697234770255
TV,2021-02-17,8.58,8.63,8.5,8.5,6666,8.5,8.46294485948617,8.379109317064758,0.0838355424214114,0.04177584846785758
TV,2021-02-16,8.53,8.56,8.53,8.56,3737,8.56,8.456207561210928,8.36943806242994,0.0867694987809883,0.03126092497946911
TV,2021-02-16,8.53,8.56,8.53,8.56,3737,8.56,8.437336208703822,8.354193107424333,0.0831431012794894,0.017383781529089298
TV,2021-02-12,8.75,8.75,8.75,8.75,2651,8.75,8.415033701195426,8.337728556018279,0.0773051451771476,0.0009439515914892622
TV,2021-02-11,8.79,8.8,8.775,8.775,2493,8.775,8.354130737776414,8.30474684049974,0.0493838972766731,-0.01814634680492532
TV,2021-02-10,8.63,8.68,8.63,8.68,3463,8.68,8.277609053735763,8.26712658773972,0.0104824659960431,-0.03502890782532494
TV,2021-02-09,8.43,8.45,8.405,8.43,6734,8.43,8.204447063505901,8.234096714758897,-0.0296496512529955,-0.04640675128066697
TV,2021-02-08,8.22,8.32,8.1838,8.32,20520,8.32,8.163437438688792,8.218424451939608,-0.0549870132508161,-0.05059602628758481
TV,2021-02-05,8.13,8.19,8.13,8.15,2780,8.15,8.13497151845039,8.210298408094777,-0.075326889644387,-0.049498279546776984
TV,2021-02-04,8.05,8.05,8.05,8.05,2218,8.05,8.132239067259551,8.215122280742358,-0.0828832134828072,-0.04304112702237446
TV,2021-02-03,7.96,7.97,7.95,7.97,3092,7.97,8.147191624943105,8.228332063201748,-0.0811404382586431,-0.03308060540726626
TV,2021-02-02,7.95,7.95,7.87,7.88,16679,7.88,8.179408284023669,8.248998628257887,-0.0695903442342178,-0.02106564719442204
TV,2021-02-01,7.73,7.77,7.73,7.76,15812,7.76,8.233846153846153,8.278518518518519,-0.0446723646723654,-0.008934472934473093
TV,2021-01-29,8.15,8.32,8.15,8.32,10658,8.32,8.32,8.32,0.0,0.0
