Symbol,Date,Open,High,Low,Close,Volume,IAG SMA,IAG spanTwelveEMA,IAG spanTwntySixEMA,IAG_x,IAG_y
IAG,2021-03-10,3.14,3.15,3.125,3.1295,37249,3.1295,3.106239069676806,3.215953997531512,-0.1097149278547058,-0.11739259221010537
IAG,2021-03-09,3.17,3.18,3.16,3.17,64574,3.17,3.1020098096180435,3.2228703173340327,-0.1208605077159892,-0.11931200829895525
IAG,2021-03-08,3.06,3.06,3.05,3.05,32608,3.05,3.089647956821324,3.227099942720755,-0.1374519858994309,-0.11892488344469673
IAG,2021-03-05,3.01,3.01,3.0,3.005,12612,3.005,3.096856676243383,3.2412679381384155,-0.1444112618950326,-0.11429310783101318
IAG,2021-03-04,2.97,2.97,2.94,2.96,37998,2.96,3.1135578901058163,3.260169373189489,-0.1466114830836726,-0.10676356931500831
IAG,2021-03-03,2.94,2.95,2.918,2.9199,163165,2.9199,3.1414775064886924,3.284182923044648,-0.1427054165559558,-0.09680159087284222
IAG,2021-03-02,2.88,2.9,2.88,2.89,138922,2.89,3.181764325850273,3.3133255568882203,-0.1315612310379474,-0.08532563445206381
IAG,2021-03-01,3.07,3.07,3.01,3.04,76852,3.04,3.234812385095777,3.347191601439278,-0.1123792163435011,-0.07376673530559288
IAG,2021-02-26,3.06,3.08,3.01,3.06,197411,3.06,3.2702328187495544,3.37176692955442,-0.1015341108048657,-0.06411361504611583
IAG,2021-02-25,3.2,3.205,3.18,3.18,101190,3.18,3.3084569676131093,3.3967082839187737,-0.0882513163056644,-0.054758491106428345
IAG,2021-02-24,3.17,3.17,3.14,3.1497,78102,3.1497,3.331812779906402,3.414044946632276,-0.0822321667258738,-0.046385284806619326
IAG,2021-02-23,3.3,3.3,3.22,3.22,158742,3.22,3.3649241944348387,3.435192542362858,-0.0702683479280192,-0.037423564326805575
IAG,2021-02-22,3.26,3.28,3.21,3.2263,238721,3.2263,3.391274047968446,3.4524079457518866,-0.0611338977834408,-0.029212368426502145
IAG,2021-02-19,3.23,3.24,3.21,3.21,46421,3.21,3.421269329417254,3.470496581412038,-0.0492272519947838,-0.02123198608726748
IAG,2021-02-18,3.38,3.39,3.33,3.39,176279,3.39,3.4596819347658454,3.491336307925001,-0.0316543731591556,-0.014233169610388386
IAG,2021-02-17,3.31,3.31,3.28,3.28,139228,3.28,3.4723513774505443,3.499443212559001,-0.0270918351084565,-0.00987786872319657
IAG,2021-02-16,3.46,3.46,3.44,3.45,106525,3.45,3.507324355168825,3.516998669563721,-0.0096743143948958,-0.005574377126881565
IAG,2021-02-16,3.46,3.46,3.44,3.45,106525,3.45,3.517746965199521,3.522358563128819,-0.0046115979292982,-0.004549392809877992
IAG,2021-02-12,3.51,3.52,3.48,3.48,54423,3.48,3.530064595235797,3.528147248179124,0.0019173470566729,-0.0045338415300230465
IAG,2021-02-11,3.61,3.62,3.605,3.62,39050,3.62,3.539167248915033,3.531999028033454,0.0071682208815788,-0.006146638676697033
IAG,2021-02-10,3.59,3.6,3.59,3.59,38545,3.59,3.5244703850814023,3.5249589502761305,-0.0004885651947281,-0.009475353566266009
IAG,2021-02-09,3.6,3.6,3.58,3.58,21035,3.58,3.512555909641657,3.519755666298221,-0.007199756656564,-0.011722050659150466
IAG,2021-02-08,3.54,3.59,3.54,3.59,50449,3.59,3.5002933477583222,3.5149361196020785,-0.0146427718437562,-0.012852624159797075
IAG,2021-02-05,3.49,3.5,3.46,3.46,36089,3.46,3.4839830473507445,3.508931009170245,-0.0249479618195005,-0.012405087238807271
IAG,2021-02-04,3.425,3.425,3.3825,3.3825,60985,3.3825,3.488343601414516,3.5128454899038646,-0.0245018884893486,-0.009269368593633951
IAG,2021-02-03,3.44,3.46,3.44,3.46,57296,3.46,3.507587892580792,3.523273129096174,-0.0156852365153818,-0.005461238619705278
IAG,2021-02-02,3.44,3.44,3.4,3.4178,75945,3.4178,3.5162402366863903,3.528334979423868,-0.0120947427374775,-0.002905239145786123
IAG,2021-02-01,3.5,3.52,3.5,3.5019,90393,3.5019,3.534138461538461,3.537177777777777,-0.0030393162393163,-0.0006078632478632607
IAG,2021-01-29,3.51,3.54,3.46,3.54,96868,3.54,3.54,3.54,0.0,0.0
