Symbol,Date,Open,High,Low,Close,Volume,QTNT SMA,QTNT spanTwelveEMA,QTNT spanTwntySixEMA,QTNT_x,QTNT_y
QTNT,2021-03-10,4.3,4.35,4.3,4.3426,3702,4.3426,4.490481164425326,4.890788524108186,-0.4003073596828601,-0.3645254480121856
QTNT,2021-03-09,4.17,4.19,4.1,4.1,5279,4.1,4.517368648866294,4.9346436060368415,-0.4172749571705472,-0.355579970094517
QTNT,2021-03-08,3.89,3.96,3.89,3.96,48362,3.96,4.593253857751075,5.001415094519789,-0.4081612367687137,-0.3401562233255094
QTNT,2021-03-05,4.0,4.11,4.0,4.11,19499,4.11,4.708390922796726,5.0847283020813725,-0.3763373792846467,-0.32315496996470827
QTNT,2021-03-04,4.51,4.51,4.51,4.51,2669,4.51,4.8171892723961305,5.162706566247882,-0.3455172938517519,-0.30985936763472366
QTNT,2021-03-03,4.55,4.55,4.465,4.5002,4411,4.5002,4.873041867377244,5.214923091547713,-0.3418812241704687,-0.30094488608046654
QTNT,2021-03-02,4.62,4.62,4.61,4.61,4880,4.61,4.940831297809471,5.272100938871531,-0.3312696410620601,-0.29071080155796597
QTNT,2021-03-01,4.59,4.59,4.54,4.572,7123,4.572,5.0009824428657375,5.3250690139812535,-0.3240865711155161,-0.2805710916819424
QTNT,2021-02-26,4.65,4.65,4.53,4.5301,32275,4.5301,5.078979250659509,5.385314535099754,-0.3063352844402454,-0.2696922218235489
QTNT,2021-02-25,4.7,4.7,4.69,4.7,9114,4.7,5.178775478052146,5.453731697907735,-0.2749562198555884,-0.2605314561693748
QTNT,2021-02-24,4.94,5.1,4.94,4.96,11577,4.96,5.265825564970718,5.514030233740353,-0.2482046687696355,-0.25692526524782133
QTNT,2021-02-23,5.15,5.26,5.07,5.13,16016,5.13,5.321430213147212,5.558352652439582,-0.2369224392923694,-0.2591054143673677
QTNT,2021-02-22,5.46,5.46,5.32,5.32,5730,5.32,5.3562357064467045,5.592620864634748,-0.2363851581880434,-0.2646511581361173
QTNT,2021-02-19,5.23,5.25,5.22,5.22,10326,5.22,5.362824016709742,5.614430533805528,-0.2516065170957864,-0.2717176581231357
QTNT,2021-02-18,5.35,5.36,5.3208,5.3208,5705,5.3208,5.388792019747877,5.64598497650997,-0.2571929567620934,-0.276745443379973
QTNT,2021-02-17,5.37,5.39,5.35,5.375,39702,5.375,5.4011542051565815,5.671999774630767,-0.2708455694741856,-0.2816335650344428
QTNT,2021-02-16,5.35,5.45,5.35,5.45,17415,5.45,5.405909515185051,5.695759756601229,-0.2898502414161772,-0.2843305639245071
QTNT,2021-02-16,5.35,5.45,5.35,5.45,17415,5.45,5.397893063400516,5.715420537129327,-0.3175274737288109,-0.2829506445515896
QTNT,2021-02-12,5.13,5.13,5.05,5.05,5679,5.05,5.388419074927882,5.7366541800996735,-0.3482351051717911,-0.2743064372572842
QTNT,2021-02-11,5.08,5.095,5.08,5.095,2105,5.095,5.449949815823861,5.791586514507647,-0.3416366986837857,-0.25582427027865745
QTNT,2021-02-10,5.11,5.11,5.11,5.11,5605,5.11,5.514486145973653,5.847313435668259,-0.3328272896946052,-0.23437116317737533
QTNT,2021-02-09,5.16,5.22,5.14,5.22,26829,5.22,5.588029081605226,5.90629851052172,-0.3182694289164933,-0.20975713154806783
QTNT,2021-02-08,5.22,5.25,5.22,5.25,17443,5.25,5.654943460078904,5.961202391363457,-0.3062589312845531,-0.18262905720596145
QTNT,2021-02-05,5.36,5.37,5.33,5.3328,16921,5.3328,5.728569543729615,6.0180985826725335,-0.289529038942919,-0.15172158868631352
QTNT,2021-02-04,5.15,5.1909,5.14,5.14,14839,5.14,5.800527642589545,6.072922469286336,-0.2723948266967912,-0.11726972612216234
QTNT,2021-02-03,4.98,5.04,4.95,4.95,12202,4.95,5.920623577605826,6.147556266829243,-0.2269326892234167,-0.07848845097850511
QTNT,2021-02-02,5.18,5.4,5.18,5.29,73128,5.29,6.097100591715977,6.243360768175583,-0.1462601764596058,-0.04137739141727721
QTNT,2021-02-01,5.0,5.46,4.86,5.44,60389,5.44,6.243846153846154,6.319629629629629,-0.0757834757834752,-0.015156695156695044
QTNT,2021-01-29,6.42,6.42,6.33,6.39,41975,6.39,6.39,6.39,0.0,0.0
