Symbol,Date,Open,High,Low,Close,Volume,AAPL SMA,AAPL spanTwelveEMA,AAPL spanTwntySixEMA,AAPL_x,AAPL_y
AAPL,2021-05-03,132.01,132.12,131.83,132.0601,1128011,132.0601,133.1815665123932,130.8949406818539,2.286625830539293,2.6724774447794126
AAPL,2021-04-30,131.8,132.19,131.36,132.01,1896412,132.01,133.3854695146465,130.80172793640222,2.583741578244286,2.7689403483394424
AAPL,2021-04-29,136.47,137.07,136.42,136.72,3844913,136.72,133.63555488094585,130.7050661713144,2.930488709631448,2.815240040863231
AAPL,2021-04-28,134.29,134.67,134.25,134.62,1340836,134.62,133.07474667748147,130.22387146501956,2.850875212461915,2.786427873671177
AAPL,2021-04-27,135.06,135.41,135.01,135.1895,1303363,135.1895,132.79379152793263,129.8721811822211,2.9216103457115423,2.7703160389734918
AAPL,2021-04-26,134.83,134.96,134.5,134.925,1617712,134.925,132.35820816937496,129.4467956767988,2.9114124925761478,2.7324924622889863
AAPL,2021-04-23,132.19,132.75,132.16,132.72,896678,132.72,131.89151874562495,129.0085393309427,2.8829794146822394,2.6877624547171957
AAPL,2021-04-22,132.86,133.26,132.7,132.99,1253185,132.99,131.74088579028404,128.71162247741813,3.029263312865908,2.638958214725934
AAPL,2021-04-21,132.39,132.75,132.21,132.585,1187563,132.585,131.51377411579023,128.3693522756116,3.144421840178637,2.54138194019094
AAPL,2021-04-20,135.02,135.43,134.92,135.395,1455455,135.395,131.3190057732066,128.0321004576605,3.2869053155461074,2.3906219651940157
AAPL,2021-04-19,133.47,133.75,133.34,133.73,1226999,133.73,130.57791591378964,127.44306849427336,3.1348474195162765,2.1665511276059926
AAPL,2021-04-16,134.3,134.67,134.24,134.32,4465876,134.32,130.00480971629685,126.94011397381524,3.064695742481618,1.9244770546284218
AAPL,2021-04-15,133.82,134.25,133.64,134.1338,1506507,134.1338,129.22022966471445,126.34972309172043,2.870506572994003,1.639422382665126
AAPL,2021-04-14,134.94,135.0,134.37,134.4796,1548127,134.4796,128.3268532401171,125.72699693905808,2.599856301059006,1.3316513350829031
AAPL,2021-04-13,132.49,132.5374,131.93,132.365,1640580,132.365,127.20817201104748,125.02678869418271,2.181383316864739,1.0146000935888773
AAPL,2021-04-12,132.57,132.85,132.3,132.61,1768894,132.61,126.270566922147,124.43973178971734,1.8308351324296692,0.7229042877699045
AAPL,2021-04-09,129.9,130.19,129.8,130.02,1630606,130.02,125.11794272617374,123.78611033289474,1.3318323932790008,0.4459215766049667
AAPL,2021-04-08,128.91,129.05,128.81,128.9299,1578055,128.9299,124.22665958547805,123.28739915952632,0.93926042595173,0.22444387243645816
AAPL,2021-04-07,125.82,125.92,125.68,125.765,1028640,125.765,123.37152496465588,122.83599909228842,0.5355258723674581,0.0457397340576402
AAPL,2021-04-06,126.49,126.61,126.01,126.24,1714545,126.24,122.9363476855024,122.6016790196715,0.3346686658309039,-0.07670680051981427
AAPL,2021-04-05,123.74,123.93,123.29,123.5001,1513005,123.5001,122.33568362832102,122.31061334124522,0.0250702870758061,-0.17955066710749382
AAPL,2021-04-05,123.74,123.93,123.29,123.5001,1513005,123.5001,122.12397156074304,122.21545440854484,-0.0914828478018137,-0.23070590565331878
AAPL,2021-04-01,123.64,123.79,123.53,123.773,1413080,123.773,121.87376638996902,122.11268276122844,-0.2389163712594069,-0.2655116701161986
AAPL,2021-03-31,121.65,121.75,121.22,121.3392,1744535,121.3392,121.5284511881452,121.97985738212672,-0.4514061939814979,-0.27216049483039295
AAPL,2021-03-30,120.11,120.4031,120.0,120.14,1184395,120.14,121.5628604950807,122.03110997269684,-0.4682494776161547,-0.22734907004260957
AAPL,2021-03-29,121.65,121.8,121.4,121.69,1254606,121.69,121.8215624032772,122.1823987705126,-0.3608363672354073,-0.1671239681492268
AAPL,2021-03-26,120.39,120.59,120.32,120.5201,997893,120.5201,121.8454828402367,122.22179067215362,-0.3763078319169182,-0.11869586837768169
AAPL,2021-03-25,119.5,119.59,119.0,119.207,1976362,119.207,122.08646153846156,122.35792592592593,-0.2714643874643627,-0.05429287749287255
AAPL,2021-03-24,122.79,122.9,122.57,122.61,879688,122.61,122.61,122.61,0.0,0.0
