Symbol,Date,Open,High,Low,Close,Volume,CIG SMA,CIG spanTwelveEMA,CIG spanTwntySixEMA,CIG_x,CIG_y
CIG,2021-03-19,2.2,2.219,2.2,2.219,43361,2.219,2.1394240976888006,2.216080519759155,-0.0766564220703545,-0.1039356710501554
CIG,2021-03-18,2.14,2.145,2.14,2.14,15802,2.14,2.124955751814037,2.215846961339888,-0.0908912095258505,-0.11075548329510561
CIG,2021-03-17,2.08,2.08,2.07,2.07,24307,2.07,2.122220433962044,2.221914718247078,-0.0996942842850345,-0.11572155173741927
CIG,2021-03-16,2.16,2.16,2.16,2.16,51967,2.16,2.1317150583187794,2.2340678957068447,-0.1023528373880653,-0.11972836860051554
CIG,2021-03-15,2.14,2.14,2.13,2.135,36354,2.135,2.1265723416494664,2.239993327363392,-0.1134209857139256,-0.12407225140362808
CIG,2021-03-12,2.13,2.13,2.13,2.13,32983,2.13,2.1250400401311875,2.2483927935524632,-0.1233527534212757,-0.12673506782605368
CIG,2021-03-11,2.13,2.13,2.12,2.1211,143717,2.1211,2.1241382292459488,2.2578642170366603,-0.1337259877907115,-0.12758064642724815
CIG,2021-03-10,2.02,2.02,2.0,2.01,105139,2.01,2.124690634563394,2.268805354399593,-0.1441147198361991,-0.1260443110863823
CIG,2021-03-09,1.99,1.99,1.9695,1.97,145851,1.97,2.145543477211284,2.2895097827515603,-0.1439663055402764,-0.1215267088989281
CIG,2021-03-08,2.05,2.06,2.04,2.055,62194,2.055,2.177460473067881,2.315070565371685,-0.1376100923038041,-0.115916809738591
CIG,2021-03-05,2.11,2.11,2.095,2.095,37066,2.095,2.199726013625677,2.33587621060142,-0.1361501969757426,-0.11049348909728772
CIG,2021-03-04,2.13,2.132,2.12,2.13,102279,2.13,2.218767107012164,2.355146307449534,-0.1363792004373696,-0.10407931212767388
CIG,2021-03-03,2.05,2.05,2.03,2.04,55963,2.04,2.234906581014376,2.3731580120454967,-0.1382514310311209,-0.09600434005024994
CIG,2021-03-02,2.0,2.0001,1.991,2.0001,102043,2.0001,2.2703441411988075,2.399810653009136,-0.1294665118103286,-0.08544256730503219
CIG,2021-03-01,2.11,2.11,2.1,2.1,61694,2.1,2.3194794395985907,2.431787505249867,-0.1123080656512764,-0.07443658117870808
CIG,2021-02-26,2.2,2.21,2.195,2.21,57572,2.21,2.35938479225288,2.458330505669857,-0.0989457134169766,-0.06496871006056598
CIG,2021-02-25,2.28,2.28,2.26,2.26,38807,2.26,2.386545663571586,2.478196946123445,-0.0916512825518593,-0.0564744592214633
CIG,2021-02-24,2.28,2.28,2.26,2.265,42688,2.265,2.409553966039148,2.495652701813321,-0.0860987357741738,-0.04768025338886438
CIG,2021-02-23,2.24,2.25,2.23,2.23,77094,2.23,2.435836505318993,2.514104917958387,-0.0782684126393942,-0.03807563279253724
CIG,2021-02-22,2.2,2.22,2.19,2.21,185247,2.21,2.4732613244679005,2.5368333113950583,-0.0635719869271578,-0.028027437830823003
CIG,2021-02-19,2.38,2.38,2.375,2.375,8789,2.375,2.5211270198257005,2.562979976306663,-0.0418529564809624,-0.019141300556739297
CIG,2021-02-18,2.43,2.43,2.42,2.43,65152,2.43,2.5476955688849188,2.578018374411196,-0.0303228055262771,-0.01346338657568351
CIG,2021-02-17,2.46,2.48,2.46,2.48,70977,2.48,2.569094763227631,2.589859844364092,-0.0207650811364605,-0.009248531838035088
CIG,2021-02-16,2.54,2.56,2.54,2.56,28630,2.56,2.585293811087201,2.598648631913219,-0.0133548208260183,-0.006369394513428603
CIG,2021-02-16,2.54,2.56,2.54,2.56,28630,2.56,2.589892685830328,2.6017405224662764,-0.0118478366359484,-0.004623037935281276
CIG,2021-02-12,2.53,2.55,2.52,2.52,188889,2.52,2.5953277196176603,2.605079764263578,-0.0097520446459178,-0.0028168382601144798
CIG,2021-02-11,2.6,2.61,2.6,2.61,14906,2.61,2.609023668639053,2.6118861454046645,-0.0028624767656113,-0.0010830366636636413
CIG,2021-02-10,2.59,2.59,2.57,2.575,63188,2.575,2.608846153846154,2.6120370370370374,-0.0031908831908835,-0.0006381766381767129
CIG,2021-02-09,2.62,2.63,2.61,2.615,26751,2.615,2.615,2.615,0.0,0.0
