Symbol,Date,Open,High,Low,Close,Volume,OPK SMA,OPK spanTwelveEMA,OPK spanTwntySixEMA,OPK_x,OPK_y
OPK,2021-03-19,4.64,4.6701,4.64,4.65,1380605,4.65,4.5855002440562505,4.738054167570142,-0.1525539235138913,-0.2182640475455512
OPK,2021-03-18,4.84,4.85,4.76,4.77,73048,4.77,4.573773015702841,4.745098500975754,-0.1713254852729129,-0.23469157855346615
OPK,2021-03-17,4.59,4.62,4.57,4.5701,44450,4.5701,4.538095382194267,4.743106381053813,-0.2050109988595467,-0.25053310187360445
OPK,2021-03-16,4.7,4.72,4.7,4.71,37152,4.71,4.532276360775042,4.756946891538118,-0.2246705307630758,-0.2619136276271189
OPK,2021-03-15,4.53,4.55,4.455,4.52,214924,4.52,4.49996297182505,4.760702642861167,-0.2607396710361174,-0.2712244018431297
OPK,2021-03-12,4.4,4.41,4.31,4.32,92235,4.32,4.49631987579324,4.779958854290061,-0.2836389784968203,-0.2738455845448827
OPK,2021-03-11,4.4,4.4,4.3484,4.3484,70227,4.3484,4.528378035028375,4.816755562633265,-0.2883775276048901,-0.27139723605689836
OPK,2021-03-10,4.54,4.57,4.527,4.54,87675,4.54,4.561101314124443,4.854224007643927,-0.2931226935194839,-0.26715216316990037
OPK,2021-03-09,4.47,4.47,4.45,4.45,56218,4.45,4.564937916692523,4.879361928255441,-0.3144240115629175,-0.26065953058250446
OPK,2021-03-08,4.23,4.24,4.2,4.2084,71109,4.2084,4.585835719727528,4.913710882515876,-0.3278751627883478,-0.24721841033740113
OPK,2021-03-05,4.18,4.19,4.15,4.15,82052,4.15,4.654460396041624,4.9701357531171455,-0.3156753570755217,-0.2270542222246642
OPK,2021-03-04,4.3,4.3,4.23,4.25,168133,4.25,4.746180468049191,5.035746613366516,-0.289566145317325,-0.2048989385119498
OPK,2021-03-03,4.58,4.58,4.552,4.5716,37485,4.5716,4.83639509860359,5.098606342435837,-0.2622112438322475,-0.18373213681060596
OPK,2021-03-02,4.68,4.69,4.62,4.6301,62575,4.6301,4.884539661986061,5.140766849830705,-0.2562271878446438,-0.16411236005519558
OPK,2021-03-01,4.57,4.58,4.56,4.5733,67651,4.5733,4.930801418710799,5.181620197817161,-0.2508187791063623,-0.1410836531078335
OPK,2021-02-26,4.61,4.6334,4.55,4.56,99450,4.56,4.995801676658217,5.230285813642535,-0.2344841369843182,-0.1136498716082013
OPK,2021-02-25,4.52,4.53,4.49,4.52,93386,4.52,5.075038345141529,5.283908678733937,-0.208870333592408,-0.08344130526417205
OPK,2021-02-24,4.62,4.64,4.5801,4.5801,121447,4.5801,5.175954407894535,5.345021373032652,-0.1690669651381169,-0.052084048182113055
OPK,2021-02-23,4.6,4.63,4.48,4.52,332229,4.52,5.284291572966269,5.406215082875264,-0.1219235099089948,-0.02283831894311208
OPK,2021-02-22,4.97,5.0,4.95,4.98,241529,4.98,5.423253677141954,5.477112289505285,-0.0538586123633306,0.0019329787983588236
OPK,2021-02-19,5.09,5.15,5.05,5.135,356496,5.135,5.503845254804127,5.516881272665708,-0.0130360178615802,0.015880876588781196
OPK,2021-02-18,5.49,5.5,5.46,5.49,41688,5.49,5.570908028404878,5.547431774478964,0.0234762539259136,0.023110100201371785
OPK,2021-02-17,5.64,5.66,5.541,5.595,103764,5.595,5.585618579023946,5.552026316437281,0.0335922625866649,0.023018561770236312
OPK,2021-02-16,5.66,5.69,5.63,5.66,113804,5.66,5.58391286611921,5.548588421752264,0.035324444366946,0.02037513656612916
OPK,2021-02-16,5.66,5.69,5.63,5.66,113804,5.66,5.570078841777248,5.539675495492444,0.0304033462848041,0.01663780961592494
OPK,2021-02-12,5.52,5.53,5.45,5.48,77057,5.48,5.553729540282203,5.53004953513184,0.0236800051503625,0.013196425448705144
OPK,2021-02-11,5.67,5.73,5.66,5.675,82349,5.675,5.5671349112426025,5.534053497942387,0.0330814133002155,0.010575530523290803
OPK,2021-02-10,5.7883,5.82,5.78,5.81,120817,5.81,5.547523076923076,5.522777777777778,0.0247452991452981,0.004949059829059622
OPK,2021-02-09,5.51,5.53,5.46,5.4998,76157,5.4998,5.4998,5.4998,0.0,0.0
