Symbol,Date,Open,High,Low,Close,Volume,TCDA SMA,TCDA spanTwelveEMA,TCDA spanTwntySixEMA,TCDA_x,TCDA_y
TCDA,2021-03-19,5.09,5.09,5.035,5.05,94513,5.05,5.060301906828448,5.549690770955539,-0.4893888641270916,-0.5511767871999624
TCDA,2021-03-18,5.01,5.01,4.96,5.0,3211,5.0,5.0621749807972565,5.589666032631983,-0.5274910518347262,-0.56662376796818
TCDA,2021-03-17,4.81,4.82,4.8,4.82,5275,4.82,5.073479522760394,5.636839315242542,-0.5633597924821476,-0.5764069470015434
TCDA,2021-03-16,5.09,5.09,5.021,5.021,4325,5.021,5.119566708716829,5.702186460461945,-0.5826197517451162,-0.5796687356313922
TCDA,2021-03-15,4.875,4.89,4.86,4.89,6557,4.89,5.137487928483526,5.7566813772989,-0.6191934488153743,-0.5789309816029612
TCDA,2021-03-12,4.9,4.9,4.85,4.85,3142,4.85,5.182485733662349,5.8260158874828125,-0.6435301538204632,-0.5688653647998578
TCDA,2021-03-11,4.95,4.95,4.84,4.84,10292,4.84,5.242937685237322,5.904097158481438,-0.6611594732441155,-0.5501991675447065
TCDA,2021-03-10,4.79,4.79,4.69,4.7,16821,4.7,5.316199082553199,5.989224931159953,-0.6730258486067537,-0.5224590911198542
TCDA,2021-03-09,4.75,4.98,4.75,4.98,38958,4.98,5.428235279381053,6.092362925652749,-0.6641276462716954,-0.48481740174812926
TCDA,2021-03-08,4.7,4.7,4.7,4.7,5907,4.7,5.50973260290488,6.181351959704969,-0.6716193568000888,-0.43998984061723767
TCDA,2021-03-05,4.5,4.5,4.4,4.44,10864,4.44,5.656956712523949,6.299860116481367,-0.6429034039574173,-0.3820824615715248
TCDA,2021-03-04,4.6,4.63,4.51,4.51,31117,4.51,5.878221569346485,6.448648925799876,-0.5704273564533908,-0.3168772259750517
TCDA,2021-03-03,5.14,5.148,5.07,5.1207,24049,5.1207,6.126989127409482,6.603740839863866,-0.4767517124543836,-0.2534896933554669
TCDA,2021-03-02,4.8,4.9299,4.79,4.92,44583,4.92,6.309950786938479,6.722384107052975,-0.4124333201144958,-0.19767418858073765
TCDA,2021-03-01,5.23,5.23,5.12,5.13,24258,5.13,6.562669111836384,6.866574835617214,-0.3039057237808293,-0.1439844056972981
TCDA,2021-02-26,5.19,5.36,5.0,5.31,120619,5.31,6.8231544048975445,7.0055008224665904,-0.1823464175690459,-0.10400407617641526
TCDA,2021-02-25,7.78,7.78,7.68,7.751,12244,7.751,7.09827338760619,7.141140888263918,-0.0428675006577279,-0.0844184908282576
TCDA,2021-02-24,7.08,7.08,7.03,7.03,5519,7.03,6.979595821716405,7.092352159325031,-0.1127563376086264,-0.09480623837089
TCDA,2021-02-23,7.0,7.0,6.94,6.975,8379,6.975,6.970431425664842,7.097340332071034,-0.1269089064061921,-0.09031871356145588
TCDA,2021-02-22,6.9,6.93,6.83,6.83,14262,6.83,6.969600775785723,7.107127558636717,-0.137526782850994,-0.08117116535027182
TCDA,2021-02-19,6.63,6.63,6.61,6.61,4548,6.61,6.99498273501949,7.129297763327655,-0.1343150283081646,-0.06708226097509125
TCDA,2021-02-18,6.9,6.9,6.84,6.84,4958,6.84,7.064979595932124,7.170841584393868,-0.1058619884617435,-0.05027406914182289
TCDA,2021-02-17,6.8,6.86,6.8,6.81,8913,6.81,7.105884977010692,7.197308911145377,-0.0914239341346849,-0.03637708931184273
TCDA,2021-02-16,6.93,6.935,6.88,6.89,8891,6.89,7.159682245558091,7.228293624037008,-0.0686113784789164,-0.022615378106132164
TCDA,2021-02-16,6.93,6.935,6.88,6.89,8891,6.89,7.208715381114107,7.255357113959969,-0.0466417328458614,-0.011116378012936103
TCDA,2021-02-12,7.06,7.06,7.0,7.0,5056,7.0,7.266663632225763,7.284585683076767,-0.0179220508510038,-0.002235039304704756
TCDA,2021-02-11,7.3,7.39,7.3,7.39,6059,7.39,7.315147928994082,7.307352537722908,0.0077953912711743,0.0016867135818700164
TCDA,2021-02-10,7.31,7.31,7.31,7.31,5300,7.31,7.301538461538461,7.300740740740741,0.0007977207977196,0.000159544159543934
TCDA,2021-02-09,7.38,7.38,7.3,7.3,6174,7.3,7.3,7.3,0.0,0.0
