Symbol,Date,Open,High,Low,Close,Volume,QTNT SMA,QTNT spanTwelveEMA,QTNT spanTwntySixEMA,QTNT_x,QTNT_y
QTNT,2021-03-19,4.04,4.04,4.04,4.04,217515,4.04,4.226166059762618,4.487816988258186,-0.2616509284955679,-0.25695770182011474
QTNT,2021-03-18,4.14,4.14,4.14,4.14,3756,4.14,4.260014434264912,4.523642347318841,-0.2636279130539289,-0.25578439515125145
QTNT,2021-03-17,4.08,4.1,4.08,4.1,5471,4.1,4.281835240494896,4.554333735104349,-0.2724984946094526,-0.25382351567558203
QTNT,2021-03-16,4.12,4.16,4.12,4.155,9866,4.155,4.31489619331215,4.590680433912697,-0.2757842406005464,-0.24915477094211436
QTNT,2021-03-15,4.2,4.2,4.2,4.2,5477,4.2,4.343968228459814,4.625534868625713,-0.2815666401658987,-0.24249740352750632
QTNT,2021-03-12,4.24,4.24,4.115,4.2,5343,4.2,4.370144269997962,4.6595776581157695,-0.2894333881178079,-0.23273009436790817
QTNT,2021-03-11,3.98,4.04,3.97,3.97,20461,3.97,4.401079591815773,4.696343870765031,-0.2952642789492588,-0.21855427093043323
QTNT,2021-03-10,4.3,4.35,4.3,4.3426,3702,4.3426,4.47945769941864,4.754451380426234,-0.2749936810075937,-0.1993767689257268
QTNT,2021-03-09,4.17,4.19,4.1,4.1,5279,4.1,4.504340917494757,4.7873994908603335,-0.2830585733655768,-0.18047254090526008
QTNT,2021-03-08,3.89,3.96,3.89,3.96,48362,3.96,4.577857447948349,4.84239145012916,-0.2645340021808104,-0.15482603279018087
QTNT,2021-03-05,4.0,4.11,4.0,4.11,19499,4.11,4.69019516575714,4.912982766139493,-0.222787600382353,-0.12739904044252348
QTNT,2021-03-04,4.51,4.51,4.51,4.51,2669,4.51,4.7956851958948015,4.977221387430652,-0.1815361915358506,-0.1035519004575661
QTNT,2021-03-03,4.55,4.55,4.465,4.5002,4411,4.5002,4.847627958784765,5.014599098425104,-0.1669711396403395,-0.08405582768799497
QTNT,2021-03-02,4.62,4.62,4.61,4.61,4880,4.61,4.910796678563813,5.055751026299113,-0.1449543477353003,-0.06332699969990883
QTNT,2021-03-01,4.59,4.59,4.54,4.572,7123,4.572,4.965486983757233,5.091411108403042,-0.1259241246458087,-0.04292016269106095
QTNT,2021-02-26,4.65,4.65,4.53,4.5301,32275,4.5301,5.037030071713095,5.132963997075286,-0.0959339253621909,-0.022169172202374007
QTNT,2021-02-25,4.7,4.7,4.69,4.7,9114,4.7,5.12919917566093,5.181193116841309,-0.0519939411803784,-0.003727983912419776
QTNT,2021-02-24,4.94,5.1,4.94,4.96,11577,4.96,5.207235389417463,5.219688566188613,-0.0124531767711504,0.0083385054045699
QTNT,2021-02-23,5.15,5.26,5.07,5.13,16016,5.13,5.252187278402456,5.240463651483702,0.0117236269187541,0.013536425948499981
QTNT,2021-02-22,5.46,5.46,5.32,5.32,5730,5.32,5.274403147202902,5.249300743602398,0.0251024036005036,0.013989625705936433
QTNT,2021-02-19,5.23,5.25,5.22,5.22,10326,5.22,5.266112810330702,5.24364480309059,0.0224680072401115,0.011211431232294629
QTNT,2021-02-18,5.35,5.36,5.3208,5.3208,5705,5.3208,5.2744969576635565,5.245536387337838,0.0289605703257187,0.008397287230340396
QTNT,2021-02-17,5.37,5.39,5.35,5.375,39702,5.375,5.266078222693294,5.239515298324864,0.0265629243684299,0.0032564664564958077
QTNT,2021-02-16,5.35,5.45,5.35,5.45,17415,5.45,5.246274263182984,5.228676522190853,0.017597740992131,-0.00257014802148774
QTNT,2021-02-16,5.35,5.45,5.35,5.45,17415,5.45,5.209233220125346,5.210970643966122,-0.0017374238407761,-0.007612120274892443
QTNT,2021-02-12,5.13,5.13,5.05,5.05,5679,5.05,5.165457441966318,5.191848295483412,-0.0263908535170944,-0.00908079438342152
QTNT,2021-02-11,5.08,5.095,5.08,5.095,2105,5.095,5.186449704142012,5.2031961591220846,-0.0167464549800726,-0.004753279600003282
QTNT,2021-02-10,5.11,5.11,5.11,5.11,5605,5.11,5.203076923076923,5.211851851851852,-0.0087749287749288,-0.0017549857549859383
QTNT,2021-02-09,5.16,5.22,5.14,5.22,26829,5.22,5.22,5.22,0.0,0.0
