Symbol,Date,Open,High,Low,Close,Volume,AGRX SMA,AGRX spanTwelveEMA,AGRX spanTwntySixEMA,AGRX_x,AGRX_y
AGRX,2021-03-19,2.06,2.065,2.04,2.04,241454,2.04,2.2699568984666523,2.5545112647144386,-0.2845543662477863,-0.25432963071648296
AGRX,2021-03-18,2.07,2.0799,2.065,2.07,28153,2.07,2.3117672436424077,2.5956721658915933,-0.283904922249186,-0.24677344683365707
AGRX,2021-03-17,2.06,2.07,2.05,2.06,22398,2.06,2.355724924304663,2.637725939162921,-0.2820010148582579,-0.2374905779797749
AGRX,2021-03-16,2.18,2.18,2.17,2.18,11490,2.18,2.4094930923600564,2.6839440142959545,-0.2744509219358981,-0.22636296876015416
AGRX,2021-03-15,2.2465,2.26,2.22,2.22,48484,2.22,2.451219109152793,2.724259535439631,-0.2730404262868373,-0.21434098046621813
AGRX,2021-03-12,2.23,2.23,2.2,2.22,43877,2.22,2.493258947180574,2.764600298274801,-0.2713413510942275,-0.19966611901106324
AGRX,2021-03-11,2.3882,2.3905,2.3882,2.39,25695,2.39,2.5429423921224963,2.808168322136785,-0.2652259300142892,-0.18174731099027225
AGRX,2021-03-10,2.24,2.24,2.21,2.22,29715,2.22,2.570750099781132,2.8416217879077283,-0.2708716881265962,-0.16087765623426814
AGRX,2021-03-09,2.14,2.15,2.13,2.13,34613,2.13,2.6345228451958835,2.8913515309403466,-0.256828685744463,-0.1333791482611861
AGRX,2021-03-08,2.22,2.26,2.15,2.1581,164290,2.1581,2.7262542715951352,2.9522596534155743,-0.226005381820439,-0.10251676389036685
AGRX,2021-03-05,2.28,2.28,2.2701,2.2783,16281,2.2783,2.829555048248796,3.01579242568882,-0.1862373774400239,-0.07164460940784878
AGRX,2021-03-04,2.35,2.35,2.3008,2.3008,21576,2.3008,2.9297832388394864,3.074791819743926,-0.1450085809044394,-0.04299641739980501
AGRX,2021-03-03,2.65,2.6691,2.65,2.6691,39345,2.6691,3.0441438277193926,3.13671116532344,-0.0925673376040472,-0.01749337652364639
AGRX,2021-03-02,2.87,2.88,2.84,2.84,58531,2.84,3.112333614577464,3.174120058549315,-0.0617864439718509,0.0012751137464538202
AGRX,2021-03-01,2.91,2.95,2.9,2.93,11589,2.93,3.161848817227912,3.20084966323326,-0.0390008460053481,0.017040503176030015
AGRX,2021-02-26,2.99,3.01,2.9601,2.9601,8129,2.9601,3.204003147632987,3.222517636291921,-0.0185144886589343,0.031050840471374554
AGRX,2021-02-25,3.1335,3.19,3.13,3.15,41454,3.15,3.248349174475348,3.243511047195275,0.004838127280073,0.043442172753951666
AGRX,2021-02-24,2.97,3.03,2.9623,2.97,9684,2.97,3.266230842561775,3.250991930970897,0.0152389115908784,0.05309318412242132
AGRX,2021-02-23,3.08,3.08,3.04,3.05,15001,3.05,3.320090995754825,3.273471285448568,0.0466197103062571,0.06255675225530703
AGRX,2021-02-22,3.34,3.34,3.33,3.33,8448,3.33,3.369198449528429,3.291348988284453,0.0778494612439759,0.06654101274256961
AGRX,2021-02-19,3.37,3.4388,3.37,3.3982,14176,3.3982,3.3763254403517804,3.28825690734721,0.0880685330045705,0.06371390061721802
AGRX,2021-02-18,3.48,3.55,3.48,3.532,13236,3.532,3.372348247688468,3.2794614599349865,0.0928867877534811,0.0576252425203799
AGRX,2021-02-17,3.61,3.66,3.56,3.6,51320,3.6,3.343320656359098,3.2592583767297856,0.0840622796293124,0.04880985621210447
AGRX,2021-02-16,3.38,3.38,3.37,3.3718,19579,3.3718,3.2966516847880247,3.2319990468681685,0.0646526379198562,0.039996750357802466
AGRX,2021-02-16,3.38,3.38,3.37,3.3718,19579,3.3718,3.282988354749484,3.220814970617622,0.0621733841318614,0.03383277846728903
AGRX,2021-02-12,3.33,3.33,3.3055,3.3055,6949,3.3055,3.2668407828857533,3.2087361682670323,0.0581046146187209,0.026747627051145806
AGRX,2021-02-11,3.46,3.5,3.442,3.4451,16493,3.4451,3.259811834319527,3.200995061728395,0.0588167725911317,0.018908380159252013
AGRX,2021-02-10,3.74,3.74,3.69,3.6998,25121,3.6998,3.226123076923077,3.1814666666666667,0.0446564102564104,0.008931282051282087
AGRX,2021-02-09,3.14,3.15,3.1323,3.14,38038,3.14,3.14,3.14,0.0,0.0
