Symbol,Date,Open,High,Low,Close,Volume,SNCR SMA,SNCR spanTwelveEMA,SNCR spanTwntySixEMA,SNCR_x,SNCR_y
SNCR,2021-03-19,4.24,4.28,4.24,4.28,136029,4.28,4.364646948615609,4.533074018544026,-0.1684270699284171,-0.20001272042324242
SNCR,2021-03-18,4.37,4.37,4.36,4.36,4187,4.36,4.380037302909355,4.553319940027548,-0.1732826371181923,-0.2079091330469487
SNCR,2021-03-17,4.22,4.22,4.22,4.22,17526,4.22,4.383680448892874,4.568785535229751,-0.1851050863368772,-0.21656575702913755
SNCR,2021-03-16,4.66,4.66,4.66,4.66,2680,4.66,4.41344053050976,4.596688378048132,-0.1832478475383716,-0.22443092470220263
SNCR,2021-03-15,4.58,4.58,4.58,4.58,5077,4.58,4.3686115360569895,4.591623448291982,-0.2230119122349929,-0.23472669399316035
SNCR,2021-03-12,4.53,4.53,4.53,4.53,4913,4.53,4.3301772698855325,4.5925533241553405,-0.2623760542698079,-0.23765538943270217
SNCR,2021-03-11,4.13,4.15,4.13,4.131,7780,4.131,4.293845864410175,4.597557590087767,-0.3037117256775925,-0.23147522322342573
SNCR,2021-03-10,4.04,4.045,4.0,4.045,8719,4.045,4.323454203393843,4.634882197294789,-0.3114279939009456,-0.213416097609884
SNCR,2021-03-09,3.65,3.65,3.3,3.49,60816,3.49,4.374082240374542,4.682072773078372,-0.3079905327038297,-0.1889131235371186
SNCR,2021-03-08,4.01,4.1,4.01,4.1,5338,4.1,4.534824465897186,4.777438594924641,-0.242614129027455,-0.1591437712454408
SNCR,2021-03-05,4.5419,4.5419,3.98,3.98,5190,3.98,4.613883459696674,4.831633682518612,-0.2177502228219383,-0.13827618179993723
SNCR,2021-03-04,4.34,4.445,4.34,4.445,10136,4.445,4.729134997823342,4.899764377120102,-0.1706293792967592,-0.11840767154443692
SNCR,2021-03-03,4.61,4.61,4.61,4.61,1564,4.61,4.780795906518496,4.93614552728971,-0.1553496207712141,-0.10535224460635632
SNCR,2021-03-02,4.6,4.6,4.6,4.6,984,4.6,4.8118497077036775,4.962237169472887,-0.1503874617692098,-0.09285290056514185
SNCR,2021-03-01,4.5,4.52,4.5,4.51,2732,4.51,4.850367836377074,4.991216143030718,-0.1408483066536439,-0.07846926026412485
SNCR,2021-02-26,4.61,4.61,4.61,4.61,2236,4.61,4.912252897536542,5.029713434473175,-0.1174605369366332,-0.06287449866674508
SNCR,2021-02-25,4.79,4.82,4.732,4.7912,14290,4.7912,4.967207969815912,5.063290509231029,-0.096082539415117,-0.049227989099273034
SNCR,2021-02-24,4.71,4.71,4.71,4.71,3331,4.71,4.999209418873351,5.085057749969511,-0.0858483310961606,-0.03751435152031203
SNCR,2021-02-23,4.83,4.83,4.8,4.8,5950,4.8,5.051792949577596,5.115062369967072,-0.0632694203894761,-0.025430856626349876
SNCR,2021-02-22,5.05,5.05,5.05,5.05,6871,5.05,5.097573485864432,5.140267359564438,-0.0426938737000064,-0.01597121568556831
SNCR,2021-02-19,4.91,4.956,4.9,4.94,7055,4.94,5.106223210567056,5.147488748329593,-0.0412655377625368,-0.009290551181958779
SNCR,2021-02-18,4.92,4.92,4.9,4.9,6097,4.9,5.136445612488339,5.16408784819596,-0.0276422357076207,-0.0012968045368142653
SNCR,2021-02-17,5.15,5.15,5.09,5.09,7128,5.09,5.179435723849855,5.185214876051637,-0.0057791522017813,0.005289553255887343
SNCR,2021-02-16,5.16,5.16,5.1473,5.1573,4555,5.1573,5.1956967645498295,5.192832066135768,0.0028646984140614,0.008056729620304523
SNCR,2021-02-16,5.16,5.16,5.1473,5.1573,4555,5.1573,5.20267799446798,5.1956746314266296,0.0070033630413508,0.009354737421865291
SNCR,2021-02-12,5.01,5.08,5.01,5.08,6081,5.08,5.210928538916704,5.19874460194076,0.0121839369759442,0.0099425810169939
SNCR,2021-02-11,5.18,5.33,5.18,5.265,8009,5.265,5.23473372781065,5.208244170096021,0.0264895577146289,0.00938224202725632
SNCR,2021-02-10,5.47,5.5,5.425,5.5,12903,5.5,5.229230769230769,5.203703703703703,0.0255270655270658,0.005105413105413171
SNCR,2021-02-09,5.23,5.23,5.18,5.18,12261,5.18,5.18,5.18,0.0,0.0
