Symbol,Date,Open,High,Low,Close,Volume,EGLX SMA,EGLX spanTwelveEMA,EGLX spanTwntySixEMA,EGLX_x,EGLX_y
EGLX,2021-07-06,6.21,6.21,6.16,6.19,9438,6.19,5.997820462773689,6.082412453252654,-0.0845919904789651,-0.1519864279484381
EGLX,2021-07-06,6.21,6.21,6.16,6.19,9438,6.19,5.962878728732541,6.073805449512866,-0.1109267207803252,-0.16883503731580635
EGLX,2021-07-02,6.03,6.038,5.91,5.91,5714,5.91,5.921583952138457,6.064509885473895,-0.1429259333354382,-0.18331211644967663
EGLX,2021-07-01,6.01,6.01,6.0,6.0,3854,6.0,5.92369012525454,6.076870676311807,-0.1531805510572672,-0.19340866222823622
EGLX,2021-06-30,6.0,6.07,5.98,6.0223,14766,6.0223,5.909815602573547,6.083020330416751,-0.1732047278432045,-0.20346569002097842
EGLX,2021-06-29,6.22,6.25,6.16,6.25,41409,6.25,5.889363893950555,6.0878779568500905,-0.1985140628995356,-0.21103093056542185
EGLX,2021-06-28,5.88,5.94,5.71,5.85,126092,5.85,5.823793692850655,6.074908193398098,-0.2511145005474429,-0.2141601474818934
EGLX,2021-06-25,5.63,5.666,5.61,5.61,3084,5.61,5.819028909732593,6.092900848869946,-0.2738719391373534,-0.20492155921550603
EGLX,2021-06-24,5.78,5.83,5.76,5.76,11675,5.76,5.85703416604761,6.131532916779541,-0.2744987507319312,-0.1876839642350442
EGLX,2021-06-23,5.6056,5.6199,5.5,5.5127,37833,5.5127,5.87467674169263,6.161255550121904,-0.2865788084292742,-0.16598026761082244
EGLX,2021-06-22,5.47,5.47,5.35,5.35,10798,5.35,5.940490694727654,6.213139994131656,-0.2726492994040024,-0.1358306324062095
EGLX,2021-06-21,5.55,5.55,5.43,5.46,9022,5.46,6.047852639223591,6.282191193662189,-0.2343385544385974,-0.10162596565676127
EGLX,2021-06-18,5.56,5.58,5.53,5.58,4254,5.58,6.154734937264244,6.347966489155164,-0.1932315518909195,-0.06844781846130223
EGLX,2021-06-17,5.62,5.73,5.55,5.67,6231,5.67,6.259232198585016,6.4094038082875775,-0.1501716097025616,-0.03725188510389788
EGLX,2021-06-16,5.73,5.83,5.73,5.83,4821,5.83,6.366365325600474,6.468556112950584,-0.1021907873501097,-0.00902195395423195
EGLX,2021-06-15,6.05,6.1,6.02,6.02,41862,6.02,6.463886293891469,6.51964060198663,-0.0557543080951612,0.01427025439473773
EGLX,2021-06-14,6.31,6.34,6.2601,6.2601,37780,6.2601,6.544592892780828,6.5596118501455605,-0.0150189573647327,0.03177639501721247
EGLX,2021-06-11,6.09,6.25,6.09,6.2,110185,6.2,6.596318873286433,6.5835727981572045,0.012746075129228,0.0434752331126988
EGLX,2021-06-10,6.5,6.64,6.5,6.6,38978,6.6,6.668376850247602,6.614258622009781,0.0541182282378214,0.05115752260856647
EGLX,2021-06-09,6.72,6.72,6.68,6.7086,1372,6.7086,6.680809004838076,6.615399311770563,0.0654096930675125,0.050417346201252725
EGLX,2021-06-08,6.85,6.91,6.79,6.91,4330,6.91,6.675756096626817,6.607943256712208,0.0678128399146089,0.04666925948468777
EGLX,2021-06-07,6.64,6.64,6.61,6.61,7776,6.61,6.633166296013511,6.583778717249185,0.0493875787643256,0.041383364377207466
EGLX,2021-06-04,6.45,6.5,6.44,6.5,2937,6.5,6.637378349834149,6.58168101462912,0.0556973352050294,0.03938231078042792
EGLX,2021-06-03,6.68,6.68,6.68,6.68,2679,6.68,6.6623562316221765,6.5882154957994485,0.0741407358227279,0.03530355467427755
EGLX,2021-06-02,6.98,6.98,6.98,6.98,984,6.98,6.659148273735299,6.580872735463404,0.0782755382718951,0.025594259387164947
EGLX,2021-06-01,6.88,6.88,6.88,6.88,2502,6.88,6.600811596232626,6.548942554300477,0.0518690419321492,0.012423939665982396
EGLX,2021-06-01,6.88,6.88,6.88,6.88,2502,6.88,6.550050068274921,6.522457958644515,0.0275921096304063,0.0025626640994406815
EGLX,2021-05-28,6.55,6.63,6.55,6.63,2193,6.63,6.490059171597634,6.493854595336076,-0.0037954237384418,-0.0036946972833007408
EGLX,2021-05-27,6.27,6.27,6.27,6.27,1722,6.27,6.464615384615385,6.482962962962962,-0.0183475783475772,-0.003669515669515455
EGLX,2021-05-26,6.62,6.62,6.5,6.5,4617,6.5,6.5,6.5,0.0,0.0
