Symbol,Date,Open,High,Low,Close,Volume,AEG SMA,AEG spanTwelveEMA,AEG spanTwntySixEMA,AEG_x,AEG_y
AEG,2021-07-06,4.11,4.11,4.1,4.1,44813,4.1,4.19162425012121,4.315431448665427,-0.1238071985442168,-0.1131822325163213
AEG,2021-07-06,4.11,4.11,4.1,4.1,44813,4.1,4.208283204688703,4.332665964558661,-0.1243827598699578,-0.1105259910093474
AEG,2021-07-02,4.14,4.15,4.14,4.15,4619,4.15,4.227971060086649,4.351279241723353,-0.1233081816367045,-0.10706179879419479
AEG,2021-07-01,4.155,4.16,4.15,4.16,14478,4.16,4.242147616466039,4.367381581061221,-0.1252339645951821,-0.10300020308356736
AEG,2021-06-30,4.09,4.09,4.09,4.09,14218,4.09,4.257083546732592,4.38397210754612,-0.1268885608135272,-0.09744176270566365
AEG,2021-06-29,4.15,4.155,4.145,4.155,16984,4.155,4.287462373411246,4.40748987614981,-0.120027502738564,-0.09008006317869752
AEG,2021-06-28,4.21,4.21,4.2,4.2,13566,4.2,4.311546441304199,4.427689066241794,-0.1161426249375949,-0.08259320328873089
AEG,2021-06-25,4.22,4.22,4.21,4.21,14289,4.21,4.331827612450417,4.445904191541138,-0.114076579090721,-0.07420584787651487
AEG,2021-06-24,4.18,4.2,4.18,4.19,19065,4.19,4.353978087441402,4.464776526864429,-0.1107984394230268,-0.06423816507296333
AEG,2021-06-23,4.17,4.17,4.1672,4.17,21909,4.17,4.38379228515802,4.486758649013583,-0.1029663638555629,-0.05259809648544746
AEG,2021-06-22,4.18,4.19,4.17,4.17,66830,4.17,4.422663609732206,4.51209934093467,-0.0894357312024638,-0.04000602964291859
AEG,2021-06-21,4.22,4.221,4.22,4.221,13739,4.221,4.468602447865335,4.539467288209443,-0.0708648403441083,-0.02764860425303228
AEG,2021-06-18,4.23,4.23,4.21,4.215,123444,4.215,4.513621074749941,4.564944671266198,-0.0513235965162568,-0.016844545230263262
AEG,2021-06-17,4.56,4.57,4.56,4.57,32526,4.57,4.567915815613567,4.592940244967494,-0.0250244293539267,-0.008224782408764866
AEG,2021-06-16,4.49,4.49,4.48,4.48,6709,4.48,4.567536872997852,4.5947754645648935,-0.0272385915670412,-0.004024870672474383
AEG,2021-06-15,4.49,4.5,4.49,4.5,5237,4.5,4.583452668088371,4.603957501730085,-0.0205048336417146,0.0017785595511673278
AEG,2021-06-14,4.51,4.52,4.51,4.52,21431,4.52,4.598625880468075,4.6122741018684925,-0.0136482214004178,0.007349407849387816
AEG,2021-06-11,4.52,4.53,4.52,4.53,19417,4.53,4.612921495098634,4.619656030017972,-0.0067345349193379,0.01259881516183924
AEG,2021-06-10,4.57,4.58,4.57,4.57,9557,4.57,4.627998130571113,4.62682851241941,0.0011696181517031,0.017432152682133537
AEG,2021-06-09,4.52,4.53,4.52,4.525,13132,4.525,4.638543245220406,4.631374793412963,0.007168451807443,0.021497786314741137
AEG,2021-06-08,4.55,4.56,4.55,4.56,29324,4.56,4.659187471624117,4.639884776885999,0.0193026947381174,0.02508011994156565
AEG,2021-06-07,4.62,4.62,4.61,4.61,17805,4.61,4.677221557373956,4.64627555903688,0.0309459983370761,0.026524476242427708
AEG,2021-06-04,4.72,4.73,4.72,4.73,20839,4.73,4.689443658714676,4.649177603759831,0.040266054954845,0.025419095718765605
AEG,2021-06-03,4.74,4.74,4.73,4.7389,13384,4.7389,4.68206977848098,4.642711812060616,0.039357966420364,0.02170735590974575
AEG,2021-06-02,4.77,4.77,4.77,4.77,12861,4.77,4.671737010932068,4.635016757025466,0.0367202539066022,0.01729470328209117
AEG,2021-06-01,4.74,4.74,4.74,4.74,29473,4.74,4.6538710129197165,4.624218097587503,0.029652915332214,0.012438315625963394
AEG,2021-06-01,4.74,4.74,4.74,4.74,29473,4.74,4.638211197086937,4.614955545394503,0.023255651692434,0.008134665699400957
AEG,2021-05-28,4.71,4.71,4.69,4.69,63844,4.69,4.619704142011835,4.604951989026064,0.0147521529857712,0.004354419201142683
AEG,2021-05-27,4.69,4.7,4.69,4.7,44600,4.7,4.606923076923077,4.598148148148148,0.0087749287749288,0.0017549857549857607
AEG,2021-05-26,4.6,4.6,4.58,4.59,67824,4.59,4.59,4.59,0.0,0.0
