Symbol,Date,Open,High,Low,Close,Volume
HBM,2021-07-02,6.7,6.76,6.67,6.68,32250
HBM,2021-07-01,6.69,6.73,6.69,6.72,8983
HBM,2021-06-30,6.43,6.48,6.43,6.48,16005
HBM,2021-06-29,6.53,6.55,6.5,6.51,22726
HBM,2021-06-28,6.72,6.72,6.6792,6.68,16797
HBM,2021-06-25,6.65,6.71,6.63,6.7099,42672
HBM,2021-06-24,6.62,6.67,6.6,6.6183,26166
HBM,2021-06-23,6.44,6.49,6.3999,6.46,91551
HBM,2021-06-22,6.24,6.25,6.21,6.23,21492
HBM,2021-06-21,6.13,6.13,6.12,6.12,12854
HBM,2021-06-18,6.11,6.11,6.04,6.07,22269
HBM,2021-06-17,6.43,6.43,6.3,6.35,142160
HBM,2021-06-16,6.51,6.51,6.37,6.45,64952
HBM,2021-06-15,6.82,6.83,6.74,6.75,46442
HBM,2021-06-14,7.13,7.2,7.06,7.11,26880
HBM,2021-06-11,7.2,7.24,7.17,7.18,30737
HBM,2021-06-10,7.05,7.07,6.97,7.0,47445
HBM,2021-06-09,7.11,7.11,6.97,7.08,58608
HBM,2021-06-08,7.25,7.26,7.11,7.18,39876
HBM,2021-06-07,7.49,7.52,7.46,7.47,32001
HBM,2021-06-04,7.5,7.61,7.5,7.61,16878
HBM,2021-06-03,7.42,7.42,7.2427,7.28,151053
HBM,2021-06-02,7.78,7.782,7.7,7.77,39349
HBM,2021-06-01,7.68,7.82,7.68,7.81,29010
HBM,2021-06-01,7.68,7.82,7.68,7.81,29010
HBM,2021-05-28,7.75,7.77,7.63,7.63,47371
HBM,2021-05-27,7.42,7.5,7.42,7.47,29707
HBM,2021-05-26,7.18,7.19,7.06,7.13,59443
HBM,2021-05-25,7.42,7.42,7.37,7.39,11305
HBM,2021-05-24,7.4,7.43,7.4,7.43,10489
