Symbol,Date,Open,High,Low,Close,Volume
AEG,2021-07-02,4.14,4.15,4.14,4.15,4619
AEG,2021-07-01,4.155,4.16,4.15,4.16,14478
AEG,2021-06-30,4.09,4.09,4.09,4.09,14218
AEG,2021-06-29,4.15,4.155,4.145,4.155,16984
AEG,2021-06-28,4.21,4.21,4.2,4.2,13566
AEG,2021-06-25,4.22,4.22,4.21,4.21,14289
AEG,2021-06-24,4.18,4.2,4.18,4.19,19065
AEG,2021-06-23,4.17,4.17,4.1672,4.17,21909
AEG,2021-06-22,4.18,4.19,4.17,4.17,66830
AEG,2021-06-21,4.22,4.221,4.22,4.221,13739
AEG,2021-06-18,4.23,4.23,4.21,4.215,123444
AEG,2021-06-17,4.56,4.57,4.56,4.57,32526
AEG,2021-06-16,4.49,4.49,4.48,4.48,6709
AEG,2021-06-15,4.49,4.5,4.49,4.5,5237
AEG,2021-06-14,4.51,4.52,4.51,4.52,21431
AEG,2021-06-11,4.52,4.53,4.52,4.53,19417
AEG,2021-06-10,4.57,4.58,4.57,4.57,9557
AEG,2021-06-09,4.52,4.53,4.52,4.525,13132
AEG,2021-06-08,4.55,4.56,4.55,4.56,29324
AEG,2021-06-07,4.62,4.62,4.61,4.61,17805
AEG,2021-06-04,4.72,4.73,4.72,4.73,20839
AEG,2021-06-03,4.74,4.74,4.73,4.7389,13384
AEG,2021-06-02,4.77,4.77,4.77,4.77,12861
AEG,2021-06-01,4.74,4.74,4.74,4.74,29473
AEG,2021-06-01,4.74,4.74,4.74,4.74,29473
AEG,2021-05-28,4.71,4.71,4.69,4.69,63844
AEG,2021-05-27,4.69,4.7,4.69,4.7,44600
AEG,2021-05-26,4.6,4.6,4.58,4.59,67824
AEG,2021-05-25,4.72,4.72,4.71,4.71,27077
AEG,2021-05-24,4.69,4.69,4.68,4.68,12711
