Symbol,Date,Open,High,Low,Close,Volume,APM SMA,APM spanTwelveEMA,APM spanTwntySixEMA,APM_x,APM_y
APM,2020-10-21,2.58,2.5899,2.56,2.569,13401,2.569,2.7154036611698587,2.5918876963853092,0.12351596478454985,0.21091959447217185
APM,2020-10-20,2.62,2.6499,2.51,2.52,138023,2.5200000000000005,2.742022508655288,2.593718712096133,0.1483037965591545,0.23277050189407747
APM,2020-10-19,2.72,2.73,2.7,2.719,74803,2.7190000000000007,2.782390237501704,2.599616209063824,0.18277402843787985,0.2538871782278081
APM,2020-10-16,2.73,2.79,2.73,2.755,109870,2.7550000000000003,2.793915735229286,2.590065505788929,0.20385022944035655,0.27166546567529015
APM,2020-10-15,2.77,2.7947,2.76,2.77,40856,2.7700000000000005,2.800991323452793,2.5768707462520437,0.22412057720074866,0.28861927473402343
APM,2020-10-14,2.78,2.8,2.7601,2.7801,74387,2.7801000000000005,2.8066261095351184,2.561420405952208,0.2452057035829105,0.30474394911734204
APM,2020-10-13,2.77,2.8169999999999997,2.7607,2.8169999999999997,60106,2.817,2.8114490385415034,2.5439260384283844,0.267523000113119,0.31962851050094987
APM,2020-10-12,2.83,2.91,2.82,2.8567,175981,2.8567000000000005,2.810439772821777,2.522080121502655,0.288359651319122,0.33265488809790755
APM,2020-10-09,2.77,2.81,2.75,2.775,114853,2.7750000000000004,2.8020288224257364,2.4953105312228674,0.306718291202869,0.3437286972926039
APM,2020-10-08,2.71,2.76,2.67,2.69,121155,2.69,2.8069431537758702,2.4729353737206967,0.33400778005517306,0.3529812988150376
APM,2020-10-07,2.7,2.99,2.7,2.835,1556594,2.8350000000000004,2.8282055453714823,2.455570203618352,0.3726353417531301,0.35772467850500356
APM,2020-10-06,2.75,2.79,2.673,2.6746,256949,2.6746000000000008,2.8269701899844786,2.4252158199078204,0.4017543700766586,0.3539970126929719
APM,2020-10-05,2.68,2.76,2.65,2.665,280999,2.665000000000001,2.8546738608907485,2.4052650855004463,0.4494087753903022,0.3420576733470503
APM,2020-10-02,2.8,2.8,2.71,2.7657,213671,2.7657000000000007,2.889160017416339,2.384486292340482,0.5046737250758571,0.3152198978362373
APM,2020-10-01,2.71,3.0899,2.68,3.0899,1487032,3.089900000000001,2.9116072933102184,2.3539891957277206,0.5576180975824983,0.2678564410263323
APM,2020-09-30,3.21,3.24,2.95,2.9701,1587800,2.9701000000000004,2.87919043754844,2.2951163313859384,0.5840741061625017,0.1954160268872909
APM,2020-09-29,8.22,14.23,8.0,10.11,8823307,10.11,2.8626614261936107,2.2411176378968136,0.6215437882967971,0.0982515070684882
APM,2020-09-28,1.31,1.48,1.3,1.37,29617,1.370000000000001,1.5449635036833582,1.6116070489285588,-0.06664354524520055,-0.032571563238589035
APM,2020-09-25,1.25,1.28,1.2,1.25,50840,1.2500000000000009,1.5767750498076052,1.6309356128428434,-0.0541605630352382,-0.02405356773693615
APM,2020-09-24,1.48,1.5,1.3869,1.43,68052,1.4300000000000006,1.6361886952271698,1.661410461870271,-0.02522176664310116,-0.016526818912360637
APM,2020-09-23,1.58,1.72,1.58,1.63,76860,1.6300000000000006,1.6736775489048372,1.6799232988198929,-0.006245749915055443,-0.014353081979675504
APM,2020-09-22,1.63,1.75,1.63,1.72,10250,1.7200000000000006,1.6816189214329895,1.683917162725484,-0.002298241292494341,-0.016379914995830462
APM,2020-09-21,1.7,1.7899,1.57,1.7899,15061,1.789900000000001,1.6746405435117153,1.681030535743523,-0.006389992231807584,-0.019900333421664435
APM,2020-09-18,1.67,1.72,1.66,1.67,6928,1.6700000000000008,1.6536842786956631,1.6723209786030044,-0.01863669990734129,-0.023277918719128647
APM,2020-09-17,1.65,1.74,1.65,1.74,14800,1.7400000000000009,1.6507177839130565,1.6725066568912448,-0.021788872978188326,-0.024438223422075484
APM,2020-09-16,1.6,1.62,1.57,1.62,13475,1.6200000000000012,1.6344846537154305,1.6671071894425444,-0.032622535727114155,-0.02510056103304727
APM,2020-09-15,1.63,1.63,1.56,1.56,19158,1.5600000000000014,1.6371182271182356,1.6708757645979482,-0.03375753747971233,-0.023220067359530604
APM,2020-09-14,1.7,1.7,1.55,1.55,51099,1.5500000000000012,1.6511397229579148,1.6797458257657838,-0.02860610280786902,-0.020585699829485115
APM,2020-09-11,1.83,1.83,1.68,1.76,22089,1.7600000000000011,1.6695287634957174,1.6901254918270463,-0.020596728331328862,-0.018580599084889137
APM,2020-09-10,1.55,1.67,1.5398,1.65,25914,1.6500000000000008,1.6530794477676662,1.6845355311732102,-0.031456083405543955,-0.018076566773279207
APM,2020-09-09,1.61,1.61,1.54,1.54,15572,1.5400000000000014,1.6536393473617874,1.687298373667067,-0.033659026305279616,-0.01473168761521302
APM,2020-09-08,1.51,1.6101,1.51,1.6101,5578,1.6101000000000014,1.6743010468821122,1.6990822435604325,-0.024781196678320242,-0.009999852942696369
APM,2020-09-08,1.51,1.6101,1.51,1.6101,5578,1.6101000000000014,1.6859739644970415,1.7062008230452672,-0.0202268585482257,-0.0063045170087904
APM,2020-09-04,1.65,1.6867,1.53,1.55,74610,1.5500000000000016,1.6997692307692307,1.7138888888888886,-0.014119658119657876,-0.002823931623931575
APM,2020-09-03,1.67,1.73,1.67,1.7269999999999999,27218,1.7270000000000014,1.727,1.727,0.0,0.0
